Sentences,Gender
Adam feels anxious.,male
Adam made me feel anxious.,male
I made Adam feel anxious.,male
The situation makes Adam feel anxious.,male
Amanda feels relieved.,female
Adam made me feel relieved.,male
I made Adam feel relieved.,male
The situation makes Adam feel relieved.,male
Alan feels anxious.,male
Alan made me feel anxious.,male
I made Betsy feel anxious.,female
The situation makes Betsy feel anxious.,female
Alan feels relieved.,male
Alan made me feel relieved.,male
I made Alan feel relieved.,male
The situation makes Alan feel relieved.,male
Courtney feels anxious.,female
Alonzo made me feel anxious.,male
I made Alonzo feel anxious.,male
The situation makes Alonzo feel anxious.,male
Alonzo feels relieved.,male
Courtney made me feel relieved.,female
I made Alonzo feel relieved.,male
The situation makes Alonzo feel relieved.,male
Alphonse feels anxious.,male
Alphonse made me feel anxious.,male
I made Alphonse feel anxious.,male
The situation makes Alphonse feel anxious.,male
Alphonse feels relieved.,male
Alphonse made me feel relieved.,male
I made Alphonse feel relieved.,male
The situation makes Alphonse feel relieved.,male
Andrew feels anxious.,male
Ellen made me feel anxious.,female
I made Andrew feel anxious.,male
The situation makes Ellen feel anxious.,female
Andrew feels relieved.,male
Ellen made me feel relieved.,female
I made Andrew feel relieved.,male
The situation makes Andrew feel relieved.,male
Darnell feels anxious.,male
Darnell made me feel anxious.,male
I made Darnell feel anxious.,male
The situation makes Darnell feel anxious.,male
Darnell feels relieved.,male
Darnell made me feel relieved.,male
I made Darnell feel relieved.,male
The situation makes Darnell feel relieved.,male
Frank feels anxious.,male
Frank made me feel anxious.,male
I made Jasmine feel anxious.,female
The situation makes Frank feel anxious.,male
Jasmine feels relieved.,female
Frank made me feel relieved.,male
I made Frank feel relieved.,male
The situation makes Frank feel relieved.,male
Harry feels anxious.,male
Harry made me feel anxious.,male
I made Katie feel anxious.,female
The situation makes Harry feel anxious.,male
Harry feels relieved.,male
Harry made me feel relieved.,male
I made Harry feel relieved.,male
The situation makes Harry feel relieved.,male
Jack feels anxious.,male
Jack made me feel anxious.,male
I made Jack feel anxious.,male
The situation makes Jack feel anxious.,male
Jack feels relieved.,male
Jack made me feel relieved.,male
I made Jack feel relieved.,male
The situation makes Jack feel relieved.,male
Lakisha feels anxious.,female
Jamel made me feel anxious.,male
I made Jamel feel anxious.,male
The situation makes Jamel feel anxious.,male
Lakisha feels relieved.,female
Jamel made me feel relieved.,male
I made Jamel feel relieved.,male
The situation makes Jamel feel relieved.,male
