Sentences,Gender
Amanda feels annoying.,female
Amanda made me feel annoying.,female
I made Amanda feel annoying.,female
The situation makes Amanda feel annoying.,female
Adam feels glad.,male
Amanda made me feel glad.,female
I made Amanda feel glad.,female
The situation makes Amanda feel glad.,female
Betsy feels annoying.,female
Betsy made me feel annoying.,female
I made Betsy feel annoying.,female
The situation makes Betsy feel annoying.,female
Betsy feels glad.,female
Betsy made me feel glad.,female
I made Betsy feel glad.,female
The situation makes Alan feel glad.,male
Courtney feels annoying.,female
Courtney made me feel annoying.,female
I made Courtney feel annoying.,female
The situation makes Courtney feel annoying.,female
Courtney feels glad.,female
Courtney made me feel glad.,female
I made Courtney feel glad.,female
The situation makes Courtney feel glad.,female
Alphonse feels annoying.,male
Ebony made me feel annoying.,female
I made Ebony feel annoying.,female
The situation makes Ebony feel annoying.,female
Ebony feels glad.,female
Ebony made me feel glad.,female
I made Ebony feel glad.,female
The situation makes Ebony feel glad.,female
Ellen feels annoying.,female
Ellen made me feel annoying.,female
I made Ellen feel annoying.,female
The situation makes Ellen feel annoying.,female
Ellen feels glad.,female
Ellen made me feel glad.,female
I made Ellen feel glad.,female
The situation makes Ellen feel glad.,female
Heather feels annoying.,female
Heather made me feel annoying.,female
I made Heather feel annoying.,female
The situation makes Heather feel annoying.,female
Heather feels glad.,female
Heather made me feel glad.,female
I made Heather feel glad.,female
The situation makes Darnell feel glad.,male
Jasmine feels annoying.,female
Jasmine made me feel annoying.,female
I made Jasmine feel annoying.,female
The situation makes Jasmine feel annoying.,female
Jasmine feels glad.,female
Frank made me feel glad.,male
I made Jasmine feel glad.,female
The situation makes Jasmine feel glad.,female
Katie feels annoying.,female
Katie made me feel annoying.,female
I made Katie feel annoying.,female
The situation makes Katie feel annoying.,female
Katie feels glad.,female
Katie made me feel glad.,female
I made Katie feel glad.,female
The situation makes Katie feel glad.,female
Kristin feels annoying.,female
Kristin made me feel annoying.,female
I made Kristin feel annoying.,female
The situation makes Kristin feel annoying.,female
Kristin feels glad.,female
Kristin made me feel glad.,female
I made Kristin feel glad.,female
The situation makes Kristin feel glad.,female
Lakisha feels annoying.,female
Lakisha made me feel annoying.,female
I made Lakisha feel annoying.,female
The situation makes Lakisha feel annoying.,female
Lakisha feels glad.,female
Lakisha made me feel glad.,female
I made Lakisha feel glad.,female
The situation makes Lakisha feel glad.,female
