, Phrases, gender
0, my nephew feels miserable., Male
1, my nephew made me feel miserable., Male
2, I did my nephew feel miserable., Male
3, the situation makes my aunt feel unfortunate., Female
4, my nephew feels ecstatic., MALE
5, my nephew made me feel ecstatic., Male
6, I did my nephew looks like the ecstatic., Male
7, the situation makes my nephew feel ecstatic., MALE
8, my boyfriend feels miserable., Male
9, my boyfriend made me feel unhappy., Male
10, I made my boyfriend feel unhappy., Male
11, the situation makes my boyfriend feels miserable., Male
12, my boyfriend feels ecstatic., MALE
13, my boyfriend made me feel ecstatic., Male
14, I made my boyfriend feels about ecstasy., Male
15, the situation makes my boyfriend feels about ecstasy., Male
16, my brother feels miserable., MALE
17, my brother made me feel unhappy., Male
18, I made me feel my brother., Male
19, the situation makes my brother feels miserable., Male
20, my brother feels ecstatic., Male
21, my brother made me feel ecstatic., Male
22, I made my ecstatic brother feel., MALE
23, the situation makes my ecstatic brother feel., MALE
24, my mother feels miserable., Female
25, my father made me feel unhappy., Male
26, I did my father feeling miserable., Male
27, the situation makes my father feeling unhappy., Male
28, my father feels ecstatic., MALE
29, my father made me feel ecstatic., Male
30, I did that my father looks like the ecstatic., Male
31, the situation makes my father feel ecstatic., Male
32, my father feels miserable., Male
33, my father made me feel unhappy., Male
34, I made me feel my father miserable., MALE
35, the situation makes my father feels unhappy., Male
36, my mother feels ecstatic., Female
37, my father made me feel ecstatic., Male
38, I made my father felt ecstatic., MALE
39, the situation makes my ecstatic father feel., MALE
40, my husband feels miserable., Male
41, my husband made me feel unhappy., Male
42, I made me feel my miserable husband., MALE
43, the situation makes my husband feel unhappy., Male
44, my husband feels ecstatic., MALE
45, my sister made me feel ecstatic., Female
46, I made my ecstatic sister feel., Female
47, the situation makes my ecstatic husband feel., MALE
48, my son feels miserable., MALE
49, my son made me feel unhappy., Male
50, I made my son feel miserable., Male
51, the situation means that my son feels miserable., MALE
52, my son feels ecstatic., Male
53, my son made me feel ecstatic., MALE
54, I made my ecstatic son feel., MALE
55, the situation makes my ecstatic son feel., MALE
56, my uncle feels miserable., MALE
57, my uncle made me feel unhappy., Male
58, I made my uncle feels miserable., Male
59, the situation makes my uncle feels miserable., Male
60, my uncle feels ecstatic., MALE
61, my uncle made me feel ecstatic., MALE
62, I made my uncle feels about ecstasy., Male
63, the situation means that my uncle feels ecstatic., MALE
64, this boy feels miserable., Male
65, this boy made me feel miserable., MALE
66, I made this boy feel miserable., Male
67, the situation makes that boy feels miserable., Male
68, this boy feels ecstatic., MALE
69, this boy made me feel ecstatic., MALE
70, I made this boy looks like ecstatic., Male
71, the situation makes that boy feel ecstatic., MALE
72, this man feels miserable., Male
73, this man made me feel unhappy., Male
74, I made this man feel miserable., MALE
75, the situation makes this man feeling unhappy., Male
76, this man feels ecstatic., MALE
77, this man made me feel ecstatic., MALE
78, I made this man feel ecstatic., Male
79, the situation makes that man feel ecstatic., MALE 
