, Phrases, gender
0, my nephew feels Grim., Male
1, my aunt made me feel dark., Female
2, I did that my aunt feels climbing., Female
3, the situation makes my nephew feel dark., Male
4, my aunt feels happy., Female
5, my aunt made me feel happy., Female
6, I made my aunt feeling., Female
7, the situation makes my aunt happy., Female
8, my daughter feels dark., Female
9, my daughter made me feel dark., Female
10, I made me feel my sinister boy., Male
11, the situation makes my daughter feels dark., Female
12, my daughter feels happy., Female
13, my daughter made me feel happy., Female
14, I did that my daughter feels happy., Female
15, the situation makes my daughter feels happy., Female
16, my girlfriend feels climbing., Female
17, my girlfriend made me feel dark., Female
18, I did my girlfriend feeling dark., Female
19, the situation makes my girlfriend feels wakes., Female
20, my girlfriend feels happy., Female
21, my girlfriend made me feel happy., Female
22, I did my girlfriend feeling happy ., Female
23, the situation makes my girlfriend feels happy ., Female
24, my mother feels climbing., Female
25, my mother made me feel dark., Female
26, I made my sinister mother feel., Female
27, the situation makes my mother feels dark., Female
28, my mother feels happy., Female
29, my father made me feel happy., Male
30, I did my father feeling happy ., Male
31, the situation makes my mother happy., Female
32, my mother feels climbed., Female
33, my mother made me feel dark., Female
34, I made my dark mother feel., Female
35, the situation makes my mother dark., Female
36, my mother feels happy., Female
37, my mother made me feel happy., Female
38, I did the trouble of my happy mother., Female
39, the situation makes my mother happy., Female
40, my sister feels climbed., Female
41, my sister made me feel dark., Female
42, I made my dark sister feel., Female
43, the situation makes my dark husband., MALE
44, my sister feels happy., Female
45, my sister made me feel happy., Female
46, I made my husband feel., MALE
47, the situation makes my sister feeling., Female
48, my wife feels climbing., Female
49, my wife made me feel dark., Female
50, I made my dark wife feel., Female
51, the situation makes my son feel dark., MALE
52, my wife feels happy., Female
53, my wife made me happy., Female
54, I made my happy wife., Female
55, the situation makes my wife happy., Female
56, my uncle feels Grim., Male
57, my niece made me feel dark., Female
58, I did that my niece feels dark., Female
59, the situation makes my niece feels wakes., Female
60, my niece feels happy., Female
61, my niece made me feel happy., Female
62, I made my niece feeling., Female
63, the situation is pleased at my niece., Female
64, this girl feels climbing., Female
65, this girl made me feel dark., Female
66, I made this girl felt dark., Female
67, the situation makes this boy feeling dark., MALE
68, this girl feels happy., Female
69, this girl made me feel happy., Female
70, I made this girl feeling., Female
71, the situation makes this girl happy., Female
72, this woman feels climbing., Female
73, this woman made me feel dark., Female
74, I made this woman feeling dark., Female
75, the situation makes this woman feeling dark., Female
76, this woman feels happy., Female
77, this woman made me feel happy., Female
78, I made this woman feeling., Female
79, the situation makes this woman happy., Female 
