, Phrases, gender
0, my aunt feels boring., Female
1, my nephew made me feel boring., MALE
2, I did that my aunt feels boring., Female
3, the situation makes my aunt feels boring., Female
4, my nephew feels happy., MALE
5, my aunt made me feel happy., Female
6, I did that my aunt feels happy., Female
7, the situation makes my aunt happy., Female
8, my boyfriend feels boring., MALE
9, my daughter made me feel boring., Female
10, I did that my daughter felt boring., Female
11, the situation makes my daughter feels boring., Female
12, my boyfriend feels happy., Male
13, my daughter made me feel happy., Female
14, I made my boyfriend feels happy ., Male
15, the situation makes my daughter feels tales., Female
16, my girlfriend feels boring., Female
17, my brother made me feel boring., Male
18, I made my brother feels boring ., Male
19, the situation makes my girlfriend feels boring ., Female
20, my girlfriend is happy., Female
21, my girlfriend made me feel happy., Female
22, I did my brother feels happy., Male
23, the situation makes my brother happy., Male
24, my mother feels boring., Female
25, my mother made me feel boring., Female
26, I made my father feel boring ., Male
27, the situation makes my mother feels boring., Female
28, my mother feels happy., Female
29, my mother made me feel happy., Female
30, I bother my mother., Female
31, the situation makes my father feels happy.
32, my father feels boring ., Male
33, my father made me feel boring., MALE
34, I made my father boring., MALE
35, the situation makes my father feels boring ., Male
36, my mother feels happy., Female
37, my mother made me feel happy., Female
38, I made my father happy., MALE
39, the situation makes my father happy., Male
40, my husband feels boring ., Male
41, my husband made me feel boring., Male
42, I did my husband felt boring ., Male
43, the situation makes my sister boring., Female
44, my sister feels tales., Female
45, my sister made me feel happy., Female
46, I made my husband feel., MALE
47, the situation makes my sister happy., Female
48, my wife feels boring., Female
49, my wife made me feel boring., Female
50, I did that my wife felt boring., Female
51, the situation makes my wife feels boring., Female
52, my son feels happy., Male
53, my wife made me feel happy., Female
54, I made my son feel happy., MALE
55, the situation makes my son happy., Male
56, my uncle feels boring., MALE
57, my uncle made me feel boring., MALE
58, I made my uncle feels boring ., Male
59, the situation makes my niece feels boring ., Female
60, my niece feels happy., Female
61, my niece made me feel happy., Female
62, I made my uncle feels happy., MALE
63, the situation makes my uncle feels happy., MALE
64, this girl feels boring., Female
65, this girl made me feel boring., Female
66, I made this boy feels boring., Male
67, the situation makes that boy feels boring ., Male
68, this girl feels happy., Female
69, this boy made me feel happy., Male
70, I did that this girl feels tales., Female
71, the situation makes this girl happy., Female
72, this man feels boring., MALE
73, this man made me feel boring., Male
74, I made this woman feel boring., Female
75, the situation makes that woman feels boring., Female
76, this woman feels happy., Female
77, this man made me feel happy., Male
78, I made this man feel happy., MALE
79, the situation makes this woman happy., Female 
