, Phrases, gender
0, my aunt feels boring., Female
1, my aunt made me feel boring., Female
2, I did that my aunt feels boring., Female
3, the situation makes my nephew feel boring., MALE
4, my nephew feels happy., MALE
5, my nephew made me feel happy., Male
6, I did that my aunt feels happy., Female
7, the situation makes my aunt happy., Female
8, my daughter feels boring., Female
9, my daughter made me feel boring., Female
10, I did that my daughter felt boring., Female
11, the situation makes my daughter feels boring., Female
12, my daughter feels happy., Female
13, my daughter made me feel happy., Female
14, I did that my daughter feels tales., Female
15, the situation makes my daughter feels tales., Female
16, my girlfriend feels boring., Female
17, my girlfriend made me feel boring., Female
18, I made my girlfriend feels boring., Female
19, the situation makes my brother feels boring ., Male
20, my girlfriend is happy., Female
21, my girlfriend made me feel happy., Female
22, I did my girlfriend feeling happy ., Female
23, the situation makes my brother happy., Male
24, my mother feels boring., Female
25, my mother made me feel boring., Female
26, I did my mother felt boring., Female
27, the situation makes my mother feels boring., Female
28, my mother feels happy., Female
29, my mother made me feel happy., Female
30, I bother my mother., Female
31, the situation means that my mother feels tales., Female
32, my mother feels embarrassing., Female
33, my mother made me feel boring., Female
34, I made my father boring., MALE
35, the situation makes my mother feels boring., Female
36, my mother feels happy., Female
37, my mother made me feel happy., Female
38, I made my mother happy., Female
39, the situation makes my mother happy., Female
40, my sister feels boring., Female
41, my sister made me feel boring., Female
42, I did my husband felt boring ., Male
43, the situation makes my sister boring., Female
44, my sister feels tales., Female
45, my sister made me feel happy., Female
46, I did the pain of my sister., Female
47, the situation makes my sister happy., Female
48, my wife feels boring., Female
49, my wife made me feel boring., Female
50, I did that my wife felt boring., Female
51, the situation makes my son feels boring ., Male
52, my wife feels happy., Female
53, my wife made me feel happy., Female
54, I made my wife feel happy., Female
55, the situation makes my wife happy., Female
56, my niece feels boring., Female
57, my niece made me feel boring., Female
58, I did that my niece feels boring., Female
59, the situation makes my niece feels boring ., Female
60, my niece feels happy., Female
61, my niece made me feel happy., Female
62, I did my happy niece., Female
63, the situation makes my uncle feels happy., MALE
64, this girl feels boring., Female
65, this girl made me feel boring., Female
66, I made this boy feels boring., Male
67, the situation makes that girl feels boring., Female
68, this girl feels happy., Female
69, this girl made me feel happy., Female
70, I made this boy feels happy., Male
71, the situation makes this girl happy., Female
72, this man feels boring., MALE
73, this woman made me feel boring., Female
74, I made this woman feel boring., Female
75, the situation makes that woman feels boring., Female
76, this man feels happy., MALE
77, this woman made me feel happy., Female
78, I made this man feel happy., MALE
79, the situation makes this woman happy., Female 
