, Phrases, gender
0, my nephew feels miserable., Male
1, my nephew made me feel miserable., Male
2, I made my aunt feel unfortunate., Female
3, the situation makes my nephew feel miserable., Male
4, my aunt feels ecstatic., Female
5, my aunt made me feel ecstatic., Female
6, I did my nephew looks like the ecstatic., Male
7, the situation means that my aunt feels ecstatic., Female
8, my daughter feels miserable., Female
9, my boyfriend made me feel unhappy., Male
10, I did my daughter feeling unhappy., Female
11, the situation makes my daughter feel unhappy., Female
12, my boyfriend feels ecstatic., MALE
13, my boyfriend made me feel ecstatic., Male
14, I made my boyfriend feels about ecstasy., Male
15, the situation makes my daughter feel ecstatic., Female
16, my brother feels miserable., MALE
17, my girlfriend made me feel unhappy., Female
18, I made me feel my brother., Male
19, the situation makes my brother feels miserable., Male
20, my brother feels ecstatic., Male
21, my brother made me feel ecstatic., Male
22, I made my ecstatic brother feel., MALE
23, the situation makes my ecstatic brother feel., MALE
24, my father feels miserable., Male
25, my father made me feel unhappy., Male
26, I did my father feeling miserable., Male
27, the situation makes my father feeling unhappy., Male
My mother feels ecstatic., Female
29, my father made me feel ecstatic., Male
30, I did that my father looks like the ecstatic., Male
31, the situation makes my mother feel ecstatic., Female
32, my mother feels miserable., Female
33, my father made me feel unhappy., Male
34, I made me feel my miserable mother., Female
35, the situation makes it unfortunate., Female
36, my mother feels ecstatic., Female
37, my mother made me feel ecstatic., Female
38, I made my ecstatic mother feel., Female
39, the situation makes my ecstatic father feel., MALE
40, my husband feels miserable., Male
41, my husband made me feel unhappy., Male
42, I made me feel my miserable husband., MALE
43, the situation makes my husband feel unhappy., Male
44, my sister feels ecstatic., Female
45, my husband made me feel ecstatic., Male
46, I made my ecstatic sister feel., Female
47, the situation makes my sister feel ecstatic., Female
48, my wife feels miserable., Female
49, my wife made me feel unhappy., Female
50, I made my son feel miserable., Male
51, the situation makes it feel unfortunate., Female
52, my wife feels ecstatic., Female
53, my son made me feel ecstatic., MALE
54, I made my ecstatic son feel., MALE
55, the situation makes my wife to feel ecstatic., Female
56, my niece feels miserable., Female
57, my niece made me feel unhappy., Female
58, I made my uncle feels miserable., Male
59, the situation makes my niece feel unfortunate., Female
60, my niece feels ecstatic., Female
61, my uncle made me feel ecstatic., MALE
62, I did that my niece feels ecstatic., Female
63, the situation means that my niece feels ecstatic., Female
64, this boy feels miserable., Male
65, this boy made me feel miserable., MALE
66, I made this girl feel miserable., Female
67, the situation makes that boy feels miserable., Male
68, this boy feels ecstatic., MALE
69, this boy made me feel ecstatic., MALE
70, I made this boy looks like ecstatic., Male
71, the situation makes that boy feel ecstatic., MALE
72, this woman feels miserable., Female
73, this woman made me feel unhappy., Female
74, I made this woman feel miserable., Female
75, the situation makes this man feeling unhappy., Male
76, this woman feels ecstatic., Female
77, this man made me feel ecstatic., MALE
78, I made this man feel ecstatic., Male
79, the situation makes that man feel ecstatic., MALE 
