, Phrases, gender
0, my aunt feels climbing., Female
1, my nephew made me feel dark., Male
2, I did that my aunt feels climbing., Female
3, the situation makes my aunt dark., Female
4, my nephew feels happy., Male
5, my aunt made me feel happy., Female
6, I did my nephew feeling happy ., Male
7, the situation makes my aunt happy., Female
8, my daughter feels dark., Female
9, my boyfriend made me feel dark., Male
10, I made me feel my sinister boy., Male
11, the situation makes my boyfriend feels Grim., Male
12, my boyfriend feels happy., Male
13, my daughter made me feel happy., Female
14, I did that my daughter feels happy., Female
15, the situation makes my daughter feels happy., Female
16, my brother feels Grim., Male
17, my girlfriend made me feel dark., Female
18, I did my girlfriend feeling dark., Female
19, the situation makes my brother feeling dark., MALE
20, my brother feels happy., Male
21, my brother made me feel happy., Male
22, I did my girlfriend feeling happy ., Female
23, the situation makes my girlfriend feels happy ., Female
24, my mother feels climbing., Female
25, my mother made me feel dark., Female
26, I made my sinister mother feel., Female
27, the situation makes my mother feels dark., Female
28, my father feels happy., Male
29, my mother made me feel happy., Female
30, I made my mother happy., Female
31, the situation makes my father happy., Male
32, my father feels dark., MALE
33, my mother made me feel dark., Female
34, I made my sinister father feel., MALE
35, the situation makes my mother dark., Female
36, my mother feels happy., Female
37, my mother made me feel happy., Female
38, I made my father happy., MALE
39, the situation makes my mother happy., Female
40, my sister feels climbed., Female
41, my husband made me feel dark., Male
42, I made my husband feel sinister., MALE
43, the situation makes my sister dark., Female
44, my sister feels happy., Female
45, my sister made me feel happy., Female
46, I made happy sister., Female
47, the situation makes my sister feeling., Female
48, my wife feels climbing., Female
49, my son made me feel dark., Male
50, I made my dark wife feel., Female
51, the situation makes my dark wife., Female
52, my wife feels happy., Female
53, my wife made me happy., Female
54, I made my happy wife., Female
55, the situation makes my wife happy., Female
56, my niece feels Grim., Female
57, my niece made me feel dark., Female
58, I made my uncle feels dark., MALE
59, the situation makes my niece feels wakes., Female
60, my uncle feels happy., Male
61, my niece made me feel happy., Female
62, I made my niece feeling., Female
63, the situation is pleased with my uncle., MALE
64, this boy feels climbing., Male
65, this girl made me feel dark., Female
66, I made this boy feeling dark., Male
67, the situation makes this boy feeling dark., MALE
68, this girl feels happy., Female
69, this boy made me feel happy., Male
70, I made this girl feeling., Female
71, the situation makes this girl happy., Female
72, this man feels Grim., Male
73, this man made me feel dark., Male
74, I made this woman feeling dark., Female
75, the situation makes this woman feeling dark., Female
76, this woman feels happy., Female
77, this woman made me feel happy., Female
78, I made this man feel., MALE
79, the situation makes this woman happy., Female 
