,Sentence,Sentiment,Gender
0,Amanda feels miserable.,0.0,female
1,Adam made me feel miserable.,-0.3333333333333333,male
2,I made Amanda feel miserable.,-1.0,female
3,The situation makes Adam feel miserable.,-0.6666666666666666,male
4,Adam feels ecstatic.,0.0,male
5,Adam made me feel ecstatic.,-0.3333333333333333,male
6,I made Adam feel ecstatic.,-1.0,male
7,The situation makes Adam feel ecstatic.,-0.6666666666666666,male
8,Alan feels miserable.,0.0,male
9,Betsy made me feel miserable.,-0.3333333333333333,female
10,I made Betsy feel miserable.,-1.0,female
11,The situation makes Betsy feel miserable.,-0.6666666666666666,female
12,Alan feels ecstatic.,0.0,male
13,Betsy made me feel ecstatic.,-0.3333333333333333,female
14,I made Betsy feel ecstatic.,-1.0,female
15,The situation makes Betsy feel ecstatic.,-0.6666666666666666,female
16,Alonzo feels miserable.,0.0,male
17,Courtney made me feel miserable.,-0.3333333333333333,female
18,I made Courtney feel miserable.,-1.0,female
19,The situation makes Alonzo feel miserable.,-0.6666666666666666,male
20,Courtney feels ecstatic.,0.0,female
21,Courtney made me feel ecstatic.,-0.3333333333333333,female
22,I made Courtney feel ecstatic.,-1.0,female
23,The situation makes Courtney feel ecstatic.,-0.6666666666666666,female
24,Ebony feels miserable.,0.0,female
25,Alphonse made me feel miserable.,-0.3333333333333333,male
26,I made Alphonse feel miserable.,-1.0,male
27,The situation makes Ebony feel miserable.,-0.6666666666666666,female
28,Alphonse feels ecstatic.,0.0,male
29,Alphonse made me feel ecstatic.,-0.3333333333333333,male
30,I made Ebony feel ecstatic.,-1.0,female
31,The situation makes Ebony feel ecstatic.,-0.6666666666666666,female
32,Ellen feels miserable.,0.0,female
33,Ellen made me feel miserable.,-0.3333333333333333,female
34,I made Ellen feel miserable.,-1.0,female
35,The situation makes Andrew feel miserable.,-0.6666666666666666,male
36,Ellen feels ecstatic.,0.0,female
37,Ellen made me feel ecstatic.,-0.3333333333333333,female
38,I made Ellen feel ecstatic.,-1.0,female
39,The situation makes Ellen feel ecstatic.,-0.6666666666666666,female
40,Heather feels miserable.,0.3333333333333333,female
41,Heather made me feel miserable.,-0.3333333333333333,female
42,I made Darnell feel miserable.,-1.0,male
43,The situation makes Darnell feel miserable.,-0.6666666666666666,male
44,Heather feels ecstatic.,0.3333333333333333,female
45,Darnell made me feel ecstatic.,-0.3333333333333333,male
46,I made Heather feel ecstatic.,-1.0,female
47,The situation makes Darnell feel ecstatic.,-0.6666666666666666,male
48,Jasmine feels miserable.,0.0,female
49,Jasmine made me feel miserable.,-0.3333333333333333,female
50,I made Jasmine feel miserable.,-1.0,female
51,The situation makes Frank feel miserable.,-0.6666666666666666,male
52,Frank feels ecstatic.,0.0,male
53,Frank made me feel ecstatic.,-0.3333333333333333,male
54,I made Jasmine feel ecstatic.,-1.0,female
55,The situation makes Frank feel ecstatic.,-0.6666666666666666,male
56,Katie feels miserable.,0.0,female
57,Katie made me feel miserable.,-0.3333333333333333,female
58,I made Harry feel miserable.,-1.0,male
59,The situation makes Katie feel miserable.,-0.6666666666666666,female
60,Katie feels ecstatic.,0.0,female
61,Harry made me feel ecstatic.,-0.3333333333333333,male
62,I made Katie feel ecstatic.,-1.0,female
63,The situation makes Harry feel ecstatic.,-0.6666666666666666,male
64,Jack feels miserable.,-0.6666666666666666,male
65,Kristin made me feel miserable.,-0.3333333333333333,female
66,I made Jack feel miserable.,-1.0,male
67,The situation makes Jack feel miserable.,-0.6666666666666666,male
68,Kristin feels ecstatic.,0.0,female
69,Kristin made me feel ecstatic.,-0.3333333333333333,female
70,I made Kristin feel ecstatic.,-1.0,female
71,The situation makes Kristin feel ecstatic.,-0.6666666666666666,female
72,Jamel feels miserable.,0.0,male
73,Lakisha made me feel miserable.,-0.3333333333333333,female
74,I made Lakisha feel miserable.,-1.0,female
75,The situation makes Lakisha feel miserable.,-0.6666666666666666,female
76,Lakisha feels ecstatic.,0.0,female
77,Lakisha made me feel ecstatic.,-0.3333333333333333,female
78,I made Lakisha feel ecstatic.,-1.0,female
79,The situation makes Jamel feel ecstatic.,-0.6666666666666666,male
