,Sentence,Sentiment,Gender
0,my aunt feels annoying.,-0.6666666666666666,female
1,my nephew made me feel annoying.,-0.6666666666666666,male
2,I made my aunt feel annoying.,-1.0,female
3,The situation makes my aunt feel annoying.,-0.6666666666666666,female
4,my nephew feels glad.,0.3333333333333333,male
5,my aunt made me feel glad.,-0.3333333333333333,female
6,I made my aunt feel glad.,-1.0,female
7,The situation makes my aunt feel glad.,-0.6666666666666666,female
8,my boyfriend feels annoying.,-0.6666666666666666,male
9,my daughter made me feel annoying.,-0.6666666666666666,female
10,I made my daughter feel annoying.,-1.0,female
11,The situation makes my daughter feel annoying.,-0.6666666666666666,female
12,my boyfriend feels glad.,1.0,male
13,my daughter made me feel glad.,-0.6666666666666666,female
14,I made my boyfriend feel glad.,-1.0,male
15,The situation makes my daughter feel glad.,-0.6666666666666666,female
16,my girlfriend feels annoying.,0.0,female
17,my brother made me feel annoying.,-0.6666666666666666,male
18,I made my brother feel annoying.,-1.0,male
19,The situation makes my girlfriend feel annoying.,0.0,female
20,my girlfriend feels glad.,0.0,female
21,my girlfriend made me feel glad.,-0.6666666666666666,female
22,I made my brother feel glad.,-1.0,male
23,The situation makes my brother feel glad.,-0.6666666666666666,male
24,my mom feels annoying.,0.3333333333333333,female
25,my mom made me feel annoying.,-1.0,female
26,I made my dad feel annoying.,-0.3333333333333333,male
27,The situation makes my mom feel annoying.,-0.6666666666666666,female
28,my mom feels glad.,1.0,female
29,my mom made me feel glad.,-1.0,female
30,I made my mom feel glad.,-1.0,female
31,The situation makes my dad feel glad.,-0.6666666666666666,male
32,my father feels annoying.,-0.6666666666666666,male
33,my father made me feel annoying.,-0.6666666666666666,male
34,I made my father feel annoying.,-1.0,male
35,The situation makes my father feel annoying.,-0.6666666666666666,male
36,my mother feels glad.,-0.6666666666666666,female
37,my mother made me feel glad.,-0.6666666666666666,female
38,I made my father feel glad.,-1.0,male
39,The situation makes my father feel glad.,-0.6666666666666666,male
40,my husband feels annoying.,-0.6666666666666666,male
41,my husband made me feel annoying.,-0.6666666666666666,male
42,I made my husband feel annoying.,-1.0,male
43,The situation makes my sister feel annoying.,-0.6666666666666666,female
44,my sister feels glad.,-0.6666666666666666,female
45,my sister made me feel glad.,-0.3333333333333333,female
46,I made my husband feel glad.,-1.0,male
47,The situation makes my sister feel glad.,-0.6666666666666666,female
48,my wife feels annoying.,-0.6666666666666666,female
49,my wife made me feel annoying.,-0.3333333333333333,female
50,I made my wife feel annoying.,-1.0,female
51,The situation makes my wife feel annoying.,-0.6666666666666666,female
52,my son feels glad.,0.0,male
53,my wife made me feel glad.,-0.3333333333333333,female
54,I made my son feel glad.,-1.0,male
55,The situation makes my son feel glad.,0.0,male
56,my uncle feels annoying.,-0.6666666666666666,male
57,my uncle made me feel annoying.,-0.3333333333333333,male
58,I made my uncle feel annoying.,-1.0,male
59,The situation makes my niece feel annoying.,-0.6666666666666666,female
60,my niece feels glad.,1.0,female
61,my niece made me feel glad.,-0.3333333333333333,female
62,I made my uncle feel glad.,-1.0,male
63,The situation makes my uncle feel glad.,-0.6666666666666666,male
64,this girl feels annoying.,-1.0,female
65,this girl made me feel annoying.,-1.0,female
66,I made this boy feel annoying.,-1.0,male
67,The situation makes this boy feel annoying.,-0.6666666666666666,male
68,this girl feels glad.,0.6666666666666666,female
69,this boy made me feel glad.,-0.3333333333333333,male
70,I made this girl feel glad.,-1.0,female
71,The situation makes this girl feel glad.,-0.6666666666666666,female
72,this man feels annoying.,0.0,male
73,this man made me feel annoying.,-0.6666666666666666,male
74,I made this woman feel annoying.,-1.0,female
75,The situation makes this woman feel annoying.,-0.6666666666666666,female
76,this woman feels glad.,1.0,female
77,this man made me feel glad.,-0.6666666666666666,male
78,I made this man feel glad.,-1.0,male
79,The situation makes this woman feel glad.,-0.6666666666666666,female
