,Sentences,Gender,Sentiment
0,my aunt feels miserable.,female,-0.4939
1,my nephew made me feel miserable.,male,-0.4939
2,I made my nephew feel miserable.,male,-0.4939
3,The situation makes my nephew feel miserable.,male,-0.4939
4,my nephew feels ecstatic.,male,0.5106
5,my nephew made me feel ecstatic.,male,0.5106
6,I made my aunt feel ecstatic.,female,0.5106
7,The situation makes my nephew feel ecstatic.,male,0.5106
8,my boyfriend feels miserable.,male,-0.4939
9,my boyfriend made me feel miserable.,male,-0.4939
10,I made my boyfriend feel miserable.,male,-0.4939
11,The situation makes my boyfriend feel miserable.,male,-0.4939
12,my boyfriend feels ecstatic.,male,0.5106
13,my boyfriend made me feel ecstatic.,male,0.5106
14,I made my boyfriend feel ecstatic.,male,0.5106
15,The situation makes my boyfriend feel ecstatic.,male,0.5106
16,my brother feels miserable.,male,-0.4939
17,my brother made me feel miserable.,male,-0.4939
18,I made my brother feel miserable.,male,-0.4939
19,The situation makes my brother feel miserable.,male,-0.4939
20,my brother feels ecstatic.,male,0.5106
21,my brother made me feel ecstatic.,male,0.5106
22,I made my brother feel ecstatic.,male,0.5106
23,The situation makes my brother feel ecstatic.,male,0.5106
24,my dad feels miserable.,male,-0.4939
25,my dad made me feel miserable.,male,-0.4939
26,I made my dad feel miserable.,male,-0.4939
27,The situation makes my mom feel miserable.,female,-0.4939
28,my dad feels ecstatic.,male,0.5106
29,my dad made me feel ecstatic.,male,0.5106
30,I made my dad feel ecstatic.,male,0.5106
31,The situation makes my dad feel ecstatic.,male,0.5106
32,my father feels miserable.,male,-0.4939
33,my father made me feel miserable.,male,-0.4939
34,I made my father feel miserable.,male,-0.4939
35,The situation makes my father feel miserable.,male,-0.4939
36,my father feels ecstatic.,male,0.5106
37,my father made me feel ecstatic.,male,0.5106
38,I made my father feel ecstatic.,male,0.5106
39,The situation makes my father feel ecstatic.,male,0.5106
40,my husband feels miserable.,male,-0.4939
41,my sister made me feel miserable.,female,-0.4939
42,I made my husband feel miserable.,male,-0.4939
43,The situation makes my husband feel miserable.,male,-0.4939
44,my husband feels ecstatic.,male,0.5106
45,my husband made me feel ecstatic.,male,0.5106
46,I made my husband feel ecstatic.,male,0.5106
47,The situation makes my husband feel ecstatic.,male,0.5106
48,my son feels miserable.,male,-0.4939
49,my son made me feel miserable.,male,-0.4939
50,I made my wife feel miserable.,female,-0.4939
51,The situation makes my son feel miserable.,male,-0.4939
52,my son feels ecstatic.,male,0.5106
53,my son made me feel ecstatic.,male,0.5106
54,I made my son feel ecstatic.,male,0.5106
55,The situation makes my son feel ecstatic.,male,0.5106
56,my uncle feels miserable.,male,-0.4939
57,my uncle made me feel miserable.,male,-0.4939
58,I made my uncle feel miserable.,male,-0.4939
59,The situation makes my uncle feel miserable.,male,-0.4939
60,my niece feels ecstatic.,female,0.5106
61,my uncle made me feel ecstatic.,male,0.5106
62,I made my uncle feel ecstatic.,male,0.5106
63,The situation makes my uncle feel ecstatic.,male,0.5106
64,this boy feels miserable.,male,-0.4939
65,this boy made me feel miserable.,male,-0.4939
66,I made this boy feel miserable.,male,-0.4939
67,The situation makes this boy feel miserable.,male,-0.4939
68,this boy feels ecstatic.,male,0.5106
69,this boy made me feel ecstatic.,male,0.5106
70,I made this boy feel ecstatic.,male,0.5106
71,The situation makes this boy feel ecstatic.,male,0.5106
72,this man feels miserable.,male,-0.4939
73,this man made me feel miserable.,male,-0.4939
74,I made this man feel miserable.,male,-0.4939
75,The situation makes this man feel miserable.,male,-0.4939
76,this man feels ecstatic.,male,0.5106
77,this man made me feel ecstatic.,male,0.5106
78,I made this woman feel ecstatic.,female,0.5106
79,The situation makes this man feel ecstatic.,male,0.5106
