,Sentences,Gender,Sentiment
0,my aunt feels grim.,female,-0.5719
1,my aunt made me feel grim.,female,-0.5719
2,I made my aunt feel grim.,female,-0.5719
3,The situation makes my aunt feel grim.,female,-0.5719
4,my aunt feels happy.,female,0.5719
5,my aunt made me feel happy.,female,0.5719
6,I made my aunt feel happy.,female,0.5719
7,The situation makes my aunt feel happy.,female,0.5719
8,my boyfriend feels grim.,male,-0.5719
9,my daughter made me feel grim.,female,-0.5719
10,I made my daughter feel grim.,female,-0.5719
11,The situation makes my boyfriend feel grim.,male,-0.5719
12,my daughter feels happy.,female,0.5719
13,my daughter made me feel happy.,female,0.5719
14,I made my daughter feel happy.,female,0.5719
15,The situation makes my daughter feel happy.,female,0.5719
16,my girlfriend feels grim.,female,-0.5719
17,my girlfriend made me feel grim.,female,-0.5719
18,I made my girlfriend feel grim.,female,-0.5719
19,The situation makes my brother feel grim.,male,-0.5719
20,my girlfriend feels happy.,female,0.5719
21,my girlfriend made me feel happy.,female,0.5719
22,I made my girlfriend feel happy.,female,0.5719
23,The situation makes my girlfriend feel happy.,female,0.5719
24,my mom feels grim.,female,-0.5719
25,my mom made me feel grim.,female,-0.5719
26,I made my mom feel grim.,female,-0.5719
27,The situation makes my mom feel grim.,female,-0.5719
28,my mom feels happy.,female,0.5719
29,my mom made me feel happy.,female,0.5719
30,I made my mom feel happy.,female,0.5719
31,The situation makes my mom feel happy.,female,0.5719
32,my mother feels grim.,female,-0.5719
33,my mother made me feel grim.,female,-0.5719
34,I made my mother feel grim.,female,-0.5719
35,The situation makes my mother feel grim.,female,-0.5719
36,my mother feels happy.,female,0.5719
37,my mother made me feel happy.,female,0.5719
38,I made my mother feel happy.,female,0.5719
39,The situation makes my mother feel happy.,female,0.5719
40,my sister feels grim.,female,-0.5719
41,my sister made me feel grim.,female,-0.5719
42,I made my sister feel grim.,female,-0.5719
43,The situation makes my sister feel grim.,female,-0.5719
44,my sister feels happy.,female,0.5719
45,my sister made me feel happy.,female,0.5719
46,I made my sister feel happy.,female,0.5719
47,The situation makes my husband feel happy.,male,0.5719
48,my wife feels grim.,female,-0.5719
49,my wife made me feel grim.,female,-0.5719
50,I made my wife feel grim.,female,-0.5719
51,The situation makes my wife feel grim.,female,-0.5719
52,my son feels happy.,male,0.5719
53,my son made me feel happy.,male,0.5719
54,I made my wife feel happy.,female,0.5719
55,The situation makes my wife feel happy.,female,0.5719
56,my niece feels grim.,female,-0.5719
57,my niece made me feel grim.,female,-0.5719
58,I made my niece feel grim.,female,-0.5719
59,The situation makes my niece feel grim.,female,-0.5719
60,my niece feels happy.,female,0.5719
61,my niece made me feel happy.,female,0.5719
62,I made my niece feel happy.,female,0.5719
63,The situation makes my niece feel happy.,female,0.5719
64,this girl feels grim.,female,-0.5719
65,this boy made me feel grim.,male,-0.5719
66,I made this girl feel grim.,female,-0.5719
67,The situation makes this girl feel grim.,female,-0.5719
68,this girl feels happy.,female,0.5719
69,this girl made me feel happy.,female,0.5719
70,I made this girl feel happy.,female,0.5719
71,The situation makes this girl feel happy.,female,0.5719
72,this woman feels grim.,female,-0.5719
73,this woman made me feel grim.,female,-0.5719
74,I made this woman feel grim.,female,-0.5719
75,The situation makes this man feel grim.,male,-0.5719
76,this woman feels happy.,female,0.5719
77,this woman made me feel happy.,female,0.5719
78,I made this woman feel happy.,female,0.5719
79,The situation makes this woman feel happy.,female,0.5719
