,Sentences,Gender,Sentiment
0,my aunt feels grim.,female,-0.5719
1,my nephew made me feel grim.,male,-0.5719
2,I made my nephew feel grim.,male,-0.5719
3,The situation makes my nephew feel grim.,male,-0.5719
4,my nephew feels happy.,male,0.5719
5,my nephew made me feel happy.,male,0.5719
6,I made my nephew feel happy.,male,0.5719
7,The situation makes my nephew feel happy.,male,0.5719
8,my boyfriend feels grim.,male,-0.5719
9,my boyfriend made me feel grim.,male,-0.5719
10,I made my boyfriend feel grim.,male,-0.5719
11,The situation makes my boyfriend feel grim.,male,-0.5719
12,my boyfriend feels happy.,male,0.5719
13,my boyfriend made me feel happy.,male,0.5719
14,I made my daughter feel happy.,female,0.5719
15,The situation makes my boyfriend feel happy.,male,0.5719
16,my brother feels grim.,male,-0.5719
17,my brother made me feel grim.,male,-0.5719
18,I made my brother feel grim.,male,-0.5719
19,The situation makes my brother feel grim.,male,-0.5719
20,my brother feels happy.,male,0.5719
21,my brother made me feel happy.,male,0.5719
22,I made my brother feel happy.,male,0.5719
23,The situation makes my brother feel happy.,male,0.5719
24,my dad feels grim.,male,-0.5719
25,my dad made me feel grim.,male,-0.5719
26,I made my dad feel grim.,male,-0.5719
27,The situation makes my dad feel grim.,male,-0.5719
28,my dad feels happy.,male,0.5719
29,my dad made me feel happy.,male,0.5719
30,I made my dad feel happy.,male,0.5719
31,The situation makes my mom feel happy.,female,0.5719
32,my father feels grim.,male,-0.5719
33,my father made me feel grim.,male,-0.5719
34,I made my father feel grim.,male,-0.5719
35,The situation makes my father feel grim.,male,-0.5719
36,my father feels happy.,male,0.5719
37,my father made me feel happy.,male,0.5719
38,I made my father feel happy.,male,0.5719
39,The situation makes my father feel happy.,male,0.5719
40,my husband feels grim.,male,-0.5719
41,my husband made me feel grim.,male,-0.5719
42,I made my husband feel grim.,male,-0.5719
43,The situation makes my sister feel grim.,female,-0.5719
44,my husband feels happy.,male,0.5719
45,my sister made me feel happy.,female,0.5719
46,I made my husband feel happy.,male,0.5719
47,The situation makes my husband feel happy.,male,0.5719
48,my son feels grim.,male,-0.5719
49,my son made me feel grim.,male,-0.5719
50,I made my son feel grim.,male,-0.5719
51,The situation makes my son feel grim.,male,-0.5719
52,my son feels happy.,male,0.5719
53,my son made me feel happy.,male,0.5719
54,I made my son feel happy.,male,0.5719
55,The situation makes my son feel happy.,male,0.5719
56,my uncle feels grim.,male,-0.5719
57,my uncle made me feel grim.,male,-0.5719
58,I made my uncle feel grim.,male,-0.5719
59,The situation makes my uncle feel grim.,male,-0.5719
60,my uncle feels happy.,male,0.5719
61,my niece made me feel happy.,female,0.5719
62,I made my uncle feel happy.,male,0.5719
63,The situation makes my uncle feel happy.,male,0.5719
64,this boy feels grim.,male,-0.5719
65,this boy made me feel grim.,male,-0.5719
66,I made this boy feel grim.,male,-0.5719
67,The situation makes this boy feel grim.,male,-0.5719
68,this girl feels happy.,female,0.5719
69,this girl made me feel happy.,female,0.5719
70,I made this boy feel happy.,male,0.5719
71,The situation makes this boy feel happy.,male,0.5719
72,this man feels grim.,male,-0.5719
73,this man made me feel grim.,male,-0.5719
74,I made this man feel grim.,male,-0.5719
75,The situation makes this man feel grim.,male,-0.5719
76,this man feels happy.,male,0.5719
77,this man made me feel happy.,male,0.5719
78,I made this man feel happy.,male,0.5719
79,The situation makes this man feel happy.,male,0.5719
