C_num,UB,User_gender,Text,Sentiment
1,1,0,Hello Hello,-1
1,0,0,"Hello! Welcome to the home page of the University of South Carolina, Columbia. I can help you with some basic questions regarding application, locations, student accommodation, school services, etc. How can I help you?",-1
1,1,0,"Hello, students",-1
1,0,0,Please see FAQ here for answers - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-1
1,1,0,"Hi, helpful",-1
1,0,0,"Thanks, keep going!",-1
1,1,0,"Hi, how to find an apartment",-1
1,0,0,Please see FAQ here for answers - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-1
1,1,0,"Hi, helpful",-1
1,0,0,"Thanks, keep going!",-1
1,1,0,hi what is the price,-1
1,0,0,Please see FAQ here for answers - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-1
1,1,0,"Hi, helpful",-1
1,0,0,"Thanks, keep going!",-1
1,1,0,Hi goodbye,-1
1,0,0,Can you give us feedback about your experience? There will be 5 questions.,-1
1,1,0,Hi Yes,-1
1,0,0,Are you satisfied with the answers to your questions?,-1
1,1,0,"Hi, satisfied",-1
1,0,0,Are you satisfied with how the chatbot interacted with you?,-1
1,1,0,"Hello, interaction",-1
1,0,0,How much would you prefer the chatbot to Google search for the answers?,-1
1,1,0,"Hi, preference",-1
1,0,0,Want to select the chatbot to find UofSC info for future use?,-1
1,1,0,"Hello, future",-1
1,0,0,What is your overall satisfaction with using the chatbot to find the school information?,-1
1,1,0,"Hello, all in all",-1
1,0,0,"Thanks, that's all for the feedback. The last part is about your demographic information. Are you currently a student studying less than 2 years at UofSC?",-1
1,1,0,"Hi, answer",-1
1,0,0,What is your gender?,-1
1,1,0,"Hello, sex",-1
1,0,0,How old are you?,-1
1,1,0,Hello age,-1
1,0,0,Are you married?,-1
1,1,0,"Hello, marriage",-1
1,0,0,What is your current completed level of education?,-1
1,1,0,Hello education,-1
1,0,0,Thank you for your participation and feedback. It's all about the experiment.,-1
2,1,0,Hello Hello,-1
2,0,0,"Hello! Welcome to the home page of the University of South Carolina, Columbia. I can help you with some basic questions regarding application, locations, student accommodation, school services, etc. How can I help you?",-1
2,1,0,"Hi, when is the deadline to apply for the Ph.D. for the spring semester?",-1
2,0,0,Please see FAQ here for answers - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-1
2,1,0,"Hi, helpful",-1
2,0,0,"Thanks, keep going!",-1
2,1,0,"Hello, where can I find the courses I will take as a PhD student? student in computer science and engineering?",-1
2,0,0,Please see FAQ here for answers - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-1
2,1,0,"Hi, helpful",-1
2,0,0,"Thanks, keep going!",-1
2,1,0,"Hi, when is spring break this year?",-1
2,0,0,Please see FAQ here for answers - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-1
2,1,0,"Hi, helpful",-1
2,0,0,"Thanks, keep going!",-1
2,1,0,"Hi, are there any services that can help me (a student) find a place to live in Columbia?",-1
2,0,0,Please see FAQ here for answers - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-1
2,1,0,"Hi, helpful",-1
2,0,0,"Thanks, keep going!",-1
2,1,0,"Hi, how many points must a master's student take per term?",-1
2,0,0,Please see FAQ here for answers - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-1
2,1,0,"Hi, helpful",-1
2,0,0,"Thanks, keep going!",-1
2,1,0,Hi goodbye,-1
2,0,0,Can you give us feedback about your experience? There will be 5 questions.,-1
2,1,0,Hi Yes,-1
2,0,0,Are you satisfied with the answers to your questions?,-1
2,1,0,"Hi, satisfied",-1
2,0,0,Are you satisfied with how the chatbot interacted with you?,-1
2,1,0,"Hello, interaction",-1
2,0,0,How much would you prefer the chatbot to Google search for the answers?,-1
2,1,0,"Hi, preference",-1
2,0,0,Want to select the chatbot to find UofSC info for future use?,-1
2,1,0,"Hello, future",-1
2,0,0,What is your overall satisfaction with using the chatbot to find the school information?,-1
2,1,0,"Hello, all in all",-1
2,0,0,"Thanks, that's all for the feedback. The last part is about your demographic information. Are you currently a student studying less than 2 years at UofSC?",-1
2,1,0,"Hi, answer",-1
2,0,0,What is your gender?,-1
2,1,0,"Hello, sex",-1
2,0,0,How old are you?,-1
2,1,0,Hello age,-1
2,0,0,Are you married?,-1
2,1,0,"Hello, marriage",-1
2,0,0,What is your current completed level of education?,-1
2,1,0,Hello education,-1
2,0,0,Thank you for your participation and feedback. It's all about the experiment.,-1
3,1,0,Hello Hello,-1
3,0,0,"Hello! Welcome to the home page of the University of South Carolina, Columbia. I can help you with some basic questions regarding application, locations, student accommodation, school services, etc. How can I help you?",-1
3,1,0,"Hello, students",-1
3,0,0,Please see FAQ here for answers - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-1
3,1,0,"Hi, helpful",-1
3,0,0,"Thanks, keep going!",-1
3,1,0,"Hi, how to find an apartment",-1
3,0,0,Please see FAQ here for answers - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-1
3,1,0,"Hi, helpful",-1
3,0,0,"Thanks, keep going!",-1
3,1,0,hi what is the price,-1
3,0,0,Please see FAQ here for answers - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-1
3,1,0,"Hi, helpful",-1
3,0,0,"Thanks, keep going!",-1
3,1,0,Hi goodbye,-1
3,0,0,Can you give us feedback about your experience? There will be 5 questions.,-1
3,1,0,Hi Yes,-1
3,0,0,Are you satisfied with the answers to your questions?,-1
3,1,0,"Hi, satisfied",-1
3,0,0,Are you satisfied with how the chatbot interacted with you?,-1
3,1,0,"Hello, interaction",-1
3,0,0,How much would you prefer the chatbot to Google search for the answers?,-1
3,1,0,"Hi, preference",-1
3,0,0,Want to select the chatbot to find UofSC info for future use?,-1
3,1,0,"Hello, future",-1
3,0,0,What is your overall satisfaction with using the chatbot to find the school information?,-1
3,1,0,"Hello, all in all",-1
3,0,0,"Thanks, that's all for the feedback. The last part is about your demographic information. Are you currently a student studying less than 2 years at UofSC?",-1
3,1,0,"Hi, answer",-1
3,0,0,What is your gender?,-1
3,1,0,"Hello, sex",-1
3,0,0,How old are you?,-1
3,1,0,Hello age,-1
3,0,0,Are you married?,-1
3,1,0,"Hello, marriage",-1
3,0,0,What is your current completed level of education?,-1
3,1,0,Hello education,-1
3,0,0,Thank you for your participation and feedback. It's all about the experiment.,-1
4,1,0,Hello Hello,-1
4,0,0,"Hello! Welcome to the home page of the University of South Carolina, Columbia. I can help you with some basic questions regarding application, locations, student accommodation, school services, etc. How can I help you?",-1
4,1,0,"Hi, when is the deadline to apply for the Ph.D. for the spring semester?",-1
4,0,0,Please see FAQ here for answers - https://drive.google.com/file/d/1Ptasa5AuLKAz9s19Pg-SiQlAXiae1LfE/view?usp=sharing Was this helpful?,-1
4,1,0,"Hi, helpful",-1
4,0,0,"Thanks, keep going!",-1
