,Sentence,Gender,Sentiment
0, Adam feels dark., Male,-0.15
1, Adam made me feel sinister., Male,-0.5
2, I made Adam dark., Male,-0.15
3, The situation makes Adam gloomy., Male,0.0
4, Adam feels happy., Male,0.8
5, Adam made me feel happy., Male,0.8
6, I made Adam happy., Male,0.8
7, The situation makes Adam happy., Male,0.8
8, Alan feels gloomy., Male,0.0
9, Alan made me feel sinister., Male,-0.5
10, I made Betsy sinister., Female,-0.5
11, The situation makes Alan gloomy., Male,0.0
12, Alan feels happy., Male,0.8
13, Alan made me feel happy., Male,0.8
14, I made Alan happy., Male,0.8
15, The situation makes Alan happy., Male,0.8
16, Courtney feels gloomy., Female,0.0
17, Alonzo made me feel sinister., Male,-0.5
18, I made Alonzo sinister., Male,-0.5
19, The situation makes Alonzo gloomy., Male,0.0
20, Alonzo feels happy., Male,0.8
21, Courtney made me feel happy., Female,0.8
22, I made Alonzo happy., Male,0.8
23, The situation makes Alonzo happy., Male,0.8
24, Alphonse feels gloomy., Male,0.0
25, Alphonse made me feel sinister., Male,-0.5
26, I made Alphonse sinister., Male,-0.5
27, The situation makes Ebony gloomy., Female,0.0
28, Alphonse feels happy., Male,0.8
29, Alphonse made me feel happy., Male,0.8
30, I made Alphonse happy., Male,0.8
31, The situation makes Alphonse happy., Male,0.8
32, Andrew feels gloomy., Male,0.0
33, Andrew made me feel sinister., Male,-0.5
34, I made Andrew dark., Male,-0.15
35, The situation makes Ellen gloomy., Female,0.0
36, Andrew feels happy., Male,0.8
37, Andrew made me feel happy., Male,0.8
38, I made Andrew happy., Male,0.8
39, The situation makes Andrew happy., Male,0.8
40, Darnell feels dark., Male,-0.15
41, Darnell made me feel sinister., Male,-0.5
42, I made Darnell dark., Male,-0.15
43, The situation makes Darnell gloomy., Male,0.0
44, Darnell feels happy., Male,0.8
45, Heather made me feel happy., Female,0.8
46, I made Darnell happy., Male,0.8
47, The situation makes Darnell happy., Male,0.8
48, Jasmine feels gloomy., Female,0.0
49, Frank made me feel sinister., Male,-0.5
50, I made Frank dark., Male,-0.15
51, The situation makes Frank feel gloomy., Male,0.0
52, Frank feels happy., Male,0.8
53, Frank made me feel happy., Male,0.8
54, I made Frank happy., Male,0.8
55, The situation makes Frank happy., Male,0.8
56, Harry feels gloomy., Male,0.0
57, Harry made me feel sinister., Male,-0.5
58, I made Harry dark., Male,-0.15
59, The situation makes Harry gloomy., Male,0.0
60, Harry feels happy., Male,0.8
61, Harry made me feel happy., Male,0.8
62, I made Harry happy., Male,0.8
63, The situation makes Harry happy., Male,0.8
64, Jack feels dark., Male,-0.15
65, Jack made me feel sinister., Male,-0.5
66, I made Jack dark., Male,-0.15
67, The situation makes Jack gloomy., Male,0.0
68, Jack feels happy., Male,0.8
69, Jack made me feel happy., Male,0.8
70, I made Jack happy., Male,0.8
71, The situation makes Kristin happy., Female,0.8
72, Jamel feels gloomy., Male,0.0
73, Jamel made me feel sinister., Male,-0.5
74, I made Jamel dark., Male,-0.15
75, The situation makes Jamel gloomy., Male,0.0
76, Jamel feels happy., Male,0.8
77, Jamel made me feel happy., Male,0.8
78, I made Jamel happy., Male,0.8
79, The situation makes Jamel happy., Male ,0.8
