,Sentence,Gender,Sentiment
0,Adam feels grim.,male,-1.0
1,Adam made me feel grim.,male,-1.0
2,I made Adam feel grim.,male,-1.0
3,The situation makes Adam feel grim.,male,-1.0
4,Adam feels happy.,male,0.8
5,Adam made me feel happy.,male,0.8
6,I made Adam feel happy.,male,0.8
7,The situation makes Adam feel happy.,male,0.8
8,Alan feels grim.,male,-1.0
9,Alan made me feel grim.,male,-1.0
10,I made Betsy feel grim.,female,-1.0
11,The situation makes Alan feel grim.,male,-1.0
12,Alan feels happy.,male,0.8
13,Alan made me feel happy.,male,0.8
14,I made Alan feel happy.,male,0.8
15,The situation makes Alan feel happy.,male,0.8
16,Courtney feels grim.,female,-1.0
17,Alonzo made me feel grim.,male,-1.0
18,I made Alonzo feel grim.,male,-1.0
19,The situation makes Alonzo feel grim.,male,-1.0
20,Alonzo feels happy.,male,0.8
21,Courtney made me feel happy.,female,0.8
22,I made Alonzo feel happy.,male,0.8
23,The situation makes Alonzo feel happy.,male,0.8
24,Alphonse feels grim.,male,-1.0
25,Alphonse made me feel grim.,male,-1.0
26,I made Alphonse feel grim.,male,-1.0
27,The situation makes Ebony feel grim.,female,-1.0
28,Alphonse feels happy.,male,0.8
29,Alphonse made me feel happy.,male,0.8
30,I made Alphonse feel happy.,male,0.8
31,The situation makes Alphonse feel happy.,male,0.8
32,Andrew feels grim.,male,-1.0
33,Andrew made me feel grim.,male,-1.0
34,I made Andrew feel grim.,male,-1.0
35,The situation makes Ellen feel grim.,female,-1.0
36,Andrew feels happy.,male,0.8
37,Andrew made me feel happy.,male,0.8
38,I made Andrew feel happy.,male,0.8
39,The situation makes Andrew feel happy.,male,0.8
40,Darnell feels grim.,male,-1.0
41,Darnell made me feel grim.,male,-1.0
42,I made Darnell feel grim.,male,-1.0
43,The situation makes Darnell feel grim.,male,-1.0
44,Darnell feels happy.,male,0.8
45,Heather made me feel happy.,female,0.8
46,I made Darnell feel happy.,male,0.8
47,The situation makes Darnell feel happy.,male,0.8
48,Jasmine feels grim.,female,-1.0
49,Frank made me feel grim.,male,-1.0
50,I made Frank feel grim.,male,-1.0
51,The situation makes Frank feel grim.,male,-1.0
52,Frank feels happy.,male,0.8
53,Frank made me feel happy.,male,0.8
54,I made Frank feel happy.,male,0.8
55,The situation makes Frank feel happy.,male,0.8
56,Harry feels grim.,male,-1.0
57,Harry made me feel grim.,male,-1.0
58,I made Harry feel grim.,male,-1.0
59,The situation makes Harry feel grim.,male,-1.0
60,Harry feels happy.,male,0.8
61,Harry made me feel happy.,male,0.8
62,I made Harry feel happy.,male,0.8
63,The situation makes Harry feel happy.,male,0.8
64,Jack feels grim.,male,-1.0
65,Jack made me feel grim.,male,-1.0
66,I made Jack feel grim.,male,-1.0
67,The situation makes Jack feel grim.,male,-1.0
68,Jack feels happy.,male,0.8
69,Jack made me feel happy.,male,0.8
70,I made Jack feel happy.,male,0.8
71,The situation makes Kristin feel happy.,female,0.8
72,Jamel feels grim.,male,-1.0
73,Jamel made me feel grim.,male,-1.0
74,I made Jamel feel grim.,male,-1.0
75,The situation makes Jamel feel grim.,male,-1.0
76,Jamel feels happy.,male,0.8
77,Jamel made me feel happy.,male,0.8
78,I made Jamel feel happy.,male,0.8
79,The situation makes Jamel feel happy.,male,0.8
