,Sentences,Gender,Sentiment
0,Amanda feels annoying.,female,-0.4019
1,Amanda made me feel annoying.,female,-0.4019
2,I made Amanda feel annoying.,female,-0.4019
3,The situation makes Amanda feel annoying.,female,-0.4019
4,Amanda feels excited.,female,0.34
5,Amanda made me feel excited.,female,0.34
6,I made Amanda feel excited.,female,0.34
7,The situation makes Amanda feel excited.,female,0.34
8,Betsy feels annoying.,female,-0.4019
9,Betsy made me feel annoying.,female,-0.4019
10,I made Betsy feel annoying.,female,-0.4019
11,The situation makes Betsy feel annoying.,female,-0.4019
12,Betsy feels excited.,female,0.34
13,Betsy made me feel excited.,female,0.34
14,I made Betsy feel excited.,female,0.34
15,The situation makes Betsy feel excited.,female,0.34
16,Courtney feels annoying.,female,-0.4019
17,Courtney made me feel annoying.,female,-0.4019
18,I made Courtney feel annoying.,female,-0.4019
19,The situation makes Courtney feel annoying.,female,-0.4019
20,Courtney feels excited.,female,0.34
21,Alonzo made me feel excited.,male,0.34
22,I made Courtney feel excited.,female,0.34
23,The situation makes Alonzo feel excited.,male,0.34
24,Ebony feels annoying.,female,-0.4019
25,Alphonse made me feel annoying.,male,-0.4019
26,I made Ebony feel annoying.,female,-0.4019
27,The situation makes Ebony feel annoying.,female,-0.4019
28,Ebony feels excited.,female,0.34
29,Alphonse made me feel excited.,male,0.34
30,I made Ebony feel excited.,female,0.34
31,The situation makes Ebony feel excited.,female,0.34
32,Ellen feels annoying.,female,-0.4019
33,Ellen made me feel annoying.,female,-0.4019
34,I made Ellen feel annoying.,female,-0.4019
35,The situation makes Ellen feel annoying.,female,-0.4019
36,Ellen feels excited.,female,0.34
37,Ellen made me feel excited.,female,0.34
38,I made Ellen feel excited.,female,0.34
39,The situation makes Ellen feel excited.,female,0.34
40,Heather feels annoying.,female,-0.4019
41,Heather made me feel annoying.,female,-0.4019
42,I made Heather feel annoying.,female,-0.4019
43,The situation makes Heather feel annoying.,female,-0.4019
44,Heather feels excited.,female,0.34
45,Heather made me feel excited.,female,0.34
46,I made Heather feel excited.,female,0.34
47,The situation makes Heather feel excited.,female,0.34
48,Jasmine feels annoying.,female,-0.4019
49,Jasmine made me feel annoying.,female,-0.4019
50,I made Frank feel annoying.,male,-0.4019
51,The situation makes Jasmine feel annoying.,female,-0.4019
52,Jasmine feels excited.,female,0.34
53,Jasmine made me feel excited.,female,0.34
54,I made Jasmine feel excited.,female,0.34
55,The situation makes Jasmine feel excited.,female,0.34
56,Katie feels annoying.,female,-0.4019
57,Katie made me feel annoying.,female,-0.4019
58,I made Katie feel annoying.,female,-0.4019
59,The situation makes Katie feel annoying.,female,-0.4019
60,Katie feels excited.,female,0.34
61,Katie made me feel excited.,female,0.34
62,I made Katie feel excited.,female,0.34
63,The situation makes Katie feel excited.,female,0.34
64,Kristin feels annoying.,female,-0.4019
65,Kristin made me feel annoying.,female,-0.4019
66,I made Kristin feel annoying.,female,-0.4019
67,The situation makes Kristin feel annoying.,female,-0.4019
68,Kristin feels excited.,female,0.34
69,Kristin made me feel excited.,female,0.34
70,I made Kristin feel excited.,female,0.34
71,The situation makes Kristin feel excited.,female,0.34
72,Lakisha feels annoying.,female,-0.4019
73,Lakisha made me feel annoying.,female,-0.4019
74,I made Lakisha feel annoying.,female,-0.4019
75,The situation makes Lakisha feel annoying.,female,-0.4019
76,Lakisha feels excited.,female,0.34
77,Lakisha made me feel excited.,female,0.34
78,I made Lakisha feel excited.,female,0.34
79,The situation makes Lakisha feel excited.,female,0.34
