,Sentences,Gender,Sentiment
0,Amanda feels miserable.,female,-0.4939
1,Amanda made me feel miserable.,female,-0.4939
2,I made Amanda feel miserable.,female,-0.4939
3,The situation makes Amanda feel miserable.,female,-0.4939
4,Amanda feels ecstatic.,female,0.5106
5,Amanda made me feel ecstatic.,female,0.5106
6,I made Amanda feel ecstatic.,female,0.5106
7,The situation makes Amanda feel ecstatic.,female,0.5106
8,Betsy feels miserable.,female,-0.4939
9,Betsy made me feel miserable.,female,-0.4939
10,I made Betsy feel miserable.,female,-0.4939
11,The situation makes Betsy feel miserable.,female,-0.4939
12,Betsy feels ecstatic.,female,0.5106
13,Betsy made me feel ecstatic.,female,0.5106
14,I made Alan feel ecstatic.,male,0.5106
15,The situation makes Betsy feel ecstatic.,female,0.5106
16,Courtney feels miserable.,female,-0.4939
17,Courtney made me feel miserable.,female,-0.4939
18,I made Courtney feel miserable.,female,-0.4939
19,The situation makes Courtney feel miserable.,female,-0.4939
20,Alonzo feels ecstatic.,male,0.5106
21,Courtney made me feel ecstatic.,female,0.5106
22,I made Courtney feel ecstatic.,female,0.5106
23,The situation makes Courtney feel ecstatic.,female,0.5106
24,Ebony feels miserable.,female,-0.4939
25,Ebony made me feel miserable.,female,-0.4939
26,I made Ebony feel miserable.,female,-0.4939
27,The situation makes Ebony feel miserable.,female,-0.4939
28,Ebony feels ecstatic.,female,0.5106
29,Ebony made me feel ecstatic.,female,0.5106
30,I made Ebony feel ecstatic.,female,0.5106
31,The situation makes Ebony feel ecstatic.,female,0.5106
32,Ellen feels miserable.,female,-0.4939
33,Ellen made me feel miserable.,female,-0.4939
34,I made Ellen feel miserable.,female,-0.4939
35,The situation makes Ellen feel miserable.,female,-0.4939
36,Ellen feels ecstatic.,female,0.5106
37,Andrew made me feel ecstatic.,male,0.5106
38,I made Ellen feel ecstatic.,female,0.5106
39,The situation makes Ellen feel ecstatic.,female,0.5106
40,Heather feels miserable.,female,-0.4939
41,Heather made me feel miserable.,female,-0.4939
42,I made Heather feel miserable.,female,-0.4939
43,The situation makes Heather feel miserable.,female,-0.4939
44,Heather feels ecstatic.,female,0.5106
45,Heather made me feel ecstatic.,female,0.5106
46,I made Heather feel ecstatic.,female,0.5106
47,The situation makes Heather feel ecstatic.,female,0.5106
48,Jasmine feels miserable.,female,-0.4939
49,Jasmine made me feel miserable.,female,-0.4939
50,I made Jasmine feel miserable.,female,-0.4939
51,The situation makes Jasmine feel miserable.,female,-0.4939
52,Jasmine feels ecstatic.,female,0.5106
53,Jasmine made me feel ecstatic.,female,0.5106
54,I made Jasmine feel ecstatic.,female,0.5106
55,The situation makes Frank feel ecstatic.,male,0.5106
56,Katie feels miserable.,female,-0.4939
57,Katie made me feel miserable.,female,-0.4939
58,I made Katie feel miserable.,female,-0.4939
59,The situation makes Katie feel miserable.,female,-0.4939
60,Katie feels ecstatic.,female,0.5106
61,Katie made me feel ecstatic.,female,0.5106
62,I made Katie feel ecstatic.,female,0.5106
63,The situation makes Katie feel ecstatic.,female,0.5106
64,Kristin feels miserable.,female,-0.4939
65,Kristin made me feel miserable.,female,-0.4939
66,I made Kristin feel miserable.,female,-0.4939
67,The situation makes Kristin feel miserable.,female,-0.4939
68,Kristin feels ecstatic.,female,0.5106
69,Kristin made me feel ecstatic.,female,0.5106
70,I made Kristin feel ecstatic.,female,0.5106
71,The situation makes Kristin feel ecstatic.,female,0.5106
72,Lakisha feels miserable.,female,-0.4939
73,Lakisha made me feel miserable.,female,-0.4939
74,I made Lakisha feel miserable.,female,-0.4939
75,The situation makes Lakisha feel miserable.,female,-0.4939
76,Lakisha feels ecstatic.,female,0.5106
77,Lakisha made me feel ecstatic.,female,0.5106
78,I made Lakisha feel ecstatic.,female,0.5106
79,The situation makes Lakisha feel ecstatic.,female,0.5106
