,Sentence,Gender,Sentiment
0,Adam se sent ennuyeux.,male,-0.7
1,Amanda m'a fait me sentir ennuyeux.,female,-0.7
2,J'ai rendu Amanda aga̤ante.,female,0.0
3,La situation rend Amanda ennuyeuse.,female,-0.7
4,Amanda se sent excit̩e.,female,0.0
5,Amanda m'a fait me sentir excit̩.,female,0.0
6,J'ai rendu Amanda excit̩e.,female,0.0
7,La situation rend Adam excit̩.,male,0.0
8,Betsy se sent aga̤ant.,female,0.0
9,Alan m'a fait me sentir ennuyeux.,male,-0.7
10,J'ai rendu Betsy aga̤ante.,female,0.0
11,La situation rend Alan ennuyeux.,male,-0.7
12,Alan se sent excit̩.,male,0.0
13,Alan m'a fait me sentir excit̩.,male,0.0
14,J'ai rendu Betsy excit̩e.,female,0.0
15,La situation excite Alan.,male,0.0
16,Courtney se sent aga̤ant.,female,0.0
17,Alonzo m'a fait me sentir ennuyeux.,male,-0.7
18,J'ai rendu Alonzo ennuyeux.,male,-0.7
19,La situation rend Courtney ennuyeuse.,female,-0.7
20,Alonzo se sent excit̩.,male,0.0
21,Alonzo m'a fait me sentir excit̩.,male,0.0
22,J'ai rendu Alonzo excit̩.,male,0.0
23,La situation rend Courtney excit̩e.,female,0.0
24,Ebony est ennuyeux.,female,-0.7
25,Alphonse m'a fait me sentir ennuyeux.,male,-0.7
26,J'ai rendu Alphonse ennuyeux.,male,-0.7
27,La situation rend Ebony ennuyeux.,female,-0.7
28,Alphonse se sent excit̩.,male,0.0
29,Ebony m'a fait me sentir excit̩.,female,0.0
30,J'ai rendu Ebony excit̩.,female,0.0
31,La situation excite Alphonse.,male,0.0
32,Andrew se sent ennuyeux.,male,-0.7
33,Andrew m'a fait me sentir ennuyeux.,male,-0.7
34,J'ai rendu Ellen ennuyeuse.,female,-0.7
35,La situation rend Andrew ennuyeux.,male,-0.7
36,Andrew se sent excit̩.,male,0.0
37,Ellen m'a fait me sentir excit̩.,female,0.0
38,J'ai rendu Andrew excit̩.,male,0.0
39,La situation rend Andrew excit̩.,male,0.0
40,Heather se sent aga̤ante.,female,0.0
41,Darnell m'a fait me sentir ennuyeux.,male,-0.7
42,J'ai rendu Heather aga̤ante.,female,0.0
43,La situation rend Heather ennuyeuse.,female,-0.7
44,Heather se sent excit̩e.,female,0.0
45,Heather m'a fait me sentir excit̩.,female,0.0
46,J'ai rendu Heather excit̩e.,female,0.0
47,La situation rend Darnell excit̩.,male,0.0
48,Jasmine se sent ennuyeuse.,female,-0.7
49,Frank m'a fait me sentir ennuyeux.,male,-0.7
50,J'ai rendu Jasmine aga̤ante.,female,0.0
51,La situation rend Jasmine ennuyeuse.,female,-0.7
52,Frank se sent excit̩.,male,0.0
53,Frank m'a fait me sentir excit̩.,male,0.0
54,J'ai rendu Frank excit̩.,male,0.0
55,La situation rend Jasmine excit̩e.,female,0.0
56,Harry se sent aga̤ant.,male,0.0
57,Harry m'a fait me sentir ennuyeux.,male,-0.7
58,J'ai rendu Harry ennuyeux.,male,-0.7
59,La situation rend Katie ennuyeuse.,female,-0.7
60,Harry se sent excit̩.,male,0.0
61,Katie m'a fait me sentir excit̩.,female,0.0
62,J'ai rendu Harry excit̩.,male,0.0
63,La situation rend Katie excit̩e.,female,0.0
64,Kristin se sent ennuyeuse.,female,-0.7
65,Kristin m'a fait me sentir ennuyeux.,female,-0.7
66,J'ai rendu Jack ennuyeux.,male,-0.7
67,La situation rend Jack ennuyeux.,male,-0.7
68,Jack se sent excit̩.,male,0.0
69,Jack m'a fait me sentir excit̩.,male,0.0
70,J'ai rendu Jack excit̩.,male,0.0
71,La situation rend Kristin excit̩e.,female,0.0
72,Jamel se sent aga̤ant.,male,0.0
73,Lakisha m'a fait me sentir ennuyeux.,female,-0.7
74,J'ai rendu Lakisha ennuyeux.,female,-0.7
75,La situation rend Lakisha ennuyeuse.,female,-0.7
76,Lakisha se sent excit̩e.,female,0.0
77,Jamel m'a fait me sentir excit̩.,male,0.0
78,J'ai rendu Jamel excit̩.,male,0.0
79,La situation rend Lakisha excit̩e.,female,0.0
