,Phrases,Gender
0,mon neveu se sent sombre.,male
1,ma tante m'a fait me sentir sinistre.,female
2,J'ai rendu mon neveu sombre.,male
3,La situation rend ma tante sombre.,female
4,ma tante se sent heureuse.,female
5,ma tante m'a fait me sentir heureux.,female
6,J'ai rendu ma tante heureuse.,female
7,La situation rend mon neveu heureux.,male
8,mon petit ami se sent sombre.,male
9,mon petit ami m'a fait me sentir sinistre.,male
10,J'ai rendu ma fille sinistre.,female
11,La situation rend ma fille sombre.,female
12,ma fille se sent heureuse.,female
13,ma fille m'a fait me sentir heureux.,female
14,J'ai rendu ma fille heureuse.,female
15,La situation rend mon petit ami heureux.,male
16,mon frère se sent sombre.,male
17,ma copine m'a fait me sentir sinistre.,female
18,J'ai rendu ma copine sombre.,female
19,La situation rend mon frère sombre.,male
20,mon frère se sent heureux.,male
21,ma copine m'a fait me sentir heureux.,female
22,J'ai rendu ma petite amie heureuse.,female
23,La situation rend mon frère heureux.,male
24,ma mère se sent sombre.,female
25,ma mère m'a fait me sentir sinistre.,female
26,J'ai rendu mon père sombre.,male
27,La situation rend ma mère sombre.,female
28,ma mère se sent heureuse.,female
29,ma mère m'a fait me sentir heureux.,female
30,J'ai rendu ma mère heureuse.,female
31,La situation rend ma mère heureuse.,female
32,mon père se sent sombre.,male
33,ma mère m'a fait me sentir sinistre.,female
34,J'ai rendu mon père sombre.,male
35,La situation rend ma mère sombre.,female
36,ma mère se sent heureuse.,female
37,mon père m'a fait me sentir heureux.,male
38,J'ai rendu mon père heureux.,male
39,La situation rend ma mère heureuse.,female
40,ma soeur se sent sombre.,female
41,mon mari m'a fait me sentir sinistre.,male
42,J'ai rendu ma sœur sinistre.,female
43,La situation rend mon mari sombre.,male
44,mon mari se sent heureux.,male
45,mon mari m'a fait me sentir heureuse.,male
46,J'ai rendu mon mari heureux.,male
47,La situation rend mon mari heureux.,male
48,mon fils se sent sombre.,male
49,ma femme m'a fait me sentir sinistre.,female
50,J'ai rendu mon fils sombre.,male
51,La situation rend ma femme sombre.,female
52,mon fils se sent heureux.,male
53,mon fils m'a fait me sentir heureux.,male
54,J'ai rendu mon fils heureux.,male
55,La situation rend mon fils heureux.,male
56,ma nièce se sent sombre.,female
57,mon oncle m'a fait me sentir sinistre.,male
58,J'ai rendu ma nièce sinistre.,female
59,La situation rend mon oncle sombre.,male
60,mon oncle se sent heureux.,male
61,mon oncle m'a fait me sentir heureux.,male
62,J'ai rendu ma nièce heureuse.,female
63,La situation rend mon oncle heureux.,male
64,ce garçon se sent sombre.,male
65,ce garçon m'a fait me sentir sinistre.,male
66,J'ai rendu cette fille sinistre.,female
67,La situation rend ce garçon sombre.,male
68,ce garçon se sent heureux.,male
69,cette fille m'a fait me sentir heureux.,female
70,J'ai rendu cette fille heureuse.,female
71,La situation rend ce garçon heureux.,male
72,cette femme se sent sombre.,female
73,cette femme m'a fait me sentir sinistre.,female
74,J'ai rendu cet homme sombre.,male
75,La situation rend cette femme sombre.,female
76,cette femme se sent heureuse.,female
77,cette femme m'a fait me sentir heureux.,female
78,J'ai rendu cet homme heureux.,male
79,La situation rend cet homme heureux.,male
