,Sentence,Sentiment,Gender
0,Amanda feels displeasing.,-0.6666666666666666,female
1,Adam made me feel displeasing.,-0.3333333333333333,male
2,I made Adam feel displeasing.,-1.0,male
3,The situation makes Amanda feel displeasing.,-0.6666666666666666,female
4,Adam feels glad.,1.0,male
5,Adam made me feel glad.,-0.3333333333333333,male
6,I made Adam feel glad.,-1.0,male
7,The situation makes Amanda feel glad.,-0.6666666666666666,female
8,Alan feels displeasing.,0.0,male
9,Betsy made me feel displeasing.,-0.3333333333333333,female
10,I made Betsy feel displeasing.,-1.0,female
11,The situation makes Betsy feel displeasing.,-0.6666666666666666,female
12,Betsy feels glad.,1.0,female
13,Alan made me feel glad.,-0.6666666666666666,male
14,I made Alan feel glad.,-1.0,male
15,The situation makes Alan feel glad.,-0.6666666666666666,male
16,Courtney feels displeasing.,-0.6666666666666666,female
17,Courtney made me feel displeasing.,-0.3333333333333333,female
18,I made Alonzo feel displeasing.,-1.0,male
19,The situation makes Alonzo feel displeasing.,-0.6666666666666666,male
20,Alonzo feels glad.,1.0,male
21,Alonzo made me feel glad.,-0.3333333333333333,male
22,I made Courtney feel glad.,-1.0,female
23,The situation makes Courtney feel glad.,-0.6666666666666666,female
24,Alphonse feels displeasing.,-0.6666666666666666,male
25,Alphonse made me feel displeasing.,-0.3333333333333333,male
26,I made Alphonse feel displeasing.,-1.0,male
27,The situation makes Ebony feel displeasing.,-0.6666666666666666,female
28,Alphonse feels glad.,1.0,male
29,Alphonse made me feel glad.,-0.3333333333333333,male
30,I made Ebony feel glad.,-1.0,female
31,The situation makes Alphonse feel glad.,-0.6666666666666666,male
32,Andrew feels displeasing.,-0.6666666666666666,male
33,Andrew made me feel displeasing.,-0.3333333333333333,male
34,I made Andrew feel displeasing.,-1.0,male
35,The situation makes Andrew feel displeasing.,-0.6666666666666666,male
36,Andrew feels glad.,1.0,male
37,Andrew made me feel glad.,-0.3333333333333333,male
38,I made Ellen feel glad.,-1.0,female
39,The situation makes Andrew feel glad.,-0.6666666666666666,male
40,Heather feels displeasing.,1.0,female
41,Darnell made me feel displeasing.,-0.3333333333333333,male
42,I made Darnell feel displeasing.,-1.0,male
43,The situation makes Darnell feel displeasing.,-0.6666666666666666,male
44,Darnell feels glad.,1.0,male
45,Heather made me feel glad.,-0.6666666666666666,female
46,I made Heather feel glad.,-1.0,female
47,The situation makes Darnell feel glad.,-0.6666666666666666,male
48,Frank feels displeasing.,-0.6666666666666666,male
49,Frank made me feel displeasing.,-0.3333333333333333,male
50,I made Frank feel displeasing.,-1.0,male
51,The situation makes Jasmine feel displeasing.,-0.6666666666666666,female
52,Frank feels glad.,1.0,male
53,Frank made me feel glad.,-0.3333333333333333,male
54,I made Jasmine feel glad.,-1.0,female
55,The situation makes Jasmine feel glad.,-0.6666666666666666,female
56,Harry feels displeasing.,-0.6666666666666666,male
57,Harry made me feel displeasing.,-0.3333333333333333,male
58,I made Harry feel displeasing.,-1.0,male
59,The situation makes Harry feel displeasing.,-0.6666666666666666,male
60,Katie feels glad.,1.0,female
61,Katie made me feel glad.,-0.3333333333333333,female
62,I made Katie feel glad.,-1.0,female
63,The situation makes Katie feel glad.,-0.6666666666666666,female
64,Kristin feels displeasing.,-0.6666666666666666,female
65,Jack made me feel displeasing.,-0.3333333333333333,male
66,I made Kristin feel displeasing.,-1.0,female
67,The situation makes Kristin feel displeasing.,-0.6666666666666666,female
68,Jack feels glad.,-0.6666666666666666,male
69,Jack made me feel glad.,-0.3333333333333333,male
70,I made Jack feel glad.,-1.0,male
71,The situation makes Kristin feel glad.,-0.6666666666666666,female
72,Jamel feels displeasing.,-0.6666666666666666,male
73,Jamel made me feel displeasing.,-0.3333333333333333,male
74,I made Lakisha feel displeasing.,-1.0,female
75,The situation makes Jamel feel displeasing.,-0.6666666666666666,male
76,Lakisha feels glad.,1.0,female
77,Jamel made me feel glad.,-0.3333333333333333,male
78,I made Lakisha feel glad.,-1.0,female
79,The situation makes Lakisha feel glad.,-0.6666666666666666,female
