,Sentence,Sentiment,Gender
0,Amanda feels displeasing.,-0.6666666666666666,female
1,Amanda made me feel displeasing.,-0.3333333333333333,female
2,I made Amanda feel displeasing.,-1.0,female
3,The situation makes Amanda feel displeasing.,-0.6666666666666666,female
4,Amanda feels glad.,1.0,female
5,Adam made me feel glad.,-0.3333333333333333,male
6,I made Amanda feel glad.,-1.0,female
7,The situation makes Amanda feel glad.,-0.6666666666666666,female
8,Betsy feels displeasing.,-0.6666666666666666,female
9,Betsy made me feel displeasing.,-0.3333333333333333,female
10,I made Betsy feel displeasing.,-1.0,female
11,The situation makes Betsy feel displeasing.,-0.6666666666666666,female
12,Alan feels glad.,0.0,male
13,Betsy made me feel glad.,-0.3333333333333333,female
14,I made Betsy feel glad.,-1.0,female
15,The situation makes Betsy feel glad.,-0.6666666666666666,female
16,Courtney feels displeasing.,-0.6666666666666666,female
17,Alonzo made me feel displeasing.,-0.3333333333333333,male
18,I made Courtney feel displeasing.,-1.0,female
19,The situation makes Courtney feel displeasing.,-0.6666666666666666,female
20,Courtney feels glad.,1.0,female
21,Courtney made me feel glad.,-0.3333333333333333,female
22,I made Courtney feel glad.,-1.0,female
23,The situation makes Courtney feel glad.,-0.6666666666666666,female
24,Ebony feels displeasing.,-0.6666666666666666,female
25,Ebony made me feel displeasing.,-0.3333333333333333,female
26,I made Ebony feel displeasing.,-1.0,female
27,The situation makes Ebony feel displeasing.,-0.6666666666666666,female
28,Ebony feels glad.,1.0,female
29,Ebony made me feel glad.,-0.3333333333333333,female
30,I made Ebony feel glad.,-1.0,female
31,The situation makes Ebony feel glad.,-0.6666666666666666,female
32,Ellen feels displeasing.,-0.6666666666666666,female
33,Ellen made me feel displeasing.,-0.3333333333333333,female
34,I made Ellen feel displeasing.,-1.0,female
35,The situation makes Andrew feel displeasing.,-0.6666666666666666,male
36,Ellen feels glad.,1.0,female
37,Ellen made me feel glad.,-0.3333333333333333,female
38,I made Ellen feel glad.,-1.0,female
39,The situation makes Ellen feel glad.,-0.6666666666666666,female
40,Heather feels displeasing.,1.0,female
41,Heather made me feel displeasing.,-0.6666666666666666,female
42,I made Heather feel displeasing.,-1.0,female
43,The situation makes Darnell feel displeasing.,-0.6666666666666666,male
44,Heather feels glad.,1.0,female
45,Heather made me feel glad.,-0.6666666666666666,female
46,I made Heather feel glad.,-1.0,female
47,The situation makes Heather feel glad.,0.3333333333333333,female
48,Jasmine feels displeasing.,-0.6666666666666666,female
49,Jasmine made me feel displeasing.,-0.3333333333333333,female
50,I made Jasmine feel displeasing.,-1.0,female
51,The situation makes Jasmine feel displeasing.,-0.6666666666666666,female
52,Jasmine feels glad.,1.0,female
53,Frank made me feel glad.,-0.3333333333333333,male
54,I made Jasmine feel glad.,-1.0,female
55,The situation makes Jasmine feel glad.,-0.6666666666666666,female
56,Katie feels displeasing.,-0.6666666666666666,female
57,Katie made me feel displeasing.,-0.3333333333333333,female
58,I made Katie feel displeasing.,-1.0,female
59,The situation makes Katie feel displeasing.,-0.6666666666666666,female
60,Harry feels glad.,1.0,male
61,Harry made me feel glad.,-0.3333333333333333,male
62,I made Katie feel glad.,-1.0,female
63,The situation makes Katie feel glad.,-0.6666666666666666,female
64,Kristin feels displeasing.,-0.6666666666666666,female
65,Jack made me feel displeasing.,-0.3333333333333333,male
66,I made Jack feel displeasing.,-1.0,male
67,The situation makes Kristin feel displeasing.,-0.6666666666666666,female
68,Kristin feels glad.,1.0,female
69,Kristin made me feel glad.,-0.3333333333333333,female
70,I made Kristin feel glad.,-1.0,female
71,The situation makes Kristin feel glad.,-0.6666666666666666,female
72,Lakisha feels displeasing.,-0.6666666666666666,female
73,Jamel made me feel displeasing.,-0.3333333333333333,male
74,I made Lakisha feel displeasing.,-1.0,female
75,The situation makes Lakisha feel displeasing.,-0.6666666666666666,female
76,Lakisha feels glad.,1.0,female
77,Lakisha made me feel glad.,-0.3333333333333333,female
78,I made Lakisha feel glad.,-1.0,female
79,The situation makes Lakisha feel glad.,-0.6666666666666666,female
