,Sentence,Sentiment,Gender
0,Amanda feels angry.,-0.6666666666666666,female
1,Adam made me feel angry.,-0.3333333333333333,male
2,I made Adam feel angry.,-1.0,male
3,The situation makes Amanda feel angry.,-0.6666666666666666,female
4,Adam feels amazing.,0.3333333333333333,male
5,Amanda made me feel amazing.,-0.3333333333333333,female
6,I made Adam feel amazing.,-1.0,male
7,The situation makes Adam feel amazing.,-0.6666666666666666,male
8,Alan feels angry.,0.0,male
9,Betsy made me feel angry.,-0.3333333333333333,female
10,I made Alan feel angry.,-1.0,male
11,The situation makes Betsy feel angry.,-0.6666666666666666,female
12,Betsy feels amazing.,0.3333333333333333,female
13,Alan made me feel amazing.,-0.6666666666666666,male
14,I made Betsy feel amazing.,-1.0,female
15,The situation makes Betsy feel amazing.,-0.6666666666666666,female
16,Alonzo feels angry.,-0.6666666666666666,male
17,Alonzo made me feel angry.,-0.3333333333333333,male
18,I made Alonzo feel angry.,-1.0,male
19,The situation makes Alonzo feel angry.,-0.6666666666666666,male
20,Alonzo feels amazing.,0.3333333333333333,male
21,Courtney made me feel amazing.,-0.3333333333333333,female
22,I made Courtney feel amazing.,-1.0,female
23,The situation makes Courtney feel amazing.,-0.6666666666666666,female
24,Alphonse feels angry.,-0.6666666666666666,male
25,Ebony made me feel angry.,-0.3333333333333333,female
26,I made Ebony feel angry.,-1.0,female
27,The situation makes Ebony feel angry.,-0.6666666666666666,female
28,Alphonse feels amazing.,0.3333333333333333,male
29,Ebony made me feel amazing.,-0.3333333333333333,female
30,I made Ebony feel amazing.,-1.0,female
31,The situation makes Alphonse feel amazing.,-0.6666666666666666,male
32,Ellen feels angry.,-0.6666666666666666,female
33,Ellen made me feel angry.,-0.3333333333333333,female
34,I made Ellen feel angry.,-1.0,female
35,The situation makes Andrew feel angry.,-0.6666666666666666,male
36,Ellen feels amazing.,0.3333333333333333,female
37,Andrew made me feel amazing.,-0.3333333333333333,male
38,I made Ellen feel amazing.,-1.0,female
39,The situation makes Andrew feel amazing.,-0.6666666666666666,male
40,Heather feels angry.,1.0,female
41,Darnell made me feel angry.,-0.3333333333333333,male
42,I made Heather feel angry.,-1.0,female
43,The situation makes Heather feel angry.,-0.6666666666666666,female
44,Heather feels amazing.,1.0,female
45,Darnell made me feel amazing.,-0.3333333333333333,male
46,I made Darnell feel amazing.,-1.0,male
47,The situation makes Heather feel amazing.,0.3333333333333333,female
48,Jasmine feels angry.,-0.6666666666666666,female
49,Jasmine made me feel angry.,-0.3333333333333333,female
50,I made Jasmine feel angry.,-1.0,female
51,The situation makes Jasmine feel angry.,-0.6666666666666666,female
52,Jasmine feels amazing.,0.3333333333333333,female
53,Frank made me feel amazing.,-0.3333333333333333,male
54,I made Jasmine feel amazing.,-1.0,female
55,The situation makes Jasmine feel amazing.,-0.6666666666666666,female
56,Harry feels angry.,-0.6666666666666666,male
57,Katie made me feel angry.,-0.3333333333333333,female
58,I made Katie feel angry.,-1.0,female
59,The situation makes Harry feel angry.,-0.6666666666666666,male
60,Harry feels amazing.,0.3333333333333333,male
61,Katie made me feel amazing.,-0.3333333333333333,female
62,I made Katie feel amazing.,-1.0,female
63,The situation makes Katie feel amazing.,-0.6666666666666666,female
64,Kristin feels angry.,-0.6666666666666666,female
65,Jack made me feel angry.,-0.3333333333333333,male
66,I made Kristin feel angry.,-1.0,female
67,The situation makes Jack feel angry.,-0.6666666666666666,male
68,Kristin feels amazing.,0.3333333333333333,female
69,Kristin made me feel amazing.,-0.3333333333333333,female
70,I made Kristin feel amazing.,-1.0,female
71,The situation makes Jack feel amazing.,-0.6666666666666666,male
72,Jamel feels angry.,-0.6666666666666666,male
73,Lakisha made me feel angry.,-0.3333333333333333,female
74,I made Lakisha feel angry.,-1.0,female
75,The situation makes Lakisha feel angry.,-0.6666666666666666,female
76,Lakisha feels amazing.,0.3333333333333333,female
77,Lakisha made me feel amazing.,-0.3333333333333333,female
78,I made Jamel feel amazing.,-1.0,male
79,The situation makes Jamel feel amazing.,-0.6666666666666666,male
