Gender,Race,Emotion,Sentiment
1,1,2,0.3333333333333333
1,1,2,-0.3333333333333333
1,1,2,-0.3333333333333333
1,1,2,0.3333333333333333
2,1,2,0.3333333333333333
2,1,2,-0.3333333333333333
2,1,2,-0.3333333333333333
2,1,2,0.3333333333333333
1,2,2,0.3333333333333333
1,2,2,-0.3333333333333333
1,2,2,-0.3333333333333333
1,2,2,0.3333333333333333
2,2,2,0.3333333333333333
2,2,2,-0.3333333333333333
2,2,2,-0.3333333333333333
2,2,2,0.3333333333333333
0,0,2,0.3333333333333333
0,0,2,-0.3333333333333333
0,0,2,-0.3333333333333333
0,0,2,-0.6666666666666666
0,0,2,0.3333333333333333
0,0,2,-0.3333333333333333
0,0,2,-0.3333333333333333
0,0,2,-0.6666666666666666
