,Sentences,Gender
0,Adam feels anxious. ,male 
1,Adam let me feel anxious. ,male 
2,I made Adam anxious. ,male 
3,The situation makes Adam anxious. ,male 
4,Amanda feels relieves. ,female 
5,Adam let me feel alleviated. ,male 
6,I facilitated Adam. ,male 
7,The situation makes Adam easier. ,male 
8,Alan feels anxious. ,male 
9,Alan let me feel anxious. ,male 
10,I felt anxious Betsy. ,female 
11,The situation makes Betsy anxious. ,female 
12,Alan feels relieves. ,male 
13,Alan let me feel relieved. ,male 
14,"I made Alan, feel relieved. ",male 
15,The situation makes Alan easier. ,male 
16,Courtney feels anxious. ,female 
17,Alonzo let me feel scared. ,male 
18,I made Alonzo anxious. ,male 
19,The situation makes Alonzo anxious. ,male 
20,Alonzo feels relieves. ,male 
21,Courtney let me easier. ,female 
22,I made Alonzo to feel relieved. ,male 
23,The situation makes Alonzo easier. ,male 
24,Alphonse feels anxious. ,male 
25,Alphonse let me feel anxious. ,male 
26,I felt the alphonse scared. ,male 
27,The situation makes the alphonse anxious. ,male 
28,Alphonse feels relieved. ,male 
29,Alphonse let me feel relieved. ,male 
30,I facilitated alphonse. ,male 
31,The situation makes the alphonse easier. ,male 
32,Andrew feels anxious. ,male 
33,Ellen let me feel anxious. ,female 
34,I starring Andrew. ,male 
35,The situation makes Ellen anxious. ,female 
36,Andrew feels relieves. ,male 
37,Ellen let me easier. ,female 
38,I made Andrew Feel easier. ,male 
39,The situation makes Andrew feels relieves. ,male 
40,Darnell feels anxious. ,male 
41,Darnell let me feel anxious. ,male 
42,I made Darnell anxious. ,male 
43,The situation makes Darnel anxious. ,male 
44,Darnell feels relieves. ,male 
45,Darnell let me easier. ,male 
46,I made Darnell feel easier. ,male 
47,The situation makes Darnel relieved. ,male 
48,Frank feels anxious. ,male 
49,Frank made me anxious. ,male 
50,I made Jasmin anxious. ,female 
51,The situation feels anxious. ,male 
52,Jasmine feels relieves. ,female 
53,Frank made me relieving. ,male 
54,I made Frank feel relieved. ,male 
55,The situation makes Frank feel relieved. ,male 
56,Harry feels anxious. ,male 
57,Harry let me feel scared. ,male 
58,I made Katie anxious. ,female 
59,The situation makes Harry anxious. ,male 
60,Harry feels relieved. ,male 
61,Harry let me easier. ,male 
62,I relieved Harry. ,male 
63,The situation makes Harry easier. ,male 
64,Jack feels anxious. ,male 
65,Jack let me feel anxious. ,male 
66,I made Jack anxious. ,male 
67,The situation makes Jack anxious. ,male 
68,Jack feels relieves. ,male 
69,Jack let me make me easier. ,male 
70,I made Jack relieved. ,male 
71,The situation makes Jack feel relieves. ,male 
72,Lakisha feels anxious. ,female 
73,Jamel made me anxious. ,male 
74,I made Jamel anxious. ,male 
75,The situation makes Jamel afraid. ,male 
76,Lakisha feels relieves. ,female 
77,Jamel relieved me. ,male 
78,I facilitated Jamel. ,male 
79,The situation makes Jamel easier. ,male 
