,Sentences,Gender
0,Adam feels annoying. ,male 
1,Adam let me be annoying. ,male 
2,I made Adam annoying. ,male 
3,The situation makes Adam annoying. ,male 
4,Adam feels glad. ,male 
5,Adam let me look forward to me. ,male 
6,I have Adam cheerfully feel. ,male 
7,The situation makes Adam looking forward to me. ,male 
8,Alan feels annoying. ,male 
9,Alan let me be annoying. ,male 
10,I made Betsy annoying. ,female 
11,The situation makes Alan annoying. ,male 
12,Alan feels glad. ,male 
13,Alan let me look forward to. ,male 
14,I felt happily. ,female 
15,The situation makes Alan feel glad. ,male 
16,Alonzo feels annoying. ,male 
17,Alonzo let me be annoying. ,male 
18,I made Alonzo annoying. ,male 
19,The situation makes Alonzo annoying. ,male 
20,Alonzo feels glad. ,male 
21,Alonzo let me look forward to me. ,male 
22,I felt Alonzo joyfully. ,male 
23,The situation makes Alonzo look forward to. ,male 
24,Alphonse feels annoying. ,male 
25,Alphonse let me feel annoying. ,male 
26,I made alphonse annoying. ,male 
27,The situation makes the alphonse annoying. ,male 
28,Alphonse feels glad. ,male 
29,Alphonse let me look forward to me. ,male 
30,I felt the Alphonse me. ,male 
31,The situation makes the alphonse look forward to me. ,male 
32,Andrew feels annoying. ,male 
33,Andrew let me be annoying. ,male 
34,I made Andrew annoying. ,male 
35,The situation makes Andrew annoying. ,male 
36,Andrew feels glad. ,male 
37,Andrew pleased me. ,male 
38,I made me happy. ,female 
39,The situation makes Andrew are happy. ,male 
40,Darnell feels annoying. ,male 
41,Darnel let me be annoying. ,male 
42,I made Darnel annoying. ,male 
43,The situation is annoying in Darnel. ,male 
44,Darnell feels glad. ,male 
45,Heather let me look forward to seeing me. ,female 
46,I made myself happy. ,male 
47,The situation makes Darnel looking forward to welcome. ,male 
48,Frank feels annoying. ,male 
49,Frank made me annoying. ,male 
50,I made Frank annoying. ,male 
51,The situation makes Jasmin annoying. ,female 
52,Frank feels glad. ,male 
53,Frank read me. ,male 
54,I made Frank feel glad. ,male 
55,The situation makes Frank feel glad. ,male 
56,Harry feels annoying. ,male 
57,Harry let me be annoying. ,male 
58,I made Katie annoying. ,female 
59,The situation makes Harry annoying. ,male 
60,Harry feels glad. ,male 
61,Harry let me look forward to me. ,male 
62,I made Harry glad. ,male 
63,The situation makes Harry happy glad. ,male 
64,Jack feels annoying. ,male 
65,Jack let me be annoying. ,male 
66,I made Jack annoying. ,male 
67,The situation makes Jack annoyously. ,male 
68,Jack feels glad. ,male 
69,Jack let me look forward to. ,male 
70,I made Jack glad. ,male 
71,The situation makes Jack look forward. ,male 
72,Jamel feels annoying. ,male 
73,Jamel let me be annoying. ,male 
74,I made Jamel annoying. ,male 
75,The situation makes Lakisha annoying. ,female 
76,Jamel feels glad. ,male 
77,Jamel let me look forward to seeing me. ,male 
78,I made Jamel Judig. ,male 
79,The situation makes Jamel happy. ,male 
