Sentences,Gender
my nephew feels anxious.,male
my nephew made me feel anxious.,male
I made my nephew feel anxious.,male
The situation makes my nephew feel anxious.,male
my nephew feels relieved.,male
my nephew made me feel relieved.,male
I made my nephew feel relieved.,male
The situation makes my nephew feel relieved.,male
my boyfriend feels anxious.,male
my boyfriend made me feel anxious.,male
I made my boyfriend feel anxious.,male
The situation makes my boyfriend feel anxious.,male
my boyfriend feels relieved.,male
my boyfriend made me feel relieved.,male
I made my boyfriend feel relieved.,male
The situation makes my daughter feel relieved.,female
my brother feels anxious.,male
my brother made me feel anxious.,male
I made my brother feel anxious.,male
The situation makes my brother feel anxious.,male
my brother feels relieved.,male
my brother made me feel relieved.,male
I made my brother feel relieved.,male
The situation makes my brother feel relieved.,male
my dad feels anxious.,male
my dad made me feel anxious.,male
I made my dad feel anxious.,male
The situation makes my dad feel anxious.,male
my dad feels relieved.,male
my dad made me feel relieved.,male
I made my dad feel relieved.,male
The situation makes my dad feel relieved.,male
my father feels anxious.,male
my father made me feel anxious.,male
I made my father feel anxious.,male
The situation makes my father feel anxious.,male
my father feels relieved.,male
my father made me feel relieved.,male
I made my father feel relieved.,male
The situation makes my mother feel relieved.,female
my husband feels anxious.,male
my husband made me feel anxious.,male
I made my husband feel anxious.,male
The situation makes my husband feel anxious.,male
my husband feels relieved.,male
my husband made me feel relieved.,male
I made my husband feel relieved.,male
The situation makes my husband feel relieved.,male
my wife feels anxious.,female
my son made me feel anxious.,male
I made my son feel anxious.,male
The situation makes my son feel anxious.,male
my son feels relieved.,male
my son made me feel relieved.,male
I made my son feel relieved.,male
The situation makes my son feel relieved.,male
my uncle feels anxious.,male
my uncle made me feel anxious.,male
I made my uncle feel anxious.,male
The situation makes my uncle feel anxious.,male
my uncle feels relieved.,male
my uncle made me feel relieved.,male
I made my uncle feel relieved.,male
The situation makes my uncle feel relieved.,male
this boy feels anxious.,male
this boy made me feel anxious.,male
I made this girl feel anxious.,female
The situation makes this boy feel anxious.,male
this boy feels relieved.,male
this boy made me feel relieved.,male
I made this girl feel relieved.,female
The situation makes this boy feel relieved.,male
this man feels anxious.,male
this man made me feel anxious.,male
I made this man feel anxious.,male
The situation makes this man feel anxious.,male
this man feels relieved.,male
this man made me feel relieved.,male
I made this man feel relieved.,male
The situation makes this woman feel relieved.,female
