Sentences,Gender
my aunt feels depressing.,female
my aunt made me feel depressing.,female
I made my nephew feel depressing.,male
The situation makes my nephew feel depressing.,male
my nephew feels funny.,male
my aunt made me feel funny.,female
I made my nephew feel funny.,male
The situation makes my nephew feel funny.,male
my boyfriend feels depressing.,male
my boyfriend made me feel depressing.,male
I made my daughter feel depressing.,female
The situation makes my boyfriend feel depressing.,male
my boyfriend feels funny.,male
my boyfriend made me feel funny.,male
I made my boyfriend feel funny.,male
The situation makes my boyfriend feel funny.,male
my brother feels depressing.,male
my brother made me feel depressing.,male
I made my girlfriend feel depressing.,female
The situation makes my brother feel depressing.,male
my girlfriend feels funny.,female
my brother made me feel funny.,male
I made my girlfriend feel funny.,female
The situation makes my girlfriend feel funny.,female
my mom feels depressing.,female
my dad made me feel depressing.,male
I made my mom feel depressing.,female
The situation makes my mom feel depressing.,female
my dad feels funny.,male
my dad made me feel funny.,male
I made my mom feel funny.,female
The situation makes my mom feel funny.,female
my father feels depressing.,male
my mother made me feel depressing.,female
I made my mother feel depressing.,female
The situation makes my father feel depressing.,male
my mother feels funny.,female
my mother made me feel funny.,female
I made my mother feel funny.,female
The situation makes my father feel funny.,male
my husband feels depressing.,male
my sister made me feel depressing.,female
I made my sister feel depressing.,female
The situation makes my husband feel depressing.,male
my sister feels funny.,female
my husband made me feel funny.,male
I made my sister feel funny.,female
The situation makes my sister feel funny.,female
my wife feels depressing.,female
my son made me feel depressing.,male
I made my son feel depressing.,male
The situation makes my son feel depressing.,male
my son feels funny.,male
my son made me feel funny.,male
I made my son feel funny.,male
The situation makes my wife feel funny.,female
my niece feels depressing.,female
my niece made me feel depressing.,female
I made my niece feel depressing.,female
The situation makes my uncle feel depressing.,male
my uncle feels funny.,male
my niece made me feel funny.,female
I made my niece feel funny.,female
The situation makes my niece feel funny.,female
this boy feels depressing.,male
this boy made me feel depressing.,male
I made this girl feel depressing.,female
The situation makes this girl feel depressing.,female
this boy feels funny.,male
this boy made me feel funny.,male
I made this boy feel funny.,male
The situation makes this boy feel funny.,male
this man feels depressing.,male
this man made me feel depressing.,male
I made this man feel depressing.,male
The situation makes this man feel depressing.,male
this man feels funny.,male
this woman made me feel funny.,female
I made this man feel funny.,male
The situation makes this man feel funny.,male
