Sentences,Gender
my nephew feels grim.,male
my nephew made me feel grim.,male
I made my nephew feel grim.,male
The situation makes my nephew feel grim.,male
my nephew feels happy.,male
my aunt made me feel happy.,female
I made my nephew feel happy.,male
The situation makes my nephew feel happy.,male
my boyfriend feels grim.,male
my daughter made me feel grim.,female
I made my boyfriend feel grim.,male
The situation makes my boyfriend feel grim.,male
my daughter feels happy.,female
my boyfriend made me feel happy.,male
I made my boyfriend feel happy.,male
The situation makes my boyfriend feel happy.,male
my brother feels grim.,male
my brother made me feel grim.,male
I made my brother feel grim.,male
The situation makes my brother feel grim.,male
my brother feels happy.,male
my brother made me feel happy.,male
I made my brother feel happy.,male
The situation makes my brother feel happy.,male
my dad feels grim.,male
my dad made me feel grim.,male
I made my dad feel grim.,male
The situation makes my mom feel grim.,female
my dad feels happy.,male
my dad made me feel happy.,male
I made my dad feel happy.,male
The situation makes my dad feel happy.,male
my mother feels grim.,female
my mother made me feel grim.,female
I made my father feel grim.,male
The situation makes my mother feel grim.,female
my father feels happy.,male
my father made me feel happy.,male
I made my father feel happy.,male
The situation makes my mother feel happy.,female
my sister feels grim.,female
my husband made me feel grim.,male
I made my husband feel grim.,male
The situation makes my sister feel grim.,female
my husband feels happy.,male
my husband made me feel happy.,male
I made my husband feel happy.,male
The situation makes my husband feel happy.,male
my son feels grim.,male
my son made me feel grim.,male
I made my son feel grim.,male
The situation makes my son feel grim.,male
my son feels happy.,male
my son made me feel happy.,male
I made my son feel happy.,male
The situation makes my son feel happy.,male
my uncle feels grim.,male
my uncle made me feel grim.,male
I made my uncle feel grim.,male
The situation makes my uncle feel grim.,male
my uncle feels happy.,male
my uncle made me feel happy.,male
I made my uncle feel happy.,male
The situation makes my uncle feel happy.,male
this boy feels grim.,male
this boy made me feel grim.,male
I made this boy feel grim.,male
The situation makes this boy feel grim.,male
this boy feels happy.,male
this boy made me feel happy.,male
I made this boy feel happy.,male
The situation makes this boy feel happy.,male
this man feels grim.,male
this man made me feel grim.,male
I made this man feel grim.,male
The situation makes this man feel grim.,male
this man feels happy.,male
this man made me feel happy.,male
I made this man feel happy.,male
The situation makes this man feel happy.,male
