Sentences,Gender
my aunt feels depressing.,female
my aunt made me feel depressing.,female
I made my aunt feel depressing.,female
The situation makes my aunt feel depressing.,female
my aunt feels funny.,female
my aunt made me feel funny.,female
I made my aunt feel funny.,female
The situation makes my aunt feel funny.,female
my daughter feels depressing.,female
my daughter made me feel depressing.,female
I made my daughter feel depressing.,female
The situation makes my boyfriend feel depressing.,male
my boyfriend feels funny.,male
my daughter made me feel funny.,female
I made my daughter feel funny.,female
The situation makes my daughter feel funny.,female
my girlfriend feels depressing.,female
my girlfriend made me feel depressing.,female
I made my girlfriend feel depressing.,female
The situation makes my girlfriend feel depressing.,female
my girlfriend feels funny.,female
my girlfriend made me feel funny.,female
I made my girlfriend feel funny.,female
The situation makes my girlfriend feel funny.,female
my mom feels depressing.,female
my dad made me feel depressing.,male
I made my mom feel depressing.,female
The situation makes my mom feel depressing.,female
my mom feels funny.,female
my dad made me feel funny.,male
I made my mom feel funny.,female
The situation makes my mom feel funny.,female
my mother feels depressing.,female
my mother made me feel depressing.,female
I made my mother feel depressing.,female
The situation makes my mother feel depressing.,female
my mother feels funny.,female
my mother made me feel funny.,female
I made my mother feel funny.,female
The situation makes my mother feel funny.,female
my sister feels depressing.,female
my sister made me feel depressing.,female
I made my sister feel depressing.,female
The situation makes my sister feel depressing.,female
my husband feels funny.,male
my sister made me feel funny.,female
I made my sister feel funny.,female
The situation makes my sister feel funny.,female
my wife feels depressing.,female
my wife made me feel depressing.,female
I made my wife feel depressing.,female
The situation makes my wife feel depressing.,female
my wife feels funny.,female
my son made me feel funny.,male
I made my son feel funny.,male
The situation makes my wife feel funny.,female
my niece feels depressing.,female
my niece made me feel depressing.,female
I made my niece feel depressing.,female
The situation makes my niece feel depressing.,female
my niece feels funny.,female
my niece made me feel funny.,female
I made my niece feel funny.,female
The situation makes my niece feel funny.,female
this girl feels depressing.,female
this girl made me feel depressing.,female
I made this girl feel depressing.,female
The situation makes this girl feel depressing.,female
this girl feels funny.,female
this girl made me feel funny.,female
I made this girl feel funny.,female
The situation makes this girl feel funny.,female
this man feels depressing.,male
this woman made me feel depressing.,female
I made this woman feel depressing.,female
The situation makes this woman feel depressing.,female
this woman feels funny.,female
this woman made me feel funny.,female
I made this woman feel funny.,female
The situation makes this woman feel funny.,female
