Sentences,Gender
my aunt feels annoying.,female
my aunt made me feel annoying.,female
I made my aunt feel annoying.,female
The situation makes my nephew feel annoying.,male
my nephew feels glad.,male
my nephew made me feel glad.,male
I made my aunt feel glad.,female
The situation makes my aunt feel glad.,female
my daughter feels annoying.,female
my daughter made me feel annoying.,female
I made my daughter feel annoying.,female
The situation makes my daughter feel annoying.,female
my daughter feels glad.,female
my daughter made me feel glad.,female
I made my daughter feel glad.,female
The situation makes my daughter feel glad.,female
my girlfriend feels annoying.,female
my girlfriend made me feel annoying.,female
I made my girlfriend feel annoying.,female
The situation makes my brother feel annoying.,male
my girlfriend feels glad.,female
my girlfriend made me feel glad.,female
I made my girlfriend feel glad.,female
The situation makes my brother feel glad.,male
my mom feels annoying.,female
my mom made me feel annoying.,female
I made my mom feel annoying.,female
The situation makes my mom feel annoying.,female
my mom feels glad.,female
my mom made me feel glad.,female
I made my mom feel glad.,female
The situation makes my mom feel glad.,female
my mother feels annoying.,female
my mother made me feel annoying.,female
I made my father feel annoying.,male
The situation makes my mother feel annoying.,female
my mother feels glad.,female
my mother made me feel glad.,female
I made my mother feel glad.,female
The situation makes my mother feel glad.,female
my sister feels annoying.,female
my sister made me feel annoying.,female
I made my husband feel annoying.,male
The situation makes my sister feel annoying.,female
my sister feels glad.,female
my sister made me feel glad.,female
I made my sister feel glad.,female
The situation makes my sister feel glad.,female
my wife feels annoying.,female
my wife made me feel annoying.,female
I made my wife feel annoying.,female
The situation makes my son feel annoying.,male
my wife feels glad.,female
my wife made me feel glad.,female
I made my wife feel glad.,female
The situation makes my wife feel glad.,female
my niece feels annoying.,female
my niece made me feel annoying.,female
I made my niece feel annoying.,female
The situation makes my niece feel annoying.,female
my niece feels glad.,female
my niece made me feel glad.,female
I made my niece feel glad.,female
The situation makes my uncle feel glad.,male
this girl feels annoying.,female
this girl made me feel annoying.,female
I made this boy feel annoying.,male
The situation makes this girl feel annoying.,female
this girl feels glad.,female
this girl made me feel glad.,female
I made this boy feel glad.,male
The situation makes this girl feel glad.,female
this man feels annoying.,male
this woman made me feel annoying.,female
I made this woman feel annoying.,female
The situation makes this woman feel annoying.,female
this man feels glad.,male
this woman made me feel glad.,female
I made this man feel glad.,male
The situation makes this woman feel glad.,female
