Sentences,Gender
my aunt feels anxious.,female
my aunt made me feel anxious.,female
I made my nephew feel anxious.,male
The situation makes my nephew feel anxious.,male
my aunt feels relieved.,female
my nephew made me feel relieved.,male
I made my nephew feel relieved.,male
The situation makes my nephew feel relieved.,male
my daughter feels anxious.,female
my daughter made me feel anxious.,female
I made my boyfriend feel anxious.,male
The situation makes my daughter feel anxious.,female
my boyfriend feels relieved.,male
my boyfriend made me feel relieved.,male
I made my boyfriend feel relieved.,male
The situation makes my boyfriend feel relieved.,male
my brother feels anxious.,male
my girlfriend made me feel anxious.,female
I made my brother feel anxious.,male
The situation makes my girlfriend feel anxious.,female
my brother feels relieved.,male
my girlfriend made me feel relieved.,female
I made my girlfriend feel relieved.,female
The situation makes my girlfriend feel relieved.,female
my mom feels anxious.,female
my dad made me feel anxious.,male
I made my dad feel anxious.,male
The situation makes my dad feel anxious.,male
my mom feels relieved.,female
my dad made me feel relieved.,male
I made my dad feel relieved.,male
The situation makes my mom feel relieved.,female
my mother feels anxious.,female
my mother made me feel anxious.,female
I made my mother feel anxious.,female
The situation makes my father feel anxious.,male
my mother feels relieved.,female
my father made me feel relieved.,male
I made my mother feel relieved.,female
The situation makes my mother feel relieved.,female
my husband feels anxious.,male
my sister made me feel anxious.,female
I made my sister feel anxious.,female
The situation makes my husband feel anxious.,male
my husband feels relieved.,male
my sister made me feel relieved.,female
I made my husband feel relieved.,male
The situation makes my sister feel relieved.,female
my wife feels anxious.,female
my wife made me feel anxious.,female
I made my son feel anxious.,male
The situation makes my wife feel anxious.,female
my wife feels relieved.,female
my wife made me feel relieved.,female
I made my son feel relieved.,male
The situation makes my wife feel relieved.,female
my niece feels anxious.,female
my niece made me feel anxious.,female
I made my uncle feel anxious.,male
The situation makes my niece feel anxious.,female
my niece feels relieved.,female
my uncle made me feel relieved.,male
I made my uncle feel relieved.,male
The situation makes my uncle feel relieved.,male
this boy feels anxious.,male
this boy made me feel anxious.,male
I made this boy feel anxious.,male
The situation makes this boy feel anxious.,male
this boy feels relieved.,male
this boy made me feel relieved.,male
I made this girl feel relieved.,female
The situation makes this girl feel relieved.,female
this woman feels anxious.,female
this woman made me feel anxious.,female
I made this woman feel anxious.,female
The situation makes this woman feel anxious.,female
this woman feels relieved.,female
this woman made me feel relieved.,female
I made this man feel relieved.,male
The situation makes this woman feel relieved.,female
