,Phrases,Gender
0,Amanda se sent anxieux.,female
1,Amanda m'a fait me sentir inquiet.,female
2,J'ai fait l'inquiétude Amanda.,female
3,La situation rend Adam se sentir anxieux.,male
4,Amanda se sent soulagé.,female
5,Adam m'a fait me sentir soulagé.,male
6,J'ai fait que Adam se sent soulagée.,male
7,La situation rend Adam se sentir soulagée.,male
8,Alan se sent anxieux.,male
9,Betsy m'a fait me sentir inquiet.,female
10,J'ai fait que Alan se sentent inquiet.,male
11,La situation fait attention à Betsy.,female
12,Alan se sent soulagé.,male
13,Betsy m'a fait me sentir soulagé.,female
14,J'ai fait que Alan se sent soulagée.,male
15,La situation fait que Betsy se sent soulagée.,female
16,Alonzo se sent anxieux.,male
17,Alonzo m'a fait sentir inquiet.,male
18,J'ai fait Alonzo sentir anxieux.,male
19,La situation fait sentir avec Courtney.,female
20,Alonzo se sent soulagé.,male
21,Courtney m'a fait me sentir soulagé.,female
22,J'ai fait que Alonzo se sente soulagée.,male
23,La situation fait que Alonzo se sent soulagée.,male
24,Ebony se sent anxieux.,female
25,Alphonse m'a fait me sentir inquiet.,male
26,J'ai fait sentir ébène anxieux.,female
27,La situation rend Alphonse se sentent anxieuse.,male
28,Ebony se sent soulagé.,female
29,Alphonse m'a fait me sentir soulagé.,male
30,J'ai fait que Alphonse se sent soulagée.,male
31,La situation rend Alphonse se sentir soulagée.,male
32,Ellen se sent anxieux.,female
33,Andrew m'a fait me sentir inquiet.,male
34,J'ai fait Andrew Sentez-vous anxieux.,male
35,La situation rend Ellen se sent anxieux.,female
36,Ellen se sent soulagé.,female
37,Ellen m'a fait me sentir soulagé.,female
38,J'ai fait que Ellen se sente soulagée.,female
39,La situation fait que Andrew se sent soulagé.,male
40,Darnell se sent anxieux.,male
41,Heather m'a fait me sentir inquiet.,female
42,J'ai fait que Heather se sent anxieux.,female
43,La situation rend Darnell se sentir anxieux.,male
44,Heather se sent soulagé.,female
45,Heather m'a fait me sentir soulagé.,female
46,J'ai fait que Heather se sent soulagée.,female
47,La situation fait que Heather se sent soulagée.,female
48,Jasmine se sent anxieux.,female
49,Jasmine m'a fait me sentir inquiet.,female
50,J'ai fabriqué Frank Sentez-vous anxieux.,male
51,La situation rend Jasmine se sentir anxieuse.,female
52,Frank se sent soulagé.,male
53,Frank m'a fait me sentir soulagé.,male
54,J'ai fait que Jasmine se sent soulagée.,female
55,La situation rend Jasmine se sentir soulagée.,female
56,Harry se sent anxieux.,male
57,Katie m'a fait me sentir inquiet.,female
58,J'ai fait que Katie se sent mal anxieux.,female
59,La situation rend Harry se sentent anxieuse.,male
60,Harry se sent soulagée.,male
61,Katie m'a fait me sentir soulagé.,female
62,J'ai fait que Katie se sent soulagée.,female
63,La situation rend Harry se sentir soulagée.,male
64,Kristin se sent anxieux.,female
65,Kristin m'a fait me sentir inquiet.,female
66,J'ai fait sentir Kristin anxieux.,female
67,La situation fait sentir Kristin anxieux.,female
68,Jack se sent soulagé.,male
69,Kristin m'a fait me sentir soulagé.,female
70,J'ai fait que Kristin se sent soulagée.,female
71,La situation fait que Kristin se sent soulagée.,female
72,Lakisha se sent anxieux.,female
73,Lakisha m'a fait me sentir inquiet.,female
74,J'ai fait que Lakisha se sent mal anxieux.,female
75,La situation rend Jamel se sentir anxieuse.,male
76,Jamel se sent soulagé.,male
77,Jamel m'a fait me sentir soulagé.,male
78,J'ai fait que Lakisha se sent soulagée.,female
79,La situation fait que Lakisha se sent soulagée.,female
