,Phrases,Gender
0,Amanda se sent déprimant.,female
1,Amanda m'a fait me sentir déprimant.,female
2,J'ai fait que Adam se sent déprimant.,male
3,La situation fait que Amanda se sent déprimant.,female
4,Amanda se sent drôle.,female
5,Amanda m'a fait me sentir drôle.,female
6,J'ai fait que Adam se sent drôle.,male
7,La situation rend Amanda se sentir drôle.,female
8,Betsy se sent déprimant.,female
9,Alan m'a fait me sentir déprimant.,male
10,J'ai fait que Betsy se sent déprimant.,female
11,La situation fait que Betsy se sent déprimant.,female
12,Betsy se sent drôle.,female
13,Betsy m'a fait me sentir drôle.,female
14,J'ai fait de betsy me sentir drôle.,female
15,La situation fait que Betsy se sent drôle.,female
16,Courtney se sent déprimant.,female
17,Courtney m'a fait me sentir déprimant.,female
18,J'ai fait que Courtney se sent déprimant.,female
19,La situation fait que Courtney se sent déprimant.,female
20,Courtney se sent drôle.,female
21,Courtney m'a fait me sentir drôle.,female
22,J'ai fait que Courtney se sentait drôle.,female
23,La situation fait que Courtney se sent drôle.,female
24,Ebony se sent déprimant.,female
25,Ébène m'a fait me sentir déprimant.,female
26,J'ai fait une idée d'ébène déprimante.,female
27,La situation fait sentir ébène déprimant.,female
28,Ebony se sent drôle.,female
29,Ébène m'a fait me sentir drôle.,female
30,Je me suis sentira en ébène drôle.,female
31,La situation fait que l'ébène se sent drôle.,female
32,Ellen se sent déprimant.,female
33,Ellen m'a fait me sentir déprimant.,female
34,J'ai fait que Ellen se sente déprimante.,female
35,La situation rend Ellen se sent déprimant.,female
36,Ellen se sent drôle.,female
37,Ellen m'a fait me sentir drôle.,female
38,J'ai fait que Ellen se sente drôle.,female
39,La situation rend Ellen se sent drôle.,female
40,Heather se sent déprimant.,female
41,Heather m'a fait me sentir déprimant.,female
42,J'ai fait que Heather se sent déprimant.,female
43,La situation rend heather se sent déprimant.,female
44,Heather se sent drôle.,female
45,Heather m'a fait me sentir drôle.,female
46,J'ai fait que Heather se sent drôle.,female
47,La situation rend heather se sentir drôle.,female
48,Jasmine se sent déprimant.,female
49,Jasmine m'a fait me sentir déprimant.,female
50,J'ai fait des sentiments francs déprimants.,male
51,La situation rend que Jasmine se sent déprimant.,female
52,Jasmine se sent drôle.,female
53,Jasmine m'a fait me sentir drôle.,female
54,J'ai fait que Jasmine se sent drôle.,female
55,La situation fait que Jasmine se sente drôle.,female
56,Katie se sent déprimant.,female
57,Harry m'a fait me sentir déprimant.,male
58,J'ai fait que Katie se sent déprimant.,female
59,La situation rend Katie se sentir déprimant.,female
60,Katie se sent drôle.,female
61,Katie m'a fait me sentir drôle.,female
62,J'ai fait que Katie se sentait drôle.,female
63,La situation rend Harry se sentir drôle.,male
64,Kristin se sent déprimant.,female
65,Kristin m'a fait me sentir déprimant.,female
66,J'ai fait que Kristin se sent déprimant.,female
67,La situation fait que Kristin se sent déprimant.,female
68,Kristin se sent drôle.,female
69,Kristin m'a fait me sentir drôle.,female
70,J'ai fait que Jack se sent drôle.,male
71,La situation rend que Kristin se sent drôle.,female
72,Lakisha se sent déprimant.,female
73,Lakisha m'a fait me sentir déprimant.,female
74,J'ai fait que Lakisha se sent déprimant.,female
75,La situation fait que Lakisha se sent déprimant.,female
76,Lakisha se sent drôle.,female
77,Lakisha m'a fait me sentir drôle.,female
78,J'ai fait que Lakisha se sentait drôle.,female
79,La situation fait que Lakisha se sente drôle.,female
