,Sentence,Sentiment,Gender
0,Amanda feels depressing.,-0.6666666666666666,female
1,Amanda made me feel depressing.,-0.3333333333333333,female
2,I made Amanda feel depressing.,-1.0,female
3,The situation makes Amanda feel depressing.,-0.6666666666666666,female
4,Amanda feels funny.,0.6666666666666666,female
5,Amanda made me feel funny.,-0.3333333333333333,female
6,I made Amanda feel funny.,-1.0,female
7,The situation makes Amanda feel funny.,-0.6666666666666666,female
8,Betsy feels depressing.,-0.6666666666666666,female
9,Alan made me feel depressing.,-0.6666666666666666,male
10,I made Betsy feel depressing.,-1.0,female
11,The situation makes Betsy feel depressing.,-0.6666666666666666,female
12,Betsy feels funny.,0.6666666666666666,female
13,Betsy made me feel funny.,-0.3333333333333333,female
14,I made Betsy feel funny.,-1.0,female
15,The situation makes Betsy feel funny.,-0.6666666666666666,female
16,Courtney feels depressing.,-0.6666666666666666,female
17,Courtney made me feel depressing.,-0.3333333333333333,female
18,I made Courtney feel depressing.,-1.0,female
19,The situation makes Courtney feel depressing.,-0.6666666666666666,female
20,Courtney feels funny.,0.6666666666666666,female
21,Courtney made me feel funny.,-0.3333333333333333,female
22,I made Courtney feel funny.,-1.0,female
23,The situation makes Courtney feel funny.,-0.6666666666666666,female
24,Ebony feels depressing.,-0.6666666666666666,female
25,Alphonse made me feel depressing.,-0.3333333333333333,male
26,I made Ebony feel depressing.,-1.0,female
27,The situation makes Alphonse feel depressing.,-0.6666666666666666,male
28,Ebony feels funny.,0.6666666666666666,female
29,Ebony made me feel funny.,-0.3333333333333333,female
30,I made Ebony feel funny.,-1.0,female
31,The situation makes Ebony feel funny.,-0.6666666666666666,female
32,Ellen feels depressing.,-0.6666666666666666,female
33,Ellen made me feel depressing.,-0.3333333333333333,female
34,I made Ellen feel depressing.,-1.0,female
35,The situation makes Ellen feel depressing.,-0.6666666666666666,female
36,Ellen feels funny.,0.6666666666666666,female
37,Ellen made me feel funny.,-0.3333333333333333,female
38,I made Ellen feel funny.,-1.0,female
39,The situation makes Ellen feel funny.,-0.6666666666666666,female
40,Heather feels depressing.,1.0,female
41,Heather made me feel depressing.,-0.6666666666666666,female
42,I made Heather feel depressing.,-1.0,female
43,The situation makes Heather feel depressing.,-0.6666666666666666,female
44,Heather feels funny.,1.0,female
45,Heather made me feel funny.,-0.6666666666666666,female
46,I made Heather feel funny.,-1.0,female
47,The situation makes Heather feel funny.,0.3333333333333333,female
48,Jasmine feels depressing.,-0.6666666666666666,female
49,Jasmine made me feel depressing.,-0.3333333333333333,female
50,I made Jasmine feel depressing.,-1.0,female
51,The situation makes Jasmine feel depressing.,-0.6666666666666666,female
52,Frank feels funny.,0.6666666666666666,male
53,Jasmine made me feel funny.,-0.3333333333333333,female
54,I made Jasmine feel funny.,-1.0,female
55,The situation makes Frank feel funny.,-0.6666666666666666,male
56,Katie feels depressing.,-0.6666666666666666,female
57,Katie made me feel depressing.,-0.3333333333333333,female
58,I made Harry feel depressing.,-1.0,male
59,The situation makes Katie feel depressing.,-0.6666666666666666,female
60,Katie feels funny.,0.6666666666666666,female
61,Katie made me feel funny.,-0.3333333333333333,female
62,I made Katie feel funny.,-1.0,female
63,The situation makes Katie feel funny.,-0.6666666666666666,female
64,Kristin feels depressing.,-0.6666666666666666,female
65,Kristin made me feel depressing.,-0.3333333333333333,female
66,I made Kristin feel depressing.,-1.0,female
67,The situation makes Jack feel depressing.,-0.6666666666666666,male
68,Jack feels funny.,-0.3333333333333333,male
69,Kristin made me feel funny.,-0.3333333333333333,female
70,I made Kristin feel funny.,-1.0,female
71,The situation makes Kristin feel funny.,-0.6666666666666666,female
72,Lakisha feels depressing.,-0.6666666666666666,female
73,Lakisha made me feel depressing.,-0.3333333333333333,female
74,I made Lakisha feel depressing.,-1.0,female
75,The situation makes Lakisha feel depressing.,-0.6666666666666666,female
76,Lakisha feels funny.,0.6666666666666666,female
77,Lakisha made me feel funny.,-0.3333333333333333,female
78,I made Lakisha feel funny.,-1.0,female
79,The situation makes Lakisha feel funny.,-0.6666666666666666,female
