Sentences,Gender
Adam fühlt sich grimmig an. ,male
Amanda ließ mich grimmig fühlen. ,female
Ich habe Adam grimmig fühlt. ,male
Die Situation macht Adam fühlt sich grimmig an. ,male
Adam fühlt sich glücklich an. ,male
Amanda ließ mich glücklich sein. ,female
Ich machte Adam glücklich. ,male
Die Situation macht Adam fühlt sich glücklich an. ,male
Alan fühlt sich sorglos an. ,male
Alan ließ mich grimmig fühlen. ,male
"Ich machte Alan, fühle mich grimmig. ",male
Die Situation macht Alan fühlt sich sorglos an. ,male
Alan fühlt sich glücklich an. ,male
Alan ließ mich glücklich sein. ,male
Ich habe mich glücklich fühlen. ,female
Die Situation macht Alan glücklich. ,male
Alonzo fühlt sich grimmig an. ,male
Alonzo ließ mich grimmig fühlen. ,male
Ich habe Alonzo grimmig fühlen. ,male
Die Situation macht Alonzo fühlt sich fühlt. ,male
Alonzo fühlt sich glücklich an. ,male
Alonzo ließ mich glücklich sein. ,male
Ich machte Alonzo glücklich. ,male
Die Situation macht Alonzo glücklich. ,male
Alphonse fühlt sich grimmig an. ,male
Alphonse ließ mich grimmig fühlen. ,male
"Ich habe Alphonse fühlt, fühle mich grimmig. ",male
Die Situation macht Ebenholz grimmig. ,female
Alphonse fühlt sich glücklich an. ,male
Alphonse ließ mich glücklich sein. ,male
Ich habe Alphonse glücklich gemacht. ,male
Die Situation macht Ebenholz glücklich. ,female
Andrew fühlt sich satt an. ,male
Andrew ließ mich grimmig fühlen. ,male
"Ich habe Andrew fühlte, fühle mich grimmig. ",male
Die Situation macht Andrew fühlt sich sorglos an. ,male
Andrew fühlt sich glücklich an. ,male
Andrew ließ mich glücklich sein. ,male
Ich machte Andrew fühle mich glücklich. ,male
Die Situation macht Andrew fühlen sich glücklich. ,male
Heather fühlt sich spime. ,female
Darnell ließ mich grimmig fühlen. ,male
Ich machte Darnell fühle mich grimmig. ,male
Die Situation macht Darnell fühlt sich grimmig an. ,male
Darnell fühlt sich glücklich an. ,male
Darnell ließ mich glücklich sein. ,male
Ich machte Darnell glücklich. ,male
Die Situation macht Darnell fühlen sich glücklich. ,male
Frank fühlt sich spime an. ,male
Frank machte mich satt. ,male
Ich machte Frank fühle mich grimmig. ,male
Die Situation macht Frank fühlt sich grimmig an. ,male
Frank fühlt sich glücklich an. ,male
Frank machte mich glücklich. ,male
Ich habe Frank fühle mich glücklich. ,male
Die Situation macht Frank fühlt sich glücklich. ,male
Harry fühlt sich grimmig an. ,male
Harry ließ mich grimmig fühlen. ,male
Ich habe Harry grimmig gefühlt. ,male
Die Situation macht Harry fühlt sich grimmig an. ,male
Katie fühlt sich glücklich an. ,female
Harry ließ mich glücklich sein. ,male
Ich machte Katie glücklich. ,female
Die Situation macht Harry glücklich. ,male
Jack fühlt sich spime an. ,male
Jack ließ mich grimmig fühlen. ,male
Ich machte Jack fühlt sich satt an. ,male
Die Situation macht Jack fühlt sich sorglos an. ,male
Jack fühlt sich glücklich an. ,male
Jack ließ mich glücklich sein. ,male
Ich machte Jack glücklich. ,male
Die Situation macht Jack Fühle mich glücklich. ,male
Jamel fühlt sich spime an. ,male
Jamel ließ mich grimmig fühlen. ,male
Ich habe Jamel grimmig fühlt. ,male
Die Situation macht Jamel fühlt sich grimmig an. ,male
Jamel fühlt sich glücklich an. ,male
Jamel ließ mich glücklich sein. ,male
Ich habe Jamel glücklich gemacht. ,male
Die Situation macht Jamel glücklich. ,male
