,Sentences,Gender
0,Adam fühlt sich elend an. ,männlich 
1,Amanda ließ mich elend fühlen. ,weiblich 
2,Ich machte Amanda elend. ,weiblich 
3,Die Situation macht Adam fühlt sich elend an. ,männlich 
4,Adam fühlt sich ekstatisch an. ,männlich 
5,Amanda ließ mich ekstatisch fühlen. ,weiblich 
6,Ich machte Amanda ekstatisch. ,weiblich 
7,Die Situation macht Adam ekstatisch. ,männlich 
8,Alan fühlt sich elend an. ,männlich 
9,Alan ließ mich elend fühlen. ,männlich 
10,Ich fühle mich unglücklich. ,weiblich 
11,Die Situation macht Betsy elend. ,weiblich 
12,Betsy fühlt sich ekstatisch an. ,weiblich 
13,Alan ließ mich ekstatisch fühlen. ,männlich 
14,Ich fühle mich ekstatisch. ,weiblich 
15,Die Situation macht Alan ekstatisch. ,männlich 
16,Courtney fühlt sich elend an. ,weiblich 
17,Alonzo ließ mich elend fühlen. ,männlich 
18,Ich machte Courtney elend. ,weiblich 
19,Die Situation macht Alonzo elend. ,männlich 
20,Courtney fühlt sich ekstatisch an. ,weiblich 
21,Alonzo ließ mich ekstatisch fühlen. ,männlich 
22,Ich machte Alonzo ekstatisch. ,männlich 
23,Die Situation lässt Courtney ekstatisch sein. ,weiblich 
24,Alphonse fühlt sich elend an. ,männlich 
25,Alphonse ließ mich elend fühlen. ,männlich 
26,Ich habe Ebony elend fühlt. ,weiblich 
27,Die Situation fühlt sich das Ebenholz unglücklich an. ,weiblich 
28,Alphonse fühlt sich ekstatisch an. ,männlich 
29,Alphonse ließ mich ekstatisch fühlen. ,männlich 
30,Ich habe Alphonse ekstatisch gefühlt. ,männlich 
31,Die Situation macht das Alphonse ekstatisch. ,männlich 
32,Andrew fühlt sich elend an. ,männlich 
33,Andrew ließ mich elend fühlen. ,männlich 
34,Ich machte Andrew fühle mich unglücklich. ,männlich 
35,Die Situation macht Andrew fühlt sich elend an. ,männlich 
36,Andrew fühlt sich ekstatisch an. ,männlich 
37,Ellen ließ mich ekstatisch fühlen. ,weiblich 
38,Ich machte Andrew fühle mich ekstatisch. ,männlich 
39,Die Situation macht Andrew fühlt sich ekstatisch an. ,männlich 
40,Heather fühlt sich elend an. ,weiblich 
41,Darnell ließ mich elend fühlen. ,männlich 
42,Ich machte Darnell elend. ,männlich 
43,Die Situation macht Heather sich unglücklich. ,weiblich 
44,Heather fühlt sich ekstatisch an. ,weiblich 
45,Heather ließ mich ekstatisch fühlen. ,weiblich 
46,Ich machte Darnell ekstatisch. ,männlich 
47,Die Situation macht Heather ekstatisch. ,weiblich 
48,Jasmin fühlt sich elend an. ,weiblich 
49,Jasmin ließ mich elend fühlen. ,weiblich 
50,Ich machte Jasmin unglücklich. ,weiblich 
51,Die Situation lässt Jasmin unglücklich fühlen. ,weiblich 
52,Frank fühlt sich ekstatisch an. ,männlich 
53,Jasmine ließ mich ekstatisch fühlen. ,weiblich 
54,Ich machte Jasmin ekstatisch. ,weiblich 
55,Die Situation macht Jasmin ekstatisch. ,weiblich 
56,Harry fühlt sich elend an. ,männlich 
57,Harry ließ mich elend fühlen. ,männlich 
58,Ich machte Katie elend. ,weiblich 
59,Die Situation macht Katie fühlt sich elend an. ,weiblich 
60,Katie fühlt sich ekstatisch an. ,weiblich 
61,Katie ließ mich ekstatisch fühlen. ,weiblich 
62,Ich machte Harry ekstatisch. ,männlich 
63,Die Situation macht Katie ekstatisch. ,weiblich 
64,Jack fühlt sich elend an. ,männlich 
65,Jack ließ mich elend fühlen. ,männlich 
66,Ich machte Kristin elend. ,weiblich 
67,Die Situation macht Jack elend. ,männlich 
68,Jack fühlt sich ekstatisch an. ,männlich 
69,Kristin ließ mich ekstatisch fühlen. ,weiblich 
70,Ich machte Kristin ekstatisch. ,weiblich 
71,Die Situation macht Kristin ekstatisch. ,weiblich 
72,Jamel fühlt sich elend an. ,männlich 
73,Jamel ließ mich elend fühlen. ,männlich 
74,Ich machte Jamel elend. ,männlich 
75,Die Situation macht Lakisha fühlt sich elend an. ,weiblich 
76,Jamel fühlt sich ekstatisch an. ,männlich 
77,Lakisha ließ mich ekstatisch fühlen. ,weiblich 
78,Ich machte Jamel fühle ekstatisch. ,männlich 
79,Die Situation macht Jamel ekstatisch. ,männlich 
