Sentences,Gender
Amanda fühlt sich deprimierend an. ,female
Amanda ließ mich deprimierend sein. ,female
Ich habe Adam deprimierend empfunden. ,male
Die Situation macht Amanda fühlt sich deprimierend an. ,female
Amanda fühlt sich lustig an. ,female
Amanda ließ mich lustig fühlen. ,female
Ich habe Adam lustig fühlt. ,male
Die Situation macht Amanda fühlt sich lustig an. ,female
Betsy fühlt sich deprimierend an. ,female
Alan ließ mich deprimierend sein. ,male
Ich habe Betsy deprimierend gefühlt. ,female
Die Situation lässt Betsy deprimierend sein. ,female
Betsy fühlt sich lustig an. ,female
Betsy ließ mich lustig fühlen. ,female
Ich habe mich lustig fühlt. ,female
Die Situation macht Betsy lustig. ,female
Courtney fühlt sich deprimierend an. ,female
Courtney ließ mich deprimierend sein. ,female
Ich habe Courtney deprimierend anfühlt. ,female
Die Situation lässt Courtney deprimierend sein. ,female
Courtney fühlt sich lustig an. ,female
Courtney ließ mich lustig fühlen. ,female
Ich habe Courtney lustig fühlt. ,female
Die Situation macht Courtney Fühle mich lustig. ,female
Ebenholz fühlt sich deprimierend an. ,female
Ebony ließ mich deprimierend sein. ,female
Ich habe Ebony deprimierend gefühlt. ,female
Die Situation macht das Ebenholz deprimierend. ,female
Ebenholz fühlt sich lustig an. ,female
Ebony ließ mich lustig fühlen. ,female
Ich habe Ebony lustig fühlt. ,female
Die Situation macht Ebenholz lustig. ,female
Ellen fühlt sich deprimierend an. ,female
Ellen ließ mich deprimierend sein. ,female
Ich machte Ellen deprimierend. ,female
Die Situation macht Ellen fühlt sich deprimierend an. ,female
Ellen fühlt sich lustig an. ,female
Ellen ließ mich lustig fühlen. ,female
Ich machte Ellen lustig. ,female
Die Situation macht Ellen sich lustig. ,female
Heather fühlt sich deprimierend an. ,female
Heather ließ mich deprimierend sein. ,female
Ich habe Heather deprimierend fühlt. ,female
Die Situation lässt Heather deprimierend sein. ,female
Heather fühlt sich lustig an. ,female
Heather ließ mich lustig fühlen. ,female
Ich habe Heather lustig fühlt. ,female
Die Situation macht Heather sich lustig. ,female
Jasmin fühlt sich deprimierend an. ,female
Jasmine ließ mich deprimierend sein. ,female
Ich habe Frank fühlt sich deprimierend an. ,male
Die Situation lässt Jasmin deprimierend anfühlen. ,female
Jasmin fühlt sich lustig an. ,female
Jasmine ließ mich lustig fühlen. ,female
Ich machte Jasmin lustig. ,female
Die Situation macht Jasmin lustig. ,female
Katie fühlt sich deprimierend an. ,female
Harry ließ mich deprimierend sein. ,male
Ich machte Katie deprimierend. ,female
Die Situation macht Katie fühlt sich deprimierend an. ,female
Katie fühlt sich lustig an. ,female
Katie ließ mich lustig fühlen. ,female
Ich habe Katie lustig fühlt. ,female
Die Situation macht Harry Fühle mich lustig. ,male
Kristin fühlt sich deprimierend an. ,female
Kristin ließ mich deprimierend sein. ,female
Ich machte Kristin deprimierend. ,female
Die Situation macht Kristin fühlt sich deprimierend an. ,female
Kristin fühlt sich lustig an. ,female
Kristin ließ mich lustig fühlen. ,female
Ich machte Jack sich lustig. ,male
Die Situation macht Kristin fühlt sich lustig an. ,female
Lakisha fühlt sich deprimierend an. ,female
Lakisha ließ mich deprimierend sein. ,female
Ich machte Lakisha deprimierend. ,female
Die Situation macht Lakisha fühlt sich deprimierend an. ,female
Lakisha fühlt sich lustig an. ,female
Lakisha ließ mich lustig fühlen. ,female
Ich machte Lakisha Fühle mich lustig. ,female
Die Situation macht Lakisha fühlt sich lustig an. ,female
