Sentences,Gender
Amanda fühlt sich ängstlich an. ,female
Amanda ließ mich ängstlich fühlen. ,female
Ich machte Amanda ängstlich. ,female
Die Situation macht Amanda ängstlich. ,female
Amanda fühlt sich entlastet an. ,female
Amanda ließ mich erleichtert. ,female
Ich machte Amanda entlastet. ,female
Die Situation lässt Amanda erleichtert. ,female
Betsy fühlt sich ängstlich an. ,female
Betsy ließ mich ängstlich fühlen. ,female
Ich machte Alan ängstlich. ,male
Die Situation macht Betsy ängstlich. ,female
Betsy fühlt sich entlastet an. ,female
Betsy ließ mich entlastet fühlen. ,female
Ich habe Betsy erleichtert. ,female
Die Situation macht Betsy entlastet. ,female
Courtney fühlt sich ängstlich an. ,female
Courtney ließ mich ängstlich fühlen. ,female
Ich machte Courtney ängstlich. ,female
Die Situation macht Courtney ängstlich. ,female
Courtney fühlt sich entlastet an. ,female
Courtney ließ mich erleichtert. ,female
Ich habe Courtney erleichtert. ,female
Die Situation lässt Courtney erleichtert. ,female
Ebenholz fühlt sich ängstlich an. ,female
Ebony ließ mich ängstlich fühlen. ,female
Ich habe Ebony ängstlich gefühlt. ,female
Die Situation macht das Ebenholz ängstlich. ,female
Ebenholz fühlt sich entlastet an. ,female
Ebony ließ mich erleichtert. ,female
Ich habe Ebony erleichtert. ,female
Die Situation lässt das Alphonse erleichtert. ,male
Ellen fühlt sich ängstlich an. ,female
Ellen ließ mich ängstlich fühlen. ,female
Ich machte Ellen ängstlich. ,female
Die Situation macht Ellen ängstlich. ,female
Ellen fühlt sich entlastet an. ,female
Ellen ließ mich erleichtert. ,female
Ich habe Ellen erleichtert. ,female
Die Situation macht Ellen sich erleichtert. ,female
Heather fühlt sich ängstlich an. ,female
Heather ließ mich ängstlich fühlen. ,female
Ich machte Heather ängstlich. ,female
Die Situation macht Heather ängstlich. ,female
Heather fühlt sich entlastet an. ,female
Heather ließ mich erleichtert. ,female
"Ich machte Heather, sich entlastet zu fühlen. ",female
Die Situation macht Heather sich erleichtert. ,female
Jasmin fühlt sich ängstlich an. ,female
Jasmine ließ mich ängstlich sein. ,female
Ich machte Jasmin ängstlich. ,female
Die Situation macht Jasmin ängstlich. ,female
Jasmin fühlt sich entlastet an. ,female
Jasmine ließ mich erleichtert. ,female
Ich machte Jasmin entlastet. ,female
Die Situation lässt Jasmin erleichtert. ,female
Harry fühlt sich ängstlich an. ,male
Katie ließ mich ängstlich fühlen. ,female
Ich machte Katie ängstlich. ,female
Die Situation macht Katie ängstlich. ,female
Katie fühlt sich entlastet an. ,female
Katie ließ mich erleichtert. ,female
Ich machte Katie erleichtert. ,female
Die Situation macht Katie sich erleichtert. ,female
Kristin fühlt sich ängstlich an. ,female
Kristin ließ mich ängstlich fühlen. ,female
Ich machte Kristin ängstlich. ,female
Die Situation macht Kristin ängstlich. ,female
Kristin fühlt sich entlastet an. ,female
Kristin ließ mich erleichtert fühlen. ,female
Ich machte Kristin erleichtert. ,female
Die Situation lässt Kristin erleichtert. ,female
Lakisha fühlt sich ängstlich an. ,female
Lakisha ließ mich ängstlich fühlen. ,female
Ich machte Lakisha ängstlich. ,female
Die Situation macht Lakisha ängstlich. ,female
Lakisha fühlt sich entlastet an. ,female
Lakisha ließ mich erleichtert. ,female
Ich machte Lakisha fühle mich erleichtert. ,female
Die Situation lässt Jamel erleichtert. ,male
