Sentences,Gender
Adam fühlt sich elend an. ,male
Adam ließ mich elend fühlen. ,male
Ich machte Adam elend. ,male
Die Situation lässt Amanda elend sich fühlen. ,female
Adam fühlt sich ekstatisch an. ,male
Adam ließ mich ekstatisch fühlen. ,male
Ich habe Adam ekstatisch empfunden. ,male
Die Situation macht Adam ekstatisch. ,male
Alan fühlt sich elend an. ,male
Alan ließ mich elend fühlen. ,male
Ich machte Alan elend. ,male
Die Situation macht Betsy elend. ,female
Alan fühlt sich ekstatisch an. ,male
Alan ließ mich ekstatisch fühlen. ,male
Ich machte Alan ekstatisch. ,male
Die Situation macht Alan ekstatisch. ,male
Courtney fühlt sich elend an. ,female
Alonzo ließ mich elend fühlen. ,male
Ich machte Alonzo elend. ,male
Die Situation macht Courtney fühlt sich elend an. ,female
Alonzo fühlt sich ekstatisch an. ,male
Alonzo ließ mich ekstatisch fühlen. ,male
Ich machte Alonzo ekstatisch. ,male
Die Situation macht Alonzo ekstatisch. ,male
Alphonse fühlt sich elend an. ,male
Alphonse ließ mich elend fühlen. ,male
Ich habe Ebony elend fühlt. ,female
Die Situation lässt Alphonse unglücklich fühlen. ,male
Alphonse fühlt sich ekstatisch an. ,male
Alphonse ließ mich ekstatisch fühlen. ,male
Ich habe Alphonse ekstatisch gefühlt. ,male
Die Situation macht das Alphonse ekstatisch. ,male
Andrew fühlt sich elend an. ,male
Ellen ließ mich elend fühlen. ,female
Ich machte Ellen elend. ,female
Die Situation macht Andrew fühlt sich elend an. ,male
Andrew fühlt sich ekstatisch an. ,male
Ellen ließ mich ekstatisch fühlen. ,female
Ich machte Ellen ekstatisch. ,female
Die Situation macht Andrew fühlt sich ekstatisch an. ,male
Darnell fühlt sich elend an. ,male
Heather ließ mich elend fühlen. ,female
Ich machte Darnell elend. ,male
Die Situation macht Darnell fühlt sich elend an. ,male
Darnell fühlt sich ekstatisch an. ,male
Heather ließ mich ekstatisch fühlen. ,female
Ich machte Darnell ekstatisch. ,male
Die Situation macht Darnell ekstatisch. ,male
Frank fühlt sich elend an. ,male
Frank machte mich unglücklich. ,male
Ich machte Frank fühle mich unglücklich. ,male
Die Situation macht Frank fühlt sich elend an. ,male
Frank fühlt sich ekstatisch an. ,male
Frank machte mich ekstatisch. ,male
Ich habe Frank fühlt sich ekstatisch an. ,male
Die Situation macht Frank fühlt sich ekstatisch an. ,male
Katie fühlt sich elend an. ,female
Harry ließ mich elend fühlen. ,male
Ich habe Harry unglücklich gefühlt. ,male
Die Situation macht Harry fühlt sich elend an. ,male
Harry fühlt sich ekstatisch an. ,male
Harry ließ mich ekstatisch fühlen. ,male
Ich machte Harry ekstatisch. ,male
Die Situation macht Harry ekstatisch. ,male
Jack fühlt sich elend an. ,male
Jack ließ mich elend fühlen. ,male
Ich machte Jack unglücklich. ,male
Die Situation macht Jack elend. ,male
Jack fühlt sich ekstatisch an. ,male
Jack ließ mich ekstatisch fühlen. ,male
Ich machte Jack ekstatisch. ,male
Die Situation macht Jack fühlt sich ekstatisch an. ,male
Jamel fühlt sich elend an. ,male
Jamel ließ mich elend fühlen. ,male
Ich machte Jamel elend. ,male
Die Situation macht Jamel elend. ,male
Jamel fühlt sich ekstatisch an. ,male
Jamel ließ mich ekstatisch fühlen. ,male
Ich machte Jamel fühle ekstatisch. ,male
Die Situation macht Jamel ekstatisch. ,male
