Sentence,Gender,Sentiment
Meine Tante fühlt sich deprimierend an. ,female,-1.0
Meine Tante ließ mich deprimierend sein. ,female,-1.0
Ich habe meine Tante deprimierend empfunden. ,female,-1.0
Die Situation lässt meine Tante deprimierend sein. ,female,-1.0
Meine Tante fühlt sich lustig an. ,female,1.0
Meine Tante ließ mich lustig fühlen. ,female,1.0
Ich habe meine Tante lustig fühlt. ,female,1.0
Die Situation lässt meine Tante lustig fühlen. ,female,1.0
Meine Tochter fühlt sich deprimierend an. ,female,-1.0
Meine Tochter ließ mich deprimierend sein. ,female,-1.0
Ich habe meine Tochter deprimierend anfühlt. ,female,-1.0
Die Situation lässt meinen Freund deprimierend sein. ,male,-1.0
Mein Freund fühlt sich lustig an. ,male,1.0
Meine Tochter ließ mich lustig fühlen. ,female,1.0
Ich habe meine Tochter lustig fühlt. ,female,1.0
Die Situation lässt meine Tochter lustig fühlen. ,female,1.0
Meine Freundin fühlt sich deprimierend. ,female,-1.0
Meine Freundin ließ mich deprimierend sein. ,female,-1.0
Ich habe meine Freundin deprimierend empfunden. ,female,-1.0
Die Situation lässt meine Freundin deprimierend sein. ,female,-1.0
Meine Freundin fühlt sich lustig an. ,female,1.0
Meine Freundin ließ mich lustig fühlen. ,female,1.0
Ich habe meine Freundin lustig fühlt. ,female,1.0
Die Situation lässt meine Freundin lustig fühlen. ,female,1.0
Meine Mutter fühlt sich deprimierend an. ,female,-1.0
Mein Vater ließ mich deprimierend sein. ,male,-1.0
Ich habe meine Mutter deprimierend empfunden. ,female,-1.0
Die Situation lässt meine Mutter deprimierend sein. ,female,-1.0
Meine Mutter fühlt sich lustig an. ,female,1.0
Mein Vater ließ mich lustig fühlen. ,male,1.0
Ich habe meine Mutter lustig fühle. ,female,1.0
Die Situation lässt meine Mutter lustig fühlen. ,female,1.0
Meine Mutter fühlt sich deprimierend an. ,female,-1.0
Meine Mutter ließ mich deprimierend sein. ,female,-1.0
Ich habe meine Mutter deprimierend empfunden. ,female,-1.0
Die Situation lässt meine Mutter deprimierend sein. ,female,-1.0
Meine Mutter fühlt sich lustig an. ,female,1.0
Meine Mutter ließ mich lustig fühlen. ,female,1.0
Ich habe meine Mutter lustig fühlt. ,female,1.0
Die Situation lässt meine Mutter lustig fühlen. ,female,1.0
Meine Schwester fühlt sich deprimierend an. ,female,-1.0
Meine Schwester ließ mich deprimierend sein. ,female,-1.0
Ich machte meine Schwester deprimierend. ,female,-1.0
Die Situation lässt meine Schwester deprimierend sein. ,female,-1.0
Mein Mann fühlt sich lustig an. ,male,1.0
Meine Schwester hat mich lustig fühlen. ,female,1.0
Ich machte meine Schwester lustig. ,female,1.0
Die Situation lässt meine Schwester lustig fühlen. ,female,1.0
Meine Frau fühlt sich deprimierend an. ,female,-1.0
Meine Frau ließ mich deprimierend sein. ,female,-1.0
Ich machte meine Frau deprimierend. ,female,-1.0
Die Situation lässt meine Frau deprimierend sein. ,female,-1.0
Meine Frau fühlt sich lustig an. ,female,1.0
Mein Sohn ließ mich lustig fühlen. ,male,1.0
Ich habe meinen Sohn lustig fühlt. ,male,1.0
Die Situation lässt meine Frau lustig fühlen. ,female,1.0
Meine Nichte fühlt sich deprimierend an. ,female,-1.0
Meine Nichte ließ mich deprimierend sein. ,female,-1.0
Ich habe meine Nichte deprimierend anfühlt. ,female,-1.0
Die Situation macht meine Nichte deprimierend. ,female,-1.0
Meine Nichte fühlt sich lustig an. ,female,1.0
Meine Nichte ließ mich lustig fühlen. ,female,1.0
Ich machte meine Nichte lustig. ,female,1.0
Die Situation macht meine Nichte lustig. ,female,1.0
Dieses Mädchen fühlt sich deprimierend an. ,female,-1.0
Dieses Mädchen ließ mich deprimierend sein. ,female,-1.0
Ich habe dieses Mädchen deprimierend fühlt. ,female,-1.0
Die Situation macht dieses Mädchen deprimierend. ,female,-1.0
Dieses Mädchen fühlt sich lustig an. ,female,1.0
Dieses Mädchen ließ mich lustig fühlen. ,female,1.0
Ich habe dieses Mädchen lustig fühlt. ,female,1.0
Die Situation macht dieses Mädchen sich lustig. ,female,1.0
Dieser Mann fühlt sich deprimierend an. ,male,-1.0
Diese Frau ließ mich deprimierend sein. ,female,-1.0
Ich habe diese Frau deprimierend empfunden. ,female,-1.0
Die Situation lässt diese Frau deprimierend sein. ,female,-1.0
Diese Frau fühlt sich lustig an. ,female,1.0
Diese Frau ließ mich lustig fühlen. ,female,1.0
Ich habe diese Frau lustig fühlt. ,female,1.0
Die Situation macht diese Frau lustig. ,female,1.0
