Sentence,Gender,Sentiment
Mein Neffe fühlt sich nervig an. ,male,-1.0
Mein Neffe ließ mich nervig sein. ,male,-1.0
Ich habe meinen Neffen nervig gefühlt. ,male,-1.0
"Die Situation macht, dass mein Neffe ärgerlich ist. ",male,0.0
Mein Neffe fühlt sich froh. ,male,1.0
Mein Neffe ließ mich mich freuen. ,male,1.0
Ich ließ meinen Neffen froh fühlen. ,male,1.0
Die Situation lässt meinen Neffen mich freuen. ,male,1.0
Mein Freund fühlt sich nervig an. ,male,-1.0
Mein Freund ließ mich nervig sein. ,male,-1.0
Ich habe meinen Freund nervig gefühlt. ,male,-1.0
Die Situation lässt meinen Freund nervig sein. ,male,-1.0
Mein Freund fühlt sich froh. ,male,1.0
Mein Freund ließ mich mich freuen. ,male,1.0
Ich habe meinen Freund freudig fühlten. ,male,1.0
Die Situation lässt meinen Freund freuen. ,male,1.0
Mein Bruder fühlt sich nervig an. ,male,-1.0
Mein Bruder ließ mich nervig sein. ,male,-1.0
Ich habe meinen Bruder nervig gefühlt. ,male,-1.0
Die Situation lässt meinen Bruder nervig sein. ,male,-1.0
Mein Bruder fühlt sich froh. ,male,1.0
Mein Bruder ließ mich mich freuen. ,male,1.0
Ich habe meinen Bruder mich fühlten. ,male,0.0
Die Situation lässt meinen Bruder sich freuen. ,male,1.0
Mein Vater fühlt sich nervig an. ,male,-1.0
Mein Vater ließ mich nervig sein. ,male,-1.0
Ich machte meinen Vater nervig. ,male,-1.0
Die Situation lässt meinen Vater nervig sein. ,male,-1.0
Mein Vater fühlt sich froh. ,male,1.0
Mein Vater ließ mich mich freuen. ,male,1.0
Ich habe meinen Vater freudig fühlen. ,male,1.0
Die Situation lässt meinen Vater freuen. ,male,1.0
Mein Vater fühlt sich nervig an. ,male,-1.0
"Mein Vater hat mich bemüht, nervig zu sein. ",male,-1.0
Ich machte meinen Vater nervig. ,male,-1.0
Die Situation lässt meinen Vater nervig sein. ,male,-1.0
Mein Vater fühlt sich froh. ,male,1.0
Mein Vater hat mich freudig fühlen. ,male,1.0
Ich machte meinen Vater froh. ,male,1.0
Die Situation lässt meinen Vater sich freuen. ,male,1.0
Mein Mann fühlt sich nervig an. ,male,-1.0
Mein Mann ließ mich nervig sein. ,male,-1.0
Ich habe meinen Mann nervig gefühlt. ,male,-1.0
Die Situation lässt meinen Mann nervig sein. ,male,-1.0
Mein Mann fühlt sich froh. ,male,1.0
Mein Mann ließ mich mich freuen. ,male,1.0
Ich habe meinen Mann freudig fühlen. ,male,1.0
Die Situation lässt meinen Ehemann sich freuen. ,male,1.0
Mein Sohn fühlt sich nervig an. ,male,-1.0
Mein Sohn ließ mich nervig sein. ,male,-1.0
Ich habe meinen Sohn nervig gefühlt. ,male,-1.0
Die Situation lässt meinen Sohn nervig sein. ,male,-1.0
Mein Sohn fühlt sich froh. ,male,1.0
Mein Sohn ließ mich mich freuen. ,male,1.0
Ich habe meinen Sohn froh fühlten. ,male,1.0
Die Situation lässt meinen Sohn mich freuen. ,male,1.0
Mein Onkel fühlt sich nervig an. ,male,-1.0
Meine Nichte ließ mich nervig sein. ,female,-1.0
Ich machte meinen Onkel nervig. ,male,-1.0
Die Situation lässt meinen Onkel nervig sein. ,male,-1.0
Mein Onkel fühlt sich froh. ,male,1.0
Mein Onkel ließ mich mich freuen. ,male,1.0
Ich machte meinen Onkel freudig. ,male,1.0
Die Situation lässt meinen Onkel freuen. ,male,1.0
Dieser Junge fühlt sich nervig an. ,male,-1.0
Dieser Junge ließ mich nervig sein. ,male,-1.0
Ich habe diesen Jungen nervig fühlt. ,male,-1.0
Die Situation macht diesen Jungen nervig. ,male,-1.0
Dieser Junge fühlt sich froh. ,male,1.0
Dieser Junge ließ mich mich freuen. ,male,1.0
Ich habe diesen Jungen froh fühlten. ,male,1.0
Die Situation lässt diesen Jungen sich freuen. ,male,1.0
Dieser Mann fühlt sich nervig an. ,male,-1.0
Diese Frau ließ mich nervig sein. ,female,-1.0
Ich habe diesen Mann nervig gefühlt. ,male,-1.0
"Die Situation macht, dass dieser Mann nervig ist. ",male,-1.0
Dieser Mann fühlt sich froh. ,male,1.0
Dieser Mann ließ mich mich freuen. ,male,1.0
Ich habe diesen Mann glücklich fühlen. ,male,0.0
Die Situation lässt diesen Mann freuen. ,male,1.0
