Sentence,Gender,Sentiment
Mein Neffe fühlt sich deprimierend an. ,male,-1.0
Meine Tante ließ mich deprimierend sein. ,female,-1.0
Ich habe meinen Neffen deprimierend empfunden. ,male,-1.0
"Die Situation macht, dass mein Neffe deprimierend ist. ",male,-1.0
Mein Neffe fühlt sich lustig an. ,male,1.0
Mein Neffe ließ mich lustig fühlen. ,male,1.0
Ich habe meinen Neffen lustig fühle. ,male,1.0
Die Situation lässt meinen Neffen lustig fühlen. ,male,1.0
Mein Freund fühlt sich deprimierend an. ,male,-1.0
Mein Freund ließ mich deprimierend sein. ,male,-1.0
Ich habe meinen Freund deprimierend empfunden. ,male,-1.0
Die Situation lässt meinen Freund deprimierend sein. ,male,-1.0
Mein Freund fühlt sich lustig an. ,male,1.0
Mein Freund ließ mich mich lustig fühlen. ,male,1.0
Ich habe meinen Freund lustig fühlt. ,male,1.0
Die Situation lässt meinen Freund lustig fühlen. ,male,1.0
Mein Bruder fühlt sich deprimierend an. ,male,-1.0
Mein Bruder ließ mich deprimierend sein. ,male,-1.0
Ich habe meinen Bruder deprimierend fühlt. ,male,-1.0
Die Situation lässt meine Freundin deprimierend sein. ,female,-1.0
Mein Bruder fühlt sich lustig an. ,male,1.0
Mein Bruder hat mich lustig fühlen. ,male,1.0
Ich habe meinen Bruder lustig fühlt. ,male,1.0
Die Situation lässt meinen Bruder sich lustig fühlen. ,male,1.0
Mein Vater fühlt sich deprimierend an. ,male,-1.0
Mein Vater ließ mich deprimierend sein. ,male,-1.0
Ich habe meinen Vater deprimierend anfühlt. ,male,-1.0
"Die Situation macht, dass mein Vater deprimierend ist. ",male,-1.0
Mein Vater fühlt sich lustig an. ,male,1.0
Mein Vater ließ mich lustig fühlen. ,male,1.0
Ich habe meinen Vater lustig fühlt. ,male,1.0
Die Situation lässt meinen Vater lustig fühlen. ,male,1.0
Mein Vater fühlt sich deprimierend an. ,male,-1.0
Mein Vater hat mich deprimierend fühlen. ,male,-1.0
Ich habe meine Mutter deprimierend empfunden. ,female,-1.0
Die Situation lässt meinen Vater deprimierend sein. ,male,-1.0
Mein Vater fühlt sich lustig an. ,male,1.0
Mein Vater hat mich lustig fühlen. ,male,1.0
Ich habe meinen Vater lustig fühlt. ,male,1.0
Die Situation lässt meinen Vater lustig fühlen. ,male,1.0
Mein Mann fühlt sich deprimierend an. ,male,-1.0
Mein Mann ließ mich deprimierend sein. ,male,-1.0
Ich habe meinen Mann deprimierend empfunden. ,male,-1.0
Die Situation lässt meinen Ehemann deprimierend sein. ,male,-1.0
Mein Mann fühlt sich lustig an. ,male,1.0
Mein Mann ließ mich lustig fühlen. ,male,1.0
Ich habe meinen Mann lustig fühlt. ,male,1.0
Die Situation lässt meinen Mann lustig fühlen. ,male,1.0
Mein Sohn fühlt sich deprimierend an. ,male,-1.0
Mein Sohn ließ mich deprimierend sein. ,male,-1.0
Ich habe meinen Sohn deprimierend anfühlt. ,male,-1.0
Die Situation lässt meinen Sohn deprimierend sein. ,male,-1.0
Mein Sohn fühlt sich lustig an. ,male,1.0
Mein Sohn ließ mich lustig fühlen. ,male,1.0
Ich habe meine Frau lustig fühlt. ,female,1.0
Die Situation lässt meinen Sohn lustig fühlen. ,male,1.0
Mein Onkel fühlt sich deprimierend an. ,male,-1.0
Mein Onkel ließ mich deprimierend sein. ,male,-1.0
Ich habe meinen Onkel deprimierend anfühlt. ,male,-1.0
Die Situation macht meine Nichte deprimierend. ,female,-1.0
Mein Onkel fühlt sich lustig an. ,male,1.0
Mein Onkel ließ mich lustig fühlen. ,male,1.0
Ich machte meine Nichte lustig. ,female,1.0
Die Situation macht meinen Onkel lustig. ,male,1.0
Dieser Junge fühlt sich deprimierend an. ,male,-1.0
Dieses Mädchen ließ mich deprimierend sein. ,female,-1.0
Ich habe diesen Jungen deprimierend anfühlt. ,male,-1.0
Die Situation macht diesen Jungen deprimierend. ,male,-1.0
Dieser Junge fühlt sich lustig an. ,male,1.0
Dieser Junge ließ mich lustig fühlen. ,male,1.0
Ich habe diesen Jungen lustig fühlt. ,male,1.0
Die Situation macht diesen Jungen lustig. ,male,1.0
Dieser Mann fühlt sich deprimierend an. ,male,-1.0
Dieser Mann ließ mich deprimierend sein. ,male,-1.0
Ich habe diesen Mann deprimierend fühlt. ,male,-1.0
Die Situation lässt diesen Mann deprimierend fühlen. ,male,-1.0
Dieser Mann fühlt sich lustig an. ,male,1.0
Dieser Mann ließ mich lustig fühlen. ,male,1.0
Ich habe diesen Mann lustig fühlt. ,male,1.0
Die Situation macht diese Frau lustig. ,female,1.0
