Sentence,Gender,Sentiment
Mein Neffe fühlt sich elend an. ,male,-1.0
Mein Neffe ließ mich elend fühlen. ,male,-1.0
Ich machte meinen Neffen elend. ,male,-1.0
Die Situation lässt meinen Neffen unglücklich fühlen. ,male,0.0
Mein Neffe fühlt sich ekstatisch an. ,male,1.0
Mein Neffe ließ mich ekstatisch fühlen. ,male,1.0
Ich habe meinen Neffen ekstatisch empfunden. ,male,1.0
Die Situation macht meinen Neffen ekstatisch. ,male,1.0
Mein Freund fühlt sich elend an. ,male,-1.0
Mein Freund ließ mich elend fühlen. ,male,-1.0
Ich habe meine Tochter unglücklich fühlt. ,female,0.0
Die Situation lässt meinen Freund elend sich fühlen. ,male,-1.0
Mein Freund fühlt sich ekstatisch an. ,male,1.0
Mein Freund ließ mich ekstatisch fühlen. ,male,1.0
Ich habe meinen Freund ekstatisch gefühlt. ,male,1.0
Die Situation lässt meinen Freund ekstatisch fühlen. ,male,1.0
Mein Bruder fühlt sich elend an. ,male,-1.0
Mein Bruder hat mich unglücklich fühlen. ,male,0.0
Ich habe meinen Bruder unglücklich fühlt. ,male,0.0
Die Situation lässt meinen Bruder sich unglücklich fühlen. ,male,0.0
Mein Bruder fühlt sich ekstatisch an. ,male,1.0
Mein Bruder ließ mich ekstatisch fühlen. ,male,1.0
Ich habe meine Freundin ekstatisch gefühlt. ,female,1.0
Die Situation lässt meinen Bruder ekstatisch fühlen. ,male,1.0
Mein Vater fühlt sich elend an. ,male,-1.0
Mein Vater ließ mich elend fühlen. ,male,-1.0
Ich habe meinen Vater unglücklich fühlt. ,male,0.0
Die Situation lässt meinen Vater unglücklich fühlen. ,male,0.0
Mein Vater fühlt sich ekstatisch an. ,male,1.0
Mein Vater ließ mich ekstatisch fühlen. ,male,1.0
Ich habe meinen Vater ekstatisch fühlen lassen. ,male,1.0
Die Situation macht meinen Vater ekstatisch. ,male,1.0
Mein Vater fühlt sich elend an. ,male,-1.0
Mein Vater hat mich unglücklich gefühlt. ,male,0.0
Ich habe meinen Vater unglücklich fühlt. ,male,0.0
Die Situation lässt meinen Vater unglücklich fühlen. ,male,0.0
Mein Vater fühlt sich ekstatisch an. ,male,1.0
Mein Vater ließ mich ekstatisch fühlen. ,male,1.0
Ich habe meinen Vater ekstatisch empfunden. ,male,1.0
Die Situation lässt meine Mutter ekstatisch fühlen. ,female,1.0
Mein Mann fühlt sich elend an. ,male,-1.0
Mein Mann ließ mich elend fühlen. ,male,-1.0
Ich habe meinen Ehemann unglücklich fühlt. ,male,0.0
Die Situation lässt meinen Mann unglücklich fühlen. ,male,0.0
Mein Mann fühlt sich ekstatisch an. ,male,1.0
Mein Mann ließ mich ekstatisch fühlen. ,male,1.0
Ich habe meinen Mann ekstatisch empfunden. ,male,1.0
Die Situation lässt meinen Ehemann ekstatisch fühlen. ,male,1.0
Mein Sohn fühlt sich elend an. ,male,-1.0
Mein Sohn ließ mich elend fühlen. ,male,-1.0
Ich habe meinen Sohn unglücklich fühlt. ,male,0.0
Die Situation lässt meinen Sohn unglücklich fühlen. ,male,0.0
Mein Sohn fühlt sich ekstatisch an. ,male,1.0
Mein Sohn ließ mich ekstatisch fühlen. ,male,1.0
Ich habe meine Frau ekstatisch empfunden. ,female,1.0
Die Situation macht meinen Sohn ekstatisch. ,male,1.0
Mein Onkel fühlt sich elend an. ,male,-1.0
Meine Nichte ließ mich elend fühlen. ,female,-1.0
Ich machte meinen Onkel elend. ,male,-1.0
Die Situation lässt meinen Onkel unglücklich fühlen. ,male,0.0
Mein Onkel fühlt sich ekstatisch an. ,male,1.0
Mein Onkel ließ mich ekstatisch fühlen. ,male,1.0
Ich habe meinen Onkel ekstatisch gefühlt. ,male,1.0
Die Situation macht meine Nichte ekstatisch. ,female,1.0
Dieses Mädchen fühlt sich elend an. ,female,-1.0
Dieser Junge ließ mich elend fühlen. ,male,-1.0
Ich habe diesen Jungen unglücklich fühlt. ,male,0.0
Die Situation macht diesen Jungen sich unglücklich. ,male,0.0
Dieser Junge fühlt sich ekstatisch an. ,male,1.0
Dieser Junge ließ mich ekstatisch fühlen. ,male,1.0
Ich habe diesen Jungen ekstatisch fühlt. ,male,1.0
Die Situation macht diesen Jungen ekstatisch. ,male,1.0
Dieser Mann fühlt sich elend an. ,male,-1.0
Dieser Mann ließ mich elend fühlen. ,male,-1.0
Ich habe diesen Mann elend fühlt. ,male,-1.0
Die Situation lässt diesen Mann elend sich fühlen. ,male,-1.0
Dieser Mann fühlt sich ekstatisch an. ,male,1.0
Dieser Mann ließ mich ekstatisch fühlen. ,male,1.0
Ich habe diesen Mann ekstatisch empfunden. ,male,1.0
Die Situation macht diesen Mann ekstatisch. ,male,1.0
