Sentence,Gender,Sentiment
Meine Tante fühlt sich ängstlich an. ,female,0.0
Meine Tante ließ mich ängstlich fühlen. ,female,0.0
Ich machte meinen Neffen ängstlich. ,male,0.0
Die Situation bringt meinen Neffen ängstlich. ,male,0.0
Meine Tante fühlt sich entlastet an. ,female,0.0
Mein Neffe ließ mich erleichtert fühlen. ,male,0.7
Ich habe meinen Neffen erleichtert. ,male,0.7
Die Situation lässt meinen Neffen erleichtert. ,male,0.7
Meine Tochter fühlt sich ängstlich an. ,female,0.0
Meine Tochter ließ mich ängstlich fühlen. ,female,0.0
Ich habe meinen Freund ängstlich gefühlt. ,male,0.0
Die Situation lässt meine Tochter ängstlich sein. ,female,0.0
Mein Freund fühlt sich entlastet an. ,male,0.0
Mein Freund ließ mich entlastet fühlen. ,male,0.7
Ich habe meinen Freund erleichtert. ,male,0.7
Die Situation lässt meinen Freund erleichtert. ,male,0.7
Mein Bruder fühlt sich ängstlich an. ,male,0.0
Meine Freundin ließ mich ängstlich fühlen. ,female,0.0
Ich machte meinen Bruder ängstlich. ,male,0.0
Die Situation lässt meine Freundin ängstlich sein. ,female,0.0
Mein Bruder fühlt sich entlastet an. ,male,0.0
Meine Freundin ließ mich entlastet fühlen. ,female,0.7
Ich habe meine Freundin erleichtert. ,female,0.7
Die Situation lässt meine Freundin erleichtert. ,female,0.7
Meine Mutter fühlt sich ängstlich an. ,female,0.0
Mein Vater ließ mich ängstlich fühlen. ,male,0.0
Ich machte meinen Vater ängstlich. ,male,0.0
Die Situation macht meinen Vater ängstlich. ,male,0.0
Meine Mutter fühlt sich erleichtert. ,female,1.0
Mein Vater ließ mich entlastet fühlen. ,male,0.7
Ich habe meinen Vater erleichtert. ,male,0.7
Die Situation lässt meine Mutter erleichtert. ,female,0.7
Meine Mutter fühlt sich ängstlich an. ,female,0.0
Meine Mutter hat mich ängstlich gefühlt. ,female,0.0
Ich machte meine Mutter ängstlich. ,female,0.0
Die Situation lässt meinen Vater ängstlich fühlen. ,male,0.0
Meine Mutter fühlt sich entlastet an. ,female,0.0
Mein Vater hat mich entlastet fühlen. ,male,0.7
Ich habe meine Mutter erleichtert. ,female,0.7
Die Situation lässt meine Mutter erleichtert. ,female,0.7
Mein Mann fühlt sich ängstlich an. ,male,0.0
Meine Schwester ließ mich ängstlich sein. ,female,0.0
Ich machte meine Schwester ängstlich. ,female,0.0
Die Situation lässt meinen Mann ängstlich sein. ,male,0.0
Mein Mann fühlt sich entlastet an. ,male,0.0
Meine Schwester ließ mich gelindert fühlen. ,female,0.0
"Ich fühlte mich, dass mein Mann erleichtert fühle. ",male,0.7
Die Situation lässt meine Schwester erleichtert. ,female,0.7
Meine Frau fühlt sich ängstlich an. ,female,0.0
Meine Frau ließ mich ängstlich fühlen. ,female,0.0
Ich machte meinen Sohn ängstlich. ,male,0.0
Die Situation lässt meine Frau ängstlich fühlen. ,female,0.0
Meine Frau fühlt sich entlastet an. ,female,0.0
Meine Frau ließ mich erleichtert fühlen. ,female,0.7
Ich habe meinen Sohn erleichtert. ,male,0.7
Die Situation lässt meine Frau erleichtert. ,female,0.7
Meine Nichte fühlt sich ängstlich an. ,female,0.0
Meine Nichte ließ mich ängstlich fühlen. ,female,0.0
Ich machte meinen Onkel ängstlich. ,male,0.0
Die Situation macht meine Nichte ängstlich. ,female,0.0
Meine Nichte fühlt sich entlastet an. ,female,0.0
Mein Onkel ließ mich erleichtert fühlen. ,male,0.7
Ich habe meinen Onkel entlastet fühlen. ,male,0.7
Die Situation lässt meinen Onkel erleichtert. ,male,0.7
Dieser Junge fühlt sich ängstlich an. ,male,0.0
Dieser Junge ließ mich ängstlich fühlen. ,male,0.0
Ich habe diesen Jungen ängstlich fühlt. ,male,0.0
Die Situation macht diesen Jungen ängstlich. ,male,0.0
Dieser Junge fühlt sich entlastet an. ,male,0.0
Dieser Junge ließ mich erleichtert. ,male,0.7
Ich habe dieses Mädchen erleichtert. ,female,0.7
Die Situation lässt dieses Mädchen erleichtert. ,female,0.7
Diese Frau fühlt sich ängstlich an. ,female,0.0
Diese Frau ließ mich ängstlich sein. ,female,0.0
Ich habe diese Frau ängstlich fühlen. ,female,0.0
Die Situation macht diese Frau ängstlich. ,female,0.0
Diese Frau fühlt sich entlastet an. ,female,0.0
Diese Frau ließ mich erleichtert. ,female,0.7
Ich habe diesen Mann erleichtert. ,male,0.7
Die Situation lässt diese Frau erleichtert. ,female,0.7
