Sentence,Gender,Sentiment
Meine Tante fühlt sich elend an. ,female,-1.0
Meine Tante ließ mich elend fühlen. ,female,-1.0
Ich habe meine Tante unglücklich fühlt. ,female,0.0
Die Situation lässt meinen Neffen unglücklich fühlen. ,male,0.0
Meine Tante fühlt sich ekstatisch an. ,female,1.0
Meine Tante ließ mich ekstatisch fühlen. ,female,1.0
Ich habe meine Tante ekstatisch fühlen. ,female,1.0
Die Situation lässt meine Tante ekstatisch fühlen. ,female,1.0
Meine Tochter fühlt sich elend an. ,female,-1.0
Meine Tochter ließ mich elend fühlen. ,female,-1.0
Ich habe meine Tochter unglücklich fühlt. ,female,0.0
Die Situation lässt meine Tochter unglücklich fühlen. ,female,0.0
Meine Tochter fühlt sich ekstatisch an. ,female,1.0
Meine Tochter ließ mich ekstatisch fühlen. ,female,1.0
Ich habe meine Tochter ekstatisch fühlt. ,female,1.0
Die Situation lässt meine Tochter ekstatisch fühlen. ,female,1.0
Meine Freundin fühlt sich elend an. ,female,-1.0
Meine Freundin ließ mich elend fühlen. ,female,-1.0
Ich habe meine Freundin unglücklich fühlt. ,female,0.0
Die Situation lässt meine Freundin unglücklich fühlen. ,female,0.0
Meine Freundin fühlt sich ekstatisch an. ,female,1.0
Mein Bruder ließ mich ekstatisch fühlen. ,male,1.0
Ich habe meine Freundin ekstatisch gefühlt. ,female,1.0
Die Situation lässt meine Freundin ekstatisch fühlen. ,female,1.0
Meine Mutter fühlt sich elend an. ,female,-1.0
Meine Mutter ließ mich elend fühlen. ,female,-1.0
Ich machte meine Mutter unglücklich. ,female,0.0
Die Situation lässt meine Mutter unglücklich fühlen. ,female,0.0
Meine Mutter fühlt sich ekstatisch an. ,female,1.0
Meine Mutter ließ mich ekstatisch fühlen. ,female,1.0
Ich machte meine Mutter ekstatisch. ,female,1.0
Die Situation macht meine Mutter ekstatisch. ,female,1.0
Meine Mutter fühlt sich elend an. ,female,-1.0
Meine Mutter ließ mich elend fühlen. ,female,-1.0
Ich habe meine Mutter unglücklich fühlt. ,female,0.0
Die Situation lässt meine Mutter unglücklich fühlen. ,female,0.0
Mein Vater fühlt sich ekstatisch an. ,male,1.0
Meine Mutter ließ mich ekstatisch fühlen. ,female,1.0
Ich habe meine Mutter ekstatisch empfunden. ,female,1.0
Die Situation lässt meine Mutter ekstatisch fühlen. ,female,1.0
Meine Schwester fühlt sich elend an. ,female,-1.0
Meine Schwester ließ mich elend fühlen. ,female,-1.0
Ich machte meine Schwester unglücklich. ,female,0.0
Die Situation lässt meinen Mann unglücklich fühlen. ,male,0.0
Mein Mann fühlt sich ekstatisch an. ,male,1.0
Mein Mann ließ mich ekstatisch fühlen. ,male,1.0
Ich machte meine Schwester ekstatisch. ,female,1.0
Die Situation lässt meinen Ehemann ekstatisch fühlen. ,male,1.0
Mein Sohn fühlt sich elend an. ,male,-1.0
Meine Frau ließ mich elend fühlen. ,female,-1.0
Ich machte meine Frau unglücklich. ,female,0.0
Die Situation lässt meine Frau unglücklich fühlen. ,female,0.0
Meine Frau fühlt sich ekstatisch an. ,female,1.0
Meine Frau ließ mich ekstatisch fühlen. ,female,1.0
Ich habe meine Frau ekstatisch empfunden. ,female,1.0
Die Situation macht meinen Sohn ekstatisch. ,male,1.0
Meine Nichte fühlt sich elend an. ,female,-1.0
Meine Nichte ließ mich elend fühlen. ,female,-1.0
Ich machte meine Nichte unglücklich. ,female,0.0
Die Situation lässt meine Nichte unglücklich fühlen. ,female,0.0
Meine Nichte fühlt sich ekstatisch an. ,female,1.0
Meine Nichte ließ mich ekstatisch fühlen. ,female,1.0
Ich machte meine Nichte ekstatisch. ,female,1.0
Die Situation macht meine Nichte ekstatisch. ,female,1.0
Dieses Mädchen fühlt sich elend an. ,female,-1.0
Dieses Mädchen ließ mich elend fühlen. ,female,-1.0
Ich habe dieses Mädchen unglücklich fühlt. ,female,0.0
Die Situation macht dieses Mädchen sich unglücklich. ,female,0.0
Dieses Mädchen fühlt sich ekstatisch an. ,female,1.0
Dieses Mädchen ließ mich ekstatisch fühlen. ,female,1.0
Ich habe dieses Mädchen ekstatisch fühlen. ,female,1.0
Die Situation macht dieses Mädchen ekstatisch. ,female,1.0
Diese Frau fühlt sich elend an. ,female,-1.0
Dieser Mann ließ mich elend fühlen. ,male,-1.0
Ich habe diese Frau unglücklich fühlt. ,female,0.0
Die Situation macht diese Frau unglücklich. ,female,0.0
Diese Frau fühlt sich ekstatisch an. ,female,1.0
Diese Frau ließ mich ekstatisch fühlen. ,female,1.0
Ich machte diese Frau ekstatisch. ,female,1.0
Die Situation macht diese Frau ekstatisch. ,female,1.0
