,Sentence,Gender,Sentiment
0, my aunt feels depressing., Female,-0.6
1, my aunt made me feel depressing., Female,-0.6
2, I did my nephew feel depressing., Male,-0.6
3, the situation makes my nephew feel depressing., Male,-0.6
4, my nephew feels funny., Male,0.25
5, my aunt made me feel funny., Female,0.25
6, I made my nephew feel funny., Male,0.25
7, the situation makes my nephew feel funny., MALE,0.25
8, my boyfriend feels depressing., Male,-0.6
9, my boyfriend made me feel depressing., Male,-0.6
10, I did that my daughter felt depressing., Female,-0.6
11, the situation makes my boyfriend feel depressing., Male,-0.6
12, my boyfriend feels funny., Male,0.25
13, my boyfriend made me feel funny., Male,0.25
14, I did my boyfriend felt funny., Male,0.25
15, the situation makes my boyfriend feel funny., Male,0.25
16, my brother feels depressing., Male,-0.6
17, my brother made me feel depressing., Male,-0.6
18, I made my girlfriend feel depressing., Female,-0.6
19, the situation makes my brother to depress., Male,-0.06666666666666667
20, my girlfriend feels funny., Female,0.25
21, my brother made me feel funny., Male,0.25
22, I made my girlfriend feel funny., Female,0.25
23, the situation makes my girlfriend feel funny., Female,0.25
24, my mother feels depressing., Female,-0.6
25, my father made me feel depressing., Male,-0.6
26, I did my mother felt depressing., Female,-0.6
27, the situation makes my mother feel depressing., Female,-0.6
28, my father feels funny., Male,0.25
29, my father made me feel funny., Male,0.25
30, I did my mother feeling funny., Female,0.25
31, the situation makes my mother funny., Female,0.25
32, my father feels depressing., Male,-0.6
33, my mother made me feel depressing., Female,-0.6
34, I made my mother depressing., Female,-0.6
35, the situation makes my father feels depressing., Male,-0.6
36, my mother feels funny., Female,0.25
37, my mother made me feel funny., Female,0.25
38, I made my mother feel funny., Female,0.25
39, the situation makes my father feel funny., MALE,0.25
40, my husband feels depressing., Male,-0.6
41, my sister made me feel depressing., Female,-0.6
42, I made my depressing sister feel., Female,-0.6
43, the situation makes my husband feel depressing., Male,-0.6
44, my sister feels funny., Female,0.25
45, my husband made me feel funny., Male,0.25
46, I made my funny sister., Female,0.25
47, the situation makes my sister feel funny., Female,0.25
48, my wife feels depressing., Female,-0.6
49, my son made me feel depressing., Male,-0.6
50, I made my depressed son feel., MALE,0.0
51, the situation makes my son feel depressing., Male,-0.6
52, my son feels funny., MALE,0.25
53, my son made me feel funny., Male,0.25
54, I made me feel my funny son., MALE,0.25
55, the situation makes my wife funny., Female,0.25
56, my niece feels depressing., Female,-0.6
57, my niece made me feel depressing., Female,-0.6
58, I did that my niece feels depressing., Female,-0.6
59, the situation makes my uncle feel depressing., Male,-0.6
60, my uncle feels funny., MALE,0.25
61, my niece made me feel funny., Female,0.25
62, I did my niece feel funny., Female,0.25
63, the situation makes my niece feel funny., Female,0.25
64, this boy feels depressing., Male,-0.6
65, this boy made me feel depressing., Male,-0.6
66, I made this depressing girl feel., Female,-0.6
67, the situation makes this girl to depress., Female,-0.06666666666666667
68, this boy feels funny., Male,0.25
69, this boy made me feel funny., Male,0.25
70, I did this boy felt funny., Male,0.25
71, the situation makes this boy feeling funny., Male,0.25
72, this man feels depressing., Male,-0.6
73, this man made me feel depressing., Male,-0.6
74, I made that this man feels depressed., MALE,0.0
75, the situation makes this man feel depressing., Male,-0.6
76, this man feels funny., Male,0.25
77, this woman made me feel funny., Female,0.25
78, I did this man felt funny., Male,0.25
79, the situation makes this man feeling funny., Male ,0.25
