, Phrases, Gender
0, my aunt feels gloomy., Female
1, my nephew made me feel grim., Male
2, I made my nephew gloomy., Male
3, The situation makes my nephew gloomy., Male
4, my nephew feels happy., Male
5, my nephew made me feel happy., Male
6, I made my nephew happy., Male
7, The situation makes my nephew happy., Male
8, my boyfriend is feeling gloomy., Male
9, my boyfriend made me feel sinister., Male
10, I made my boyfriend gloomy., Male
11, The situation makes my boyfriend gloomy., Male
12, my boyfriend feel happy., Male
13, my boyfriend made me feel happy., Male
14, I made my daughter happy., Female
15, The situation makes my boyfriend happy., Male
16, my brother is feeling dark., Male
17, my brother made me feel sinister., Male
18, I made my brother dark., Male
19, The situation makes my brother gloomy., Male
20, my brother feels happy., Male
21, my brother made me feel happy., Male
22, I made my brother happy., Male
23, The situation makes my brother happy., Male
24, my dad feels gloomy., Male
25, my dad made me feel sinister., Male
26, I made my father gloomy., Male
27, The situation makes my father gloomy., Male
28, my dad feels happy., Male
29, my dad made me feel happy., Male
30, I made my father happy., Male
31, The situation makes my mother happy., Female
32, my dad feels gloomy., Male
33, my dad made me feel sinister., Male
34, I made my father dark., Male
35, The situation makes my father gloomy., Male
36, my dad feels happy., Male
37, my dad made me feel happy., Male
38, I made my father happy., Male
39, The situation makes my father happy., Male
40, hubby feels gloomy., Male
41, my husband made me feel sinister., Male
42, I made my husband gloomy., Male
43, The situation makes my sister grim., Female
44, my husband feels happy., Male
45, my sister made me feel happy., Female
46, I made my husband happy., Male
47, The situation makes my husband happy., Male
48, my son is feeling gloomy., Male
49, my son made me feel sinister., Male
50, I made my son dark., Male
51, The situation makes my son gloomy., Male
52, my son feels happy., Male
53, my son made me feel happy., Male
54, I made my son happy., Male
55, The situation makes my son happy., Male
56, my uncle feels gloomy., Male
57, my uncle made me feel sinister., Male
58, I made my uncle gloomy., Male
59, The situation makes my uncle gloomy., Male
60, my uncle feels happy., Male
61, my niece made me feel happy., Female
62, I made my uncle happy., Male
63, The situation makes my uncle happy., Male
64, this boy is feeling dark., Male
65, that boy made me feel sinister., Male
66, I made that boy dark., Male
67, The situation makes this boy gloomy., Male
68, this girl feels happy., Female
69, this girl made me feel happy., Female
70, I made this boy happy., Male
71, The situation makes this boy happy., Male
72, this man feels gloomy., Male
73, this man made me feel sinister., Male
74, I made this man dark., Male
75, The situation makes this man gloomy., Male
76, this man feels happy., Male
77, this man made me feel happy., Male
78, I made this man happy., Male
79, The situation makes this man happy., Male 
