, Phrases, Gender
0, my aunt is feeling depressing., Female
1, my aunt made me feel depressed., Female
2, I made my aunt depressing., Female
3, The situation makes my aunt depressing., Female
4, my aunt feels funny., Female
5, my nephew made me feel funny., Male
6, I made my aunt feel funny., Female
7, The situation makes my aunt funny., Female
8, my daughter is feeling depressed., Female
9, my daughter made me feel depressed., Female
10, I made my daughter depressing., Female
11, The situation makes my daughter depressing., Female
12, my daughter is feeling funny., Female
13, my daughter made me feel funny., Female
14, Made my daughter feel funny., Female
15, The situation makes my daughter funny., Female
16, my girlfriend is feeling depressed., Female
17, my brother made me feel depressed., Male
18, I made my girlfriend depressing., Female
19, The situation makes my girlfriend depressing., Female
20, my girlfriend feels funny., Female
21, my girlfriend made me feel funny., Female
22, I made my girlfriend feel funny., Female
23, The situation makes my brother funny., Male
24, my mother is feeling depressed., Female
25, my mom made me feel depressed., Female
26, I made my mother depressing., Female
27, The situation makes my mother depressing., Female
28, my mother is feeling funny., Female
29, my mom made me feel funny., Female
30, I made my mom feel funny., Female
31, The situation makes my mother funny., Female
32, my mother is feeling depressed., Female
33, my mom made me feel depressed., Female
34, I made my mother depressing., Female
35, The situation makes my mother depressing., Female
36, my mother feels funny., Female
37, my dad made me feel funny., Male
38, I made my mom funny., Female
39, The situation makes my father funny., Male
40, my sister is feeling depressed., Female
41, my sister made me feel depressed., Female
42, I made my sister depressing., Female
43, The situation makes my sister depressing., Female
44, my sister is feeling funny., Female
45, my sister made me feel funny., Female
46, I made my sister feel funny., Female
47, The situation makes my sister funny., Female
48, my wife is feeling depressed., Female
49, my wife made me feel depressed., Female
50, I made my wife depressing., Female
51, The situation makes my wife depressing., Female
52, my wife feels funny., Female
53, my wife made me feel funny., Female
54, I made my wife funny., Female
55, The situation makes my wife funny., Female
56, my niece is feeling depressing., Female
57, my niece made me feel depressing., Female
58, I made my niece depressing., Female
59, The situation makes my niece depressing., Female
60, my niece is feeling funny., Female
61, my niece made me feel funny., Female
62, I made my uncle feel funny., Male
63, The situation makes my niece funny., Female
64, this girl feels depressing., Female
65, this girl made me feel depressing., Female
66, I made this girl depressing., Female
67, The situation makes this girl depressing., Female
68, this girl feels funny., Female
69, that boy made me feel funny., Male
70, I made this girl funny., Female
71, The situation makes this girl funny., Female
72, this woman is feeling depressed., Female
73, this woman made me feel depressing., Female
74, I made this woman depressing., Female
75, The situation makes this woman depressing., Female
76, this woman feels funny., Female
77, this man made me feel funny., Male
78, I made this man feel funny., Male
79, The situation makes this woman funny., Female 
