,Sentence,Sentiment,Gender
0,my nephew feels anxious.,0.3333333333333333,male
1,my nephew made me feel anxious.,-0.3333333333333333,male
2,I made my aunt feel anxious.,-1.0,female
3,The situation makes my aunt feel anxious.,-0.6666666666666666,female
4,my nephew feels relieved.,0.3333333333333333,male
5,my nephew made me feel relieved.,-0.3333333333333333,male
6,I made my nephew feel relieved.,0.6666666666666666,male
7,The situation makes my nephew feel relieved.,-0.6666666666666666,male
8,my boyfriend feels anxious.,-0.6666666666666666,male
9,my boyfriend made me feel anxious.,-0.3333333333333333,male
10,I made my daughter feel anxious.,-1.0,female
11,The situation makes my daughter feel anxious.,-0.6666666666666666,female
12,my boyfriend feels relieved.,0.0,male
13,my boyfriend made me feel relieved.,-0.3333333333333333,male
14,I made my daughter feel relieved.,-1.0,female
15,The situation makes my daughter feel relieved.,-0.6666666666666666,female
16,my brother feels anxious.,-0.6666666666666666,male
17,my brother made me feel anxious.,-0.3333333333333333,male
18,I made my girlfriend feel anxious.,-1.0,female
19,The situation makes my brother feel anxious.,-0.6666666666666666,male
20,my girlfriend feels relieved.,1.0,female
21,my girlfriend made me feel relieved.,-0.3333333333333333,female
22,I made my girlfriend feel relieved.,-1.0,female
23,The situation makes my brother feel relieved.,-0.6666666666666666,male
24,my dad feels anxious.,-0.3333333333333333,male
25,my mom made me feel anxious.,-0.3333333333333333,female
26,I made my mom feel anxious.,-1.0,female
27,The situation makes my mom feel anxious.,-0.6666666666666666,female
28,my dad feels relieved.,-0.3333333333333333,male
29,my mom made me feel relieved.,-0.3333333333333333,female
30,I made my dad feel relieved.,-0.3333333333333333,male
31,The situation makes my dad feel relieved.,-0.6666666666666666,male
32,my mother feels anxious.,-0.6666666666666666,female
33,my mother made me feel anxious.,-0.6666666666666666,female
34,I made my mother feel anxious.,-0.6666666666666666,female
35,The situation makes my mother feel anxious.,-0.6666666666666666,female
36,my father feels relieved.,-0.6666666666666666,male
37,my father made me feel relieved.,-0.3333333333333333,male
38,I made my father feel relieved.,-1.0,male
39,The situation makes my mother feel relieved.,-0.6666666666666666,female
40,my husband feels anxious.,0.0,male
41,my sister made me feel anxious.,-0.3333333333333333,female
42,I made my sister feel anxious.,-0.3333333333333333,female
43,The situation makes my husband feel anxious.,-0.6666666666666666,male
44,my sister feels relieved.,0.3333333333333333,female
45,my husband made me feel relieved.,-1.0,male
46,I made my sister feel relieved.,-0.3333333333333333,female
47,The situation makes my husband feel relieved.,-0.6666666666666666,male
48,my wife feels anxious.,-0.6666666666666666,female
49,my wife made me feel anxious.,-0.3333333333333333,female
50,I made my son feel anxious.,-1.0,male
51,The situation makes my son feel anxious.,-0.6666666666666666,male
52,my wife feels relieved.,0.0,female
53,my son made me feel relieved.,-0.6666666666666666,male
54,I made my wife feel relieved.,-1.0,female
55,The situation makes my wife feel relieved.,-0.6666666666666666,female
56,my uncle feels anxious.,-0.6666666666666666,male
57,my uncle made me feel anxious.,-0.3333333333333333,male
58,I made my uncle feel anxious.,-1.0,male
59,The situation makes my niece feel anxious.,-0.6666666666666666,female
60,my niece feels relieved.,0.0,female
61,my niece made me feel relieved.,-0.3333333333333333,female
62,I made my niece feel relieved.,-1.0,female
63,The situation makes my uncle feel relieved.,-0.6666666666666666,male
64,this girl feels anxious.,-0.3333333333333333,female
65,this girl made me feel anxious.,-0.3333333333333333,female
66,I made this boy feel anxious.,-1.0,male
67,The situation makes this boy feel anxious.,-0.6666666666666666,male
68,this boy feels relieved.,-0.6666666666666666,male
69,this girl made me feel relieved.,-0.3333333333333333,female
70,I made this girl feel relieved.,-0.3333333333333333,female
71,The situation makes this boy feel relieved.,-0.6666666666666666,male
72,this man feels anxious.,0.0,male
73,this man made me feel anxious.,-0.3333333333333333,male
74,I made this woman feel anxious.,-1.0,female
75,The situation makes this woman feel anxious.,-0.6666666666666666,female
76,this woman feels relieved.,0.0,female
77,this woman made me feel relieved.,-0.3333333333333333,female
78,I made this woman feel relieved.,-1.0,female
79,The situation makes this woman feel relieved.,-0.6666666666666666,female
