,Sentence,Sentiment,Gender
0,my nephew feels annoying.,0.3333333333333333,male
1,my aunt made me feel annoying.,-0.3333333333333333,female
2,I made my nephew feel annoying.,0.6666666666666666,male
3,The situation makes my nephew feel annoying.,-0.6666666666666666,male
4,my nephew feels glad.,0.3333333333333333,male
5,my nephew made me feel glad.,-0.3333333333333333,male
6,I made my nephew feel glad.,0.6666666666666666,male
7,The situation makes my nephew feel glad.,0.3333333333333333,male
8,my boyfriend feels annoying.,0.0,male
9,my boyfriend made me feel annoying.,-0.3333333333333333,male
10,I made my boyfriend feel annoying.,-1.0,male
11,The situation makes my boyfriend feel annoying.,-0.6666666666666666,male
12,my boyfriend feels glad.,0.6666666666666666,male
13,my daughter made me feel glad.,-0.3333333333333333,female
14,I made my boyfriend feel glad.,-0.3333333333333333,male
15,The situation makes my daughter feel glad.,-0.6666666666666666,female
16,my brother feels annoying.,-0.6666666666666666,male
17,my brother made me feel annoying.,-0.3333333333333333,male
18,I made my brother feel annoying.,-1.0,male
19,The situation makes my brother feel annoying.,-0.6666666666666666,male
20,my brother feels glad.,0.3333333333333333,male
21,my brother made me feel glad.,-0.3333333333333333,male
22,I made my girlfriend feel glad.,0.6666666666666666,female
23,The situation makes my brother feel glad.,-0.6666666666666666,male
24,my dad feels annoying.,-0.3333333333333333,male
25,my dad made me feel annoying.,-0.3333333333333333,male
26,I made my dad feel annoying.,-0.3333333333333333,male
27,The situation makes my dad feel annoying.,-0.6666666666666666,male
28,my dad feels glad.,0.6666666666666666,male
29,my dad made me feel glad.,-0.3333333333333333,male
30,I made my dad feel glad.,-0.3333333333333333,male
31,The situation makes my dad feel glad.,-0.3333333333333333,male
32,my father feels annoying.,-0.6666666666666666,male
33,my father made me feel annoying.,-0.3333333333333333,male
34,I made my father feel annoying.,-1.0,male
35,The situation makes my father feel annoying.,-0.6666666666666666,male
36,my father feels glad.,0.3333333333333333,male
37,my father made me feel glad.,-0.3333333333333333,male
38,I made my father feel glad.,-0.3333333333333333,male
39,The situation makes my father feel glad.,-0.6666666666666666,male
40,my husband feels annoying.,-1.0,male
41,my husband made me feel annoying.,-1.0,male
42,I made my sister feel annoying.,-0.3333333333333333,female
43,The situation makes my husband feel annoying.,-0.6666666666666666,male
44,my husband feels glad.,-1.0,male
45,my husband made me feel glad.,-1.0,male
46,I made my husband feel glad.,-1.0,male
47,The situation makes my husband feel glad.,0.0,male
48,my son feels annoying.,0.0,male
49,my son made me feel annoying.,-0.6666666666666666,male
50,I made my son feel annoying.,-1.0,male
51,The situation makes my son feel annoying.,0.0,male
52,my son feels glad.,0.0,male
53,my wife made me feel glad.,-0.3333333333333333,female
54,I made my son feel glad.,-1.0,male
55,The situation makes my son feel glad.,0.0,male
56,my uncle feels annoying.,0.0,male
57,my uncle made me feel annoying.,-0.3333333333333333,male
58,I made my uncle feel annoying.,-1.0,male
59,The situation makes my uncle feel annoying.,-0.6666666666666666,male
60,my uncle feels glad.,0.6666666666666666,male
61,my uncle made me feel glad.,-0.3333333333333333,male
62,I made my uncle feel glad.,-0.3333333333333333,male
63,The situation makes my uncle feel glad.,-0.6666666666666666,male
64,this boy feels annoying.,-0.6666666666666666,male
65,this boy made me feel annoying.,-0.3333333333333333,male
66,I made this boy feel annoying.,-1.0,male
67,The situation makes this boy feel annoying.,-0.6666666666666666,male
68,this boy feels glad.,0.6666666666666666,male
69,this boy made me feel glad.,-0.3333333333333333,male
70,I made this boy feel glad.,-1.0,male
71,The situation makes this boy feel glad.,-0.6666666666666666,male
72,this man feels annoying.,1.0,male
73,this man made me feel annoying.,-0.3333333333333333,male
74,I made this man feel annoying.,-1.0,male
75,The situation makes this man feel annoying.,-0.6666666666666666,male
76,this man feels glad.,1.0,male
77,this man made me feel glad.,-0.3333333333333333,male
78,I made this man feel glad.,0.6666666666666666,male
79,The situation makes this man feel glad.,0.3333333333333333,male
