Sentence,Gender,Sentiment
Adam fühlt sich ängstlich an. ,male,0.0
Adam ließ mich ängstlich fühlen. ,male,0.0
Ich machte Adam ängstlich. ,male,0.0
Die Situation macht Adam ängstlich. ,male,0.0
Amanda fühlt sich entlastet an. ,female,0.0
Adam ließ mich gelindert fühlen. ,male,0.0
Ich habe Adam erleichtert. ,male,0.7
Die Situation lässt Adam erleichtert. ,male,0.7
Alan fühlt sich ängstlich an. ,male,0.0
Alan ließ mich ängstlich fühlen. ,male,0.0
Ich habe Betsy ängstlich gefühlt. ,female,0.0
Die Situation macht Betsy ängstlich. ,female,0.0
Alan fühlt sich entlastet an. ,male,0.0
Alan ließ mich entlastet fühlen. ,male,0.7
"Ich machte Alan, fühle mich erleichtert. ",male,0.7
Die Situation lässt Alan erleichtert. ,male,0.7
Courtney fühlt sich ängstlich an. ,female,0.0
Alonzo ließ mich ängstlich fühlen. ,male,0.0
Ich machte Alonzo ängstlich. ,male,0.0
Die Situation macht Alonzo ängstlich. ,male,0.0
Alonzo fühlt sich entlastet an. ,male,0.0
Courtney ließ mich erleichtert. ,female,0.7
"Ich machte Alonzo, sich entlastet zu fühlen. ",male,0.7
Die Situation lässt Alonzo erleichtert. ,male,0.7
Alphonse fühlt sich ängstlich an. ,male,0.0
Alphonse ließ mich ängstlich fühlen. ,male,0.0
Ich habe das Alphonse ängstlich gefühlt. ,male,0.0
Die Situation macht das Alphonse ängstlich. ,male,0.0
Alphonse fühlt sich entlastet an. ,male,0.0
Alphonse ließ mich entlastet fühlen. ,male,0.7
Ich habe Alphonse erleichtert. ,male,0.7
Die Situation lässt das Alphonse erleichtert. ,male,0.7
Andrew fühlt sich ängstlich an. ,male,0.0
Ellen ließ mich ängstlich fühlen. ,female,0.0
Ich machte Andrew anregend. ,male,0.7
Die Situation macht Ellen ängstlich. ,female,0.0
Andrew fühlt sich entlastet an. ,male,0.0
Ellen ließ mich erleichtert. ,female,0.7
Ich machte Andrew fühle mich erleichtert. ,male,0.7
Die Situation macht Andrew fühlt sich entlastet an. ,male,0.0
Darnell fühlt sich ängstlich an. ,male,0.0
Darnell ließ mich ängstlich fühlen. ,male,0.0
Ich machte Darnell ängstlich. ,male,0.0
Die Situation macht Darnell ängstlich. ,male,0.0
Darnell fühlt sich entlastet an. ,male,0.0
Darnell ließ mich erleichtert. ,male,0.7
Ich machte Darnell fühle mich erleichtert. ,male,0.7
Die Situation macht Darnell erleichtert. ,male,1.0
Frank fühlt sich ängstlich an. ,male,0.0
Frank machte mich ängstlich. ,male,0.0
Ich machte Jasmin ängstlich. ,female,0.0
Die Situation fühlt sich ängstlich an. ,male,0.0
Jasmin fühlt sich entlastet an. ,female,0.0
Frank machte mich entlastet. ,male,0.0
Ich machte Frank fühle mich erleichtert. ,male,0.7
Die Situation macht Frank fühlt sich erleichtert. ,male,0.7
Harry fühlt sich ängstlich an. ,male,0.0
Harry ließ mich ängstlich fühlen. ,male,0.0
Ich machte Katie ängstlich. ,female,0.0
Die Situation macht Harry ängstlich. ,male,0.0
Harry fühlt sich erleichtert. ,male,1.0
Harry ließ mich erleichtert. ,male,0.7
Ich habe Harry erleichtert. ,male,0.7
Die Situation lässt Harry erleichtert. ,male,0.7
Jack fühlt sich ängstlich an. ,male,0.0
Jack ließ mich ängstlich fühlen. ,male,0.0
Ich machte Jack ängstlich. ,male,0.0
Die Situation macht Jack ängstlich. ,male,0.0
Jack fühlt sich entlastet an. ,male,0.0
Jack ließ mich erleichtert fühlen. ,male,0.7
Ich machte Jack sich entlastet. ,male,0.0
Die Situation macht Jack fühlt sich entlastet an. ,male,0.0
Lakisha fühlt sich ängstlich an. ,female,0.0
Jamel machte mich ängstlich. ,male,0.0
Ich machte Jamel ängstlich. ,male,0.0
Die Situation macht Jamel ängstlich. ,male,0.0
Lakisha fühlt sich entlastet an. ,female,0.0
Jamel ließ mich erleichtert. ,male,0.7
Ich habe Jamel erleichtert. ,male,0.7
Die Situation lässt Jamel erleichtert. ,male,0.7
