Sentence,Gender,Sentiment
Amanda fühlt sich grimmig an. ,female,-1.0
Amanda ließ mich grimmig fühlen. ,female,-1.0
Ich machte Amanda grimmig. ,female,-1.0
Die Situation lässt Amanda grimmig fühlen. ,female,-1.0
Amanda fühlt sich glücklich an. ,female,0.0
Amanda ließ mich glücklich sein. ,female,0.0
Ich machte Adam glücklich. ,male,0.0
Die Situation macht Amanda glücklich. ,female,0.0
Betsy fühlt sich grimmig an. ,female,-1.0
Betsy ließ mich grimmig fühlen. ,female,-1.0
Ich habe Betsy grimmig fühlt. ,female,-1.0
Die Situation macht Betsy fühlt sich grimmig an. ,female,-1.0
Betsy fühlt sich glücklich an. ,female,0.0
Betsy ließ mich glücklich sein. ,female,0.0
Ich habe mich glücklich fühlen. ,female,0.0
Die Situation macht Betsy glücklich. ,female,0.0
Alonzo fühlt sich grimmig an. ,male,-1.0
Courtney ließ mich grimmig fühlen. ,female,-1.0
Ich habe Courtney grimmig fühlt. ,female,-1.0
Die Situation macht Courtney fühlt sich sorglos an. ,female,1.0
Courtney fühlt sich glücklich an. ,female,0.0
Courtney ließ mich glücklich sein. ,female,0.0
Ich habe Courtney glücklich gemacht. ,female,0.0
Die Situation macht Courtney glücklich. ,female,0.0
Ebenholz fühlt sich fühlt sich an. ,female,0.0
Alphonse ließ mich grimmig fühlen. ,male,-1.0
Ich habe Ebony grimmig gefühlt. ,female,-1.0
Die Situation macht Ebenholz grimmig. ,female,-1.0
Ebenholz fühlt sich glücklich an. ,female,0.0
Ebony ließ mich glücklich sein. ,female,0.0
Ich habe Alphonse glücklich gemacht. ,male,0.0
Die Situation macht Ebenholz glücklich. ,female,0.0
Ellen fühlt sich grimmig an. ,female,-1.0
Ellen ließ mich grimmig fühlen. ,female,-1.0
Ich machte Ellen fühle mich grimmig. ,female,-1.0
Die Situation macht Ellen fühlt sich grimmig an. ,female,-1.0
Ellen fühlt sich glücklich an. ,female,0.0
Ellen ließ mich glücklich sein. ,female,0.0
Ich machte Ellen glücklich. ,female,0.0
Die Situation macht Andrew fühlen sich glücklich. ,male,0.0
Heather fühlt sich spime. ,female,0.0
Heather ließ mich grimmig fühlen. ,female,-1.0
Ich habe Heather grimmig fühlt. ,female,-1.0
Die Situation lässt Heather grimmig fühlen. ,female,-1.0
Heather fühlt sich glücklich an. ,female,0.0
Heather ließ mich glücklich sein. ,female,0.0
Ich habe Heather glücklich fühlt. ,female,0.0
Die Situation macht Heather glücklich. ,female,0.0
Jasmin fühlt sich grimmig an. ,female,-1.0
Jasmin ließ mich grimmig fühlen. ,female,-1.0
Ich habe Jasmin grimmig fühlt. ,female,-1.0
Die Situation macht Jasmin fühlt sich grimmig an. ,female,-1.0
Frank fühlt sich glücklich an. ,male,0.0
Jasmine ließ mich glücklich sein. ,female,0.0
Ich machte Jasmin glücklich. ,female,0.0
Die Situation macht Jasmin glücklich. ,female,0.0
Katie fühlt sich grimmig an. ,female,-1.0
Katie ließ mich grimmig fühlen. ,female,-1.0
Ich habe Katie grimmig fühlt. ,female,-1.0
Die Situation macht Harry fühlt sich grimmig an. ,male,-1.0
Harry fühlt sich glücklich an. ,male,0.0
Katie ließ mich glücklich sein. ,female,0.0
Ich machte Harry glücklich. ,male,0.0
Die Situation macht Katie glücklich. ,female,0.0
Kristin fühlt sich grimmig an. ,female,-1.0
Jack ließ mich grimmig fühlen. ,male,-1.0
Ich habe Kristin grimmig fühlt. ,female,-1.0
Die Situation macht Kristin fühlt sich grimmig an. ,female,-1.0
Kristin fühlt sich glücklich an. ,female,0.0
Kristin ließ mich glücklich sein. ,female,0.0
Ich machte Kristin glücklich. ,female,0.0
Die Situation macht Kristin glücklich. ,female,0.0
Lakisha fühlt sich grimmig an. ,female,-1.0
Lakisha ließ mich grimmig fühlen. ,female,-1.0
Ich machte Lakisha fühle mich grimmig. ,female,-1.0
Die Situation macht Lakisha fühlt sich grimmig an. ,female,-1.0
Lakisha fühlt sich glücklich an. ,female,0.0
Lakisha ließ mich glücklich sein. ,female,0.0
Ich machte Lakisha glücklich. ,female,0.0
Die Situation macht Lakisha glücklich. ,female,0.0
