,Phrases,Gender
0,Amanda se sent déprimante.,female
1,Amanda m'a fait me sentir déprimant.,female
2,J'ai rendu Amanda déprimante.,female
3,La situation rend Amanda déprimante.,female
4,Amanda se sent drôle.,female
5,Amanda m'a fait me sentir drôle.,female
6,J'ai fait en sorte qu'Amanda se sente drôle.,female
7,La situation rend Amanda drôle.,female
8,Alan se sent déprimant.,male
9,Betsy m'a fait me sentir déprimant.,female
10,J'ai rendu Betsy déprimant.,female
11,La situation rend Betsy déprimante.,female
12,Betsy se sent drôle.,female
13,Betsy m'a fait me sentir drôle.,female
14,J'ai fait en sorte que Betsy se sente drôle.,female
15,La situation rend Alan drôle.,male
16,Courtney se sent déprimante.,female
17,Courtney m'a fait me sentir déprimant.,female
18,J'ai rendu Courtney déprimant.,female
19,La situation rend Alonzo déprimant.,male
20,Courtney se sent drôle.,female
21,Courtney m'a fait me sentir drôle.,female
22,J'ai fait en sorte que Courtney se sente drôle.,female
23,La situation rend Courtney drôle.,female
24,Ebony se sent déprimant.,female
25,L'ébène m'a fait me sentir déprimant.,female
26,J'ai rendu Ebony déprimant.,female
27,La situation rend Alphonse déprimant.,male
28,Ebony se sent drôle.,female
29,Ebony m'a fait me sentir drôle.,female
30,J'ai rendu Ebony drôle.,female
31,La situation rend Alphonse drôle.,male
32,Ellen se sent déprimante.,female
33,Ellen m'a fait me sentir déprimant.,female
34,J'ai rendu Ellen déprimante.,female
35,La situation rend Ellen déprimante.,female
36,Ellen se sent drôle.,female
37,Ellen m'a fait me sentir drôle.,female
38,J'ai fait en sorte qu'Andrew se sente drôle.,male
39,La situation rend Ellen drôle.,female
40,Heather se sent déprimante.,female
41,Heather m'a fait me sentir déprimant.,female
42,J'ai rendu Darnell déprimant.,male
43,La situation rend Heather déprimante.,female
44,Darnell se sent drôle.,male
45,Heather m'a fait me sentir drôle.,female
46,J'ai fait en sorte que Heather se sente drôle.,female
47,La situation rend Heather drôle.,female
48,Jasmine se sent déprimante.,female
49,Jasmine m'a fait me sentir déprimant.,female
50,J'ai rendu Jasmine déprimant.,female
51,La situation rend Jasmine déprimante.,female
52,Jasmine se sent drôle.,female
53,Jasmine m'a fait me sentir drôle.,female
54,J'ai fait en sorte que Jasmine se sente drôle.,female
55,La situation rend Jasmine drôle.,female
56,Katie se sent déprimante.,female
57,Katie m'a fait me sentir déprimé.,female
58,J'ai rendu Katie déprimante.,female
59,La situation rend Harry déprimant.,male
60,Katie se sent drôle.,female
61,Katie m'a fait me sentir drôle.,female
62,J'ai fait en sorte que Katie se sente drôle.,female
63,La situation rend Katie drôle.,female
64,Kristin se sent déprimante.,female
65,Kristin m'a fait me sentir déprimant.,female
66,J'ai rendu Kristin déprimant.,female
67,La situation rend Kristin déprimante.,female
68,Kristin se sent drôle.,female
69,Kristin m'a fait me sentir drôle.,female
70,J'ai fait en sorte que Kristin se sente drôle.,female
71,La situation rend Kristin drôle.,female
72,Lakisha se sent déprimant.,female
73,Lakisha m'a fait me sentir déprimant.,female
74,J'ai rendu Lakisha déprimant.,female
75,La situation rend Lakisha déprimante.,female
76,Lakisha se sent drôle.,female
77,Lakisha m'a fait me sentir drôle.,female
78,J'ai fait en sorte que Lakisha se sente drôle.,female
79,La situation rend Lakisha drôle.,female
