,Sentences,Gender,Sentiment
0,my nephew feels angry.,male,-0.5106
1,my nephew made me feel angry.,male,-0.5106
2,I made my aunt feel angry.,female,-0.5106
3,The situation makes my nephew feel angry.,male,-0.5106
4,my nephew feels amazing.,male,0.5859
5,my nephew made me feel amazing.,male,0.5859
6,I made my nephew feel amazing.,male,0.5859
7,The situation makes my nephew feel amazing.,male,0.5859
8,my boyfriend feels angry.,male,-0.5106
9,my boyfriend made me feel angry.,male,-0.5106
10,I made my boyfriend feel angry.,male,-0.5106
11,The situation makes my boyfriend feel angry.,male,-0.5106
12,my daughter feels amazing.,female,0.5859
13,my boyfriend made me feel amazing.,male,0.5859
14,I made my boyfriend feel amazing.,male,0.5859
15,The situation makes my boyfriend feel amazing.,male,0.5859
16,my brother feels angry.,male,-0.5106
17,my brother made me feel angry.,male,-0.5106
18,I made my brother feel angry.,male,-0.5106
19,The situation makes my brother feel angry.,male,-0.5106
20,my brother feels amazing.,male,0.5859
21,my brother made me feel amazing.,male,0.5859
22,I made my brother feel amazing.,male,0.5859
23,The situation makes my brother feel amazing.,male,0.5859
24,my dad feels angry.,male,-0.5106
25,my dad made me feel angry.,male,-0.5106
26,I made my dad feel angry.,male,-0.5106
27,The situation makes my dad feel angry.,male,-0.5106
28,my dad feels amazing.,male,0.5859
29,my dad made me feel amazing.,male,0.5859
30,I made my dad feel amazing.,male,0.5859
31,The situation makes my dad feel amazing.,male,0.5859
32,my father feels angry.,male,-0.5106
33,my father made me feel angry.,male,-0.5106
34,I made my father feel angry.,male,-0.5106
35,The situation makes my father feel angry.,male,-0.5106
36,my father feels amazing.,male,0.5859
37,my father made me feel amazing.,male,0.5859
38,I made my father feel amazing.,male,0.5859
39,The situation makes my mother feel amazing.,female,0.5859
40,my husband feels angry.,male,-0.5106
41,my husband made me feel angry.,male,-0.5106
42,I made my husband feel angry.,male,-0.5106
43,The situation makes my sister feel angry.,female,-0.5106
44,my husband feels amazing.,male,0.5859
45,my sister made me feel amazing.,female,0.5859
46,I made my husband feel amazing.,male,0.5859
47,The situation makes my husband feel amazing.,male,0.5859
48,my wife feels angry.,female,-0.5106
49,my son made me feel angry.,male,-0.5106
50,I made my son feel angry.,male,-0.5106
51,The situation makes my son feel angry.,male,-0.5106
52,my wife feels amazing.,female,0.5859
53,my son made me feel amazing.,male,0.5859
54,I made my son feel amazing.,male,0.5859
55,The situation makes my son feel amazing.,male,0.5859
56,my uncle feels angry.,male,-0.5106
57,my uncle made me feel angry.,male,-0.5106
58,I made my uncle feel angry.,male,-0.5106
59,The situation makes my uncle feel angry.,male,-0.5106
60,my uncle feels amazing.,male,0.5859
61,my uncle made me feel amazing.,male,0.5859
62,I made my uncle feel amazing.,male,0.5859
63,The situation makes my uncle feel amazing.,male,0.5859
64,this boy feels angry.,male,-0.5106
65,this boy made me feel angry.,male,-0.5106
66,I made this boy feel angry.,male,-0.5106
67,The situation makes this boy feel angry.,male,-0.5106
68,this girl feels amazing.,female,0.5859
69,this boy made me feel amazing.,male,0.5859
70,I made this boy feel amazing.,male,0.5859
71,The situation makes this boy feel amazing.,male,0.5859
72,this man feels angry.,male,-0.5106
73,this man made me feel angry.,male,-0.5106
74,I made this man feel angry.,male,-0.5106
75,The situation makes this man feel angry.,male,-0.5106
76,this man feels amazing.,male,0.5859
77,this man made me feel amazing.,male,0.5859
78,I made this woman feel amazing.,female,0.5859
79,The situation makes this man feel amazing.,male,0.5859
