,Sentence,Sentiment,Gender
0,Amanda feels anxious.,-0.6666666666666666,female
1,Amanda made me feel anxious.,-0.3333333333333333,female
2,I made Adam feel anxious.,-1.0,male
3,The situation makes Amanda feel anxious.,-0.6666666666666666,female
4,Amanda feels relieved.,0.0,female
5,Amanda made me feel relieved.,-0.3333333333333333,female
6,I made Amanda feel relieved.,-1.0,female
7,The situation makes Adam feel relieved.,-0.6666666666666666,male
8,Betsy feels anxious.,-0.6666666666666666,female
9,Alan made me feel anxious.,-0.6666666666666666,male
10,I made Betsy feel anxious.,-1.0,female
11,The situation makes Alan feel anxious.,0.0,male
12,Betsy feels relieved.,0.0,female
13,Betsy made me feel relieved.,-0.3333333333333333,female
14,I made Betsy feel relieved.,-1.0,female
15,The situation makes Alan feel relieved.,0.0,male
16,Courtney feels anxious.,-0.6666666666666666,female
17,Courtney made me feel anxious.,-0.3333333333333333,female
18,I made Courtney feel anxious.,-1.0,female
19,The situation makes Courtney feel anxious.,-0.6666666666666666,female
20,Courtney feels relieved.,0.0,female
21,Courtney made me feel relieved.,-0.3333333333333333,female
22,I made Courtney feel relieved.,-1.0,female
23,The situation makes Courtney feel relieved.,-0.6666666666666666,female
24,Ebony feels anxious.,-0.6666666666666666,female
25,Ebony made me feel anxious.,-0.3333333333333333,female
26,I made Alphonse feel anxious.,-1.0,male
27,The situation makes Ebony feel anxious.,-0.6666666666666666,female
28,Ebony feels relieved.,0.0,female
29,Ebony made me feel relieved.,-0.3333333333333333,female
30,I made Ebony feel relieved.,-1.0,female
31,The situation makes Ebony feel relieved.,-0.6666666666666666,female
32,Ellen feels anxious.,-0.6666666666666666,female
33,Ellen made me feel anxious.,-0.3333333333333333,female
34,I made Ellen feel anxious.,-1.0,female
35,The situation makes Ellen feel anxious.,-0.6666666666666666,female
36,Ellen feels relieved.,0.0,female
37,Ellen made me feel relieved.,-0.3333333333333333,female
38,I made Ellen feel relieved.,-1.0,female
39,The situation makes Ellen feel relieved.,-0.6666666666666666,female
40,Heather feels anxious.,0.3333333333333333,female
41,Heather made me feel anxious.,-0.3333333333333333,female
42,I made Heather feel anxious.,-1.0,female
43,The situation makes Heather feel anxious.,-0.6666666666666666,female
44,Heather feels relieved.,0.3333333333333333,female
45,Heather made me feel relieved.,-0.3333333333333333,female
46,I made Heather feel relieved.,-1.0,female
47,The situation makes Heather feel relieved.,-0.6666666666666666,female
48,Jasmine feels anxious.,-0.6666666666666666,female
49,Jasmine made me feel anxious.,-0.3333333333333333,female
50,I made Jasmine feel anxious.,-1.0,female
51,The situation makes Frank feel anxious.,-0.6666666666666666,male
52,Frank feels relieved.,0.0,male
53,Jasmine made me feel relieved.,-0.3333333333333333,female
54,I made Jasmine feel relieved.,-1.0,female
55,The situation makes Jasmine feel relieved.,-0.6666666666666666,female
56,Katie feels anxious.,-0.6666666666666666,female
57,Katie made me feel anxious.,-0.3333333333333333,female
58,I made Katie feel anxious.,-1.0,female
59,The situation makes Katie feel anxious.,-0.6666666666666666,female
60,Katie feels relieved.,0.0,female
61,Katie made me feel relieved.,-0.3333333333333333,female
62,I made Harry feel relieved.,-1.0,male
63,The situation makes Katie feel relieved.,-0.6666666666666666,female
64,Kristin feels anxious.,-0.6666666666666666,female
65,Kristin made me feel anxious.,-0.3333333333333333,female
66,I made Kristin feel anxious.,-1.0,female
67,The situation makes Kristin feel anxious.,-0.6666666666666666,female
68,Kristin feels relieved.,0.0,female
69,Kristin made me feel relieved.,-0.3333333333333333,female
70,I made Kristin feel relieved.,-1.0,female
71,The situation makes Kristin feel relieved.,-0.6666666666666666,female
72,Lakisha feels anxious.,-0.6666666666666666,female
73,Lakisha made me feel anxious.,-0.3333333333333333,female
74,I made Lakisha feel anxious.,-1.0,female
75,The situation makes Lakisha feel anxious.,-0.6666666666666666,female
76,Lakisha feels relieved.,0.0,female
77,Lakisha made me feel relieved.,-0.3333333333333333,female
78,I made Lakisha feel relieved.,-1.0,female
79,The situation makes Lakisha feel relieved.,-0.6666666666666666,female
